sample interval	    ECG	     BP	(C4-A1)	p (sum)
          13578	  0.240	 78.698	 -0.012	  0.319
          13579	  0.240	 82.046	 -0.013	  0.325
          13580	  0.250	 85.186	 -0.011	  0.303
          13581	  0.240	 89.581	 -0.007	  0.310
          13582	  0.255	 93.139	 -0.009	  0.313
          13583	  0.235	 97.116	 -0.012	  0.322
          13584	  0.220	 99.837	 -0.010	  0.319
          13585	  0.230	103.186	 -0.012	  0.336
          13586	  0.220	105.907	 -0.015	  0.342
          13587	  0.210	108.628	 -0.015	  0.314
          13588	  0.195	110.930	 -0.018	  0.346
          13589	  0.185	112.395	 -0.020	  0.310
          13590	  0.180	113.860	 -0.021	  0.338
          13591	  0.155	114.070	 -0.020	  0.307
          13592	  0.135	114.698	 -0.019	  0.307
          13593	  0.130	114.488	 -0.020	  0.312
          13594	  0.120	114.070	 -0.019	  0.325
          13595	  0.080	113.233	 -0.016	  0.323
          13596	  0.080	112.186	 -0.016	  0.323
          13597	  0.060	110.721	 -0.015	  0.313
          13598	  0.050	109.465	 -0.015	  0.348
          13599	  0.040	108.419	 -0.014	  0.342
          13600	  0.025	106.535	 -0.016	  0.330
          13601	  0.010	104.651	 -0.015	  0.319
          13602	  0.010	103.186	 -0.015	  0.313
          13603	  0.005	101.093	 -0.015	  0.310
          13604	 -0.005	 99.837	 -0.016	  0.314
          13605	 -0.000	 98.163	 -0.016	  0.313
          13606	 -0.000	 95.860	 -0.014	  0.313
          13607	 -0.000	 94.814	 -0.017	  0.320
          13608	 -0.000	 93.139	 -0.019	  0.325
          13609	 -0.000	 91.256	 -0.020	  0.329
          13610	 -0.005	 89.581	 -0.021	  0.328
          13611	 -0.000	 88.535	 -0.020	  0.341
          13612	  0.010	 86.651	 -0.019	  0.341
          13613	  0.015	 84.977	 -0.018	  0.348
          13614	 -0.005	 84.349	 -0.019	  0.335
          13615	 -0.000	 83.302	 -0.019	  0.323
          13616	  0.005	 81.837	 -0.017	  0.319
          13617	  0.010	 80.581	 -0.019	  0.320
          13618	  0.015	 79.535	 -0.020	  0.299
          13619	 -0.000	 78.698	 -0.020	  0.312
          13620	  0.010	 77.860	 -0.016	  0.316
          13621	  0.005	 76.814	 -0.013	  0.319
          13622	 -0.000	 76.395	 -0.011	  0.325
          13623	  0.015	 74.930	 -0.009	  0.325
          13624	  0.020	 74.302	 -0.008	  0.325
          13625	  0.025	 73.674	 -0.008	  0.336
          13626	  0.020	 72.837	 -0.006	  0.313
          13627	  0.030	 71.372	 -0.004	  0.314
          13628	  0.025	 71.581	 -0.003	  0.301
          13629	  0.030	 70.535	 -0.005	  0.300
          13630	  0.025	 69.698	 -0.002	  0.288
          13631	  0.035	 68.860	 -0.001	  0.296
          13632	  0.035	 68.442	 -0.004	  0.312
          13633	  0.030	 67.605	 -0.004	  0.312
          13634	  0.040	 67.186	 -0.003	  0.320
          13635	  0.040	 66.140	 -0.003	  0.325
          13636	  0.045	 65.302	 -0.004	  0.316
          13637	  0.040	 64.674	 -0.003	  0.309
          13638	  0.045	 64.674	 -0.004	  0.319
          13639	  0.040	 63.837	 -0.004	  0.313
          13640	  0.055	 63.209	 -0.002	  0.293
          13641	  0.050	 63.000	 -0.001	  0.290
          13642	  0.045	 62.163	 -0.000	  0.291
          13643	  0.055	 61.953	 -0.001	  0.286
          13644	  0.050	 61.744	 -0.001	  0.314
          13645	  0.050	 60.907	  0.003	  0.307
          13646	  0.050	 60.488	  0.005	  0.319
          13647	  0.040	 60.279	  0.008	  0.304
          13648	  0.055	 60.279	  0.012	  0.316
          13649	  0.055	 60.488	  0.016	  0.299
          13650	  0.055	 59.651	  0.021	  0.296
          13651	  0.045	 59.651	  0.026	  0.294
          13652	  0.060	 59.651	  0.032	  0.297
          13653	  0.060	 59.651	  0.036	  0.299
          13654	  0.060	 59.651	  0.037	  0.297
          13655	  0.060	 59.651	  0.042	  0.274
          13656	  0.040	 59.023	  0.046	  0.275
          13657	  0.060	 59.651	  0.044	  0.283
          13658	  0.070	 59.860	  0.041	  0.294
          13659	  0.075	 59.023	  0.042	  0.306
          13660	  0.065	 59.651	  0.040	  0.307
          13661	  0.060	 60.279	  0.035	  0.313
          13662	  0.060	 60.488	  0.031	  0.291
          13663	  0.070	 59.860	  0.024	  0.278
          13664	  0.060	 60.488	  0.016	  0.272
          13665	  0.055	 61.116	  0.009	  0.284
          13666	  0.060	 61.326	  0.006	  0.283
          13667	  0.070	 62.163	 -0.001	  0.286
          13668	  0.045	 62.163	 -0.007	  0.278
          13669	  0.060	 62.372	 -0.012	  0.291
          13670	  0.065	 63.000	 -0.016	  0.287
          13671	  0.065	 63.000	 -0.017	  0.301
          13672	  0.075	 63.419	 -0.017	  0.293
          13673	  0.065	 63.628	 -0.015	  0.297
          13674	  0.075	 63.628	 -0.013	  0.275
          13675	  0.060	 63.837	 -0.009	  0.286
          13676	  0.080	 64.465	 -0.004	  0.278
          13677	  0.080	 64.674	  0.003	  0.267
          13678	  0.065	 64.465	  0.009	  0.248
          13679	  0.060	 65.093	  0.012	  0.268
          13680	  0.050	 65.093	  0.022	  0.255
          13681	  0.075	 65.093	  0.028	  0.259
          13682	  0.070	 65.512	  0.030	  0.255
          13683	  0.065	 65.512	  0.030	  0.272
          13684	  0.075	 65.093	  0.030	  0.267
          13685	  0.080	 65.093	  0.027	  0.259
          13686	  0.080	 65.512	  0.025	  0.267
          13687	  0.090	 65.302	  0.022	  0.257
          13688	  0.090	 65.512	  0.015	  0.245
          13689	  0.100	 65.093	  0.007	  0.245
          13690	  0.095	 65.512	  0.002	  0.233
          13691	  0.100	 64.674	 -0.000	  0.220
          13692	  0.100	 64.884	 -0.005	  0.232
          13693	  0.120	 64.674	 -0.010	  0.222
          13694	  0.130	 64.465	 -0.012	  0.248
          13695	  0.135	 64.674	 -0.011	  0.230
          13696	  0.140	 64.046	 -0.010	  0.245
          13697	  0.135	 64.256	 -0.008	  0.248
          13698	  0.125	 63.837	 -0.006	  0.235
          13699	  0.120	 63.628	 -0.003	  0.235
          13700	  0.115	 63.000	  0.001	  0.226
          13701	  0.125	 63.000	  0.006	  0.212
          13702	  0.105	 62.163	  0.010	  0.201
          13703	  0.100	 62.372	  0.014	  0.191
          13704	  0.100	 62.372	  0.015	  0.199
          13705	  0.090	 61.326	  0.021	  0.194
          13706	  0.095	 60.907	  0.026	  0.201
          13707	  0.080	 61.116	  0.025	  0.194
          13708	  0.090	 60.488	  0.024	  0.203
          13709	  0.070	 59.651	  0.026	  0.199
          13710	  0.075	 59.860	  0.025	  0.191
          13711	  0.060	 60.279	  0.022	  0.190
          13712	  0.065	 59.651	  0.020	  0.174
          13713	  0.080	 58.814	  0.015	  0.161
          13714	  0.070	 58.814	  0.010	  0.157
          13715	  0.065	 58.395	  0.006	  0.159
          13716	  0.060	 58.395	  0.004	  0.145
          13717	  0.075	 57.977	 -0.000	  0.159
          13718	  0.080	 57.558	 -0.004	  0.151
          13719	  0.080	 56.512	 -0.006	  0.162
          13720	  0.080	 56.721	 -0.005	  0.152
          13721	  0.085	 56.302	 -0.004	  0.157
          13722	  0.080	 56.093	 -0.004	  0.155
          13723	  0.090	 55.256	 -0.002	  0.159
          13724	  0.090	 55.465	 -0.001	  0.139
          13725	  0.080	 55.046	  0.002	  0.139
          13726	  0.080	 54.837	  0.006	  0.125
          13727	  0.130	 54.000	  0.012	  0.122
          13728	  0.150	 54.000	  0.019	  0.109
          13729	  0.240	 54.419	  0.027	  0.122
          13730	  0.340	 54.209	  0.042	  0.125
          13731	  0.540	 53.372	  0.057	  0.112
          13732	  0.740	 53.581	  0.069	  0.116
          13733	  0.900	 52.953	  0.070	  0.125
          13734	  0.945	 52.326	  0.069	  0.116
          13735	  0.725	 52.326	  0.055	  0.104
          13736	  0.370	 52.326	  0.042	  0.107
          13737	 -0.010	 52.116	  0.026	  0.100
          13738	 -0.270	 52.116	  0.018	  0.093
          13739	 -0.380	 51.698	  0.009	  0.084
          13740	 -0.350	 51.698	  0.008	  0.087
          13741	 -0.230	 51.698	  0.008	  0.081
          13742	 -0.150	 51.279	  0.003	  0.090
          13743	 -0.080	 51.279	 -0.002	  0.083
          13744	 -0.030	 51.279	 -0.006	  0.101
          13745	  0.020	 50.651	 -0.007	  0.097
          13746	  0.040	 51.279	 -0.011	  0.101
          13747	  0.055	 50.442	 -0.014	  0.090
          13748	  0.070	 50.442	 -0.017	  0.090
          13749	  0.065	 50.442	 -0.020	  0.074
          13750	  0.075	 50.023	 -0.021	  0.062
          13751	  0.055	 49.605	 -0.020	  0.045
          13752	  0.090	 49.605	 -0.017	  0.048
          13753	  0.080	 49.605	 -0.015	  0.032
          13754	  0.085	 49.605	 -0.014	  0.045
          13755	  0.080	 49.186	 -0.012	  0.043
          13756	  0.100	 49.395	 -0.007	  0.048
          13757	  0.085	 49.186	 -0.008	  0.051
          13758	  0.100	 48.977	 -0.008	  0.052
          13759	  0.100	 49.605	 -0.007	  0.051
          13760	  0.100	 48.767	 -0.009	  0.041
          13761	  0.110	 48.767	 -0.010	  0.039
          13762	  0.095	 48.767	 -0.011	  0.023
          13763	  0.120	 47.512	 -0.010	  0.023
          13764	  0.100	 48.558	 -0.011	  0.007
          13765	  0.125	 48.349	 -0.010	  0.012
          13766	  0.105	 48.349	 -0.008	  0.004
          13767	  0.110	 48.140	 -0.009	  0.020
          13768	  0.120	 48.349	 -0.013	  0.017
          13769	  0.120	 48.349	 -0.013	  0.035
          13770	  0.135	 47.930	 -0.013	  0.026
          13771	  0.125	 47.721	 -0.014	  0.035
          13772	  0.130	 47.930	 -0.014	  0.028
          13773	  0.140	 47.302	 -0.014	  0.023
          13774	  0.130	 47.512	 -0.014	  0.016
          13775	  0.140	 46.884	 -0.015	  0.012
          13776	  0.160	 47.093	 -0.013	  0.000
          13777	  0.145	 46.884	 -0.011	  0.000
          13778	  0.160	 47.093	 -0.011	 -0.006
          13779	  0.170	 47.512	 -0.011	  0.000
          13780	  0.160	 48.140	 -0.009	 -0.004
          13781	  0.160	 49.186	 -0.005	  0.000
          13782	  0.185	 50.442	 -0.007	  0.000
          13783	  0.195	 51.907	 -0.006	 -0.001
          13784	  0.200	 53.372	 -0.004	  0.000
          13785	  0.195	 55.884	 -0.006	 -0.010
          13786	  0.200	 58.605	 -0.006	 -0.012
          13787	  0.210	 60.698	 -0.007	 -0.023
          13788	  0.225	 63.628	 -0.010	 -0.029
          13789	  0.230	 66.767	 -0.015	 -0.039
          13790	  0.235	 69.907	 -0.016	 -0.033
          13791	  0.230	 73.465	 -0.015	 -0.032
          13792	  0.245	 77.023	 -0.019	 -0.022
          13793	  0.240	 80.372	 -0.022	 -0.028
          13794	  0.240	 84.349	 -0.023	 -0.019
          13795	  0.235	 87.907	 -0.024	 -0.032
          13796	  0.240	 92.093	 -0.027	 -0.023
          13797	  0.245	 95.860	 -0.029	 -0.039
          13798	  0.240	 99.837	 -0.030	 -0.038
          13799	  0.240	103.814	 -0.029	 -0.049
          13800	  0.220	106.953	 -0.029	 -0.052
          13801	  0.220	110.093	 -0.029	 -0.064
          13802	  0.210	113.233	 -0.027	 -0.064
          13803	  0.210	115.116	 -0.029	 -0.068
          13804	  0.200	117.628	 -0.032	 -0.058
          13805	  0.205	118.046	 -0.031	 -0.059
          13806	  0.160	118.674	 -0.030	 -0.055
          13807	  0.150	119.512	 -0.034	 -0.054
          13808	  0.140	118.884	 -0.037	 -0.061
          13809	  0.115	118.046	 -0.035	 -0.065
          13810	  0.110	117.419	 -0.037	 -0.068
          13811	  0.085	116.581	 -0.038	 -0.070
          13812	  0.080	115.326	 -0.037	 -0.083
          13813	  0.060	113.442	 -0.039	 -0.088
          13814	  0.050	111.977	 -0.043	 -0.104
          13815	  0.030	109.884	 -0.043	 -0.093
          13816	  0.035	108.837	 -0.042	 -0.101
          13817	  0.030	106.535	 -0.043	 -0.084
          13818	  0.015	104.860	 -0.045	 -0.093
          13819	  0.010	103.186	 -0.045	 -0.083
          13820	 -0.000	101.512	 -0.046	 -0.103
          13821	  0.015	 99.837	 -0.048	 -0.100
          13822	 -0.000	 97.953	 -0.050	 -0.110
          13823	 -0.000	 95.860	 -0.053	 -0.114
          13824	  0.005	 93.977	 -0.055	 -0.129
          13825	 -0.000	 92.512	 -0.060	 -0.130
          13826	 -0.000	 91.046	 -0.064	 -0.135
          13827	  0.005	 89.791	 -0.066	 -0.138
          13828	  0.010	 88.116	 -0.069	 -0.143
          13829	 -0.000	 87.279	 -0.073	 -0.128
          13830	 -0.000	 85.814	 -0.071	 -0.130
          13831	  0.005	 84.558	 -0.071	 -0.128
          13832	  0.020	 83.093	 -0.075	 -0.130
          13833	 -0.000	 82.465	 -0.075	 -0.133
          13834	  0.015	 81.419	 -0.075	 -0.135
          13835	  0.015	 80.581	 -0.074	 -0.148
          13836	 -0.000	 79.953	 -0.070	 -0.151
          13837	 -0.000	 78.907	 -0.067	 -0.158
          13838	  0.015	 77.233	 -0.064	 -0.168
          13839	  0.015	 76.814	 -0.062	 -0.171
          13840	  0.020	 76.186	 -0.058	 -0.168
          13841	  0.030	 75.558	 -0.052	 -0.172
          13842	  0.025	 74.721	 -0.048	 -0.161
          13843	  0.020	 73.884	 -0.046	 -0.170
          13844	  0.020	 73.465	 -0.044	 -0.158
          13845	  0.030	 72.419	 -0.041	 -0.168
          13846	  0.030	 72.000	 -0.041	 -0.172
          13847	  0.040	 71.372	 -0.043	 -0.184
          13848	  0.030	 70.535	 -0.046	 -0.187
          13849	  0.045	 69.698	 -0.047	 -0.203
          13850	  0.040	 69.070	 -0.050	 -0.209
          13851	  0.035	 68.233	 -0.049	 -0.223
          13852	  0.050	 67.605	 -0.048	 -0.222
          13853	  0.050	 66.977	 -0.050	 -0.226
          13854	  0.045	 66.349	 -0.053	 -0.213
          13855	  0.040	 65.721	 -0.052	 -0.209
          13856	  0.045	 65.302	 -0.052	 -0.206
          13857	  0.040	 65.512	 -0.054	 -0.203
          13858	  0.045	 64.465	 -0.055	 -0.210
          13859	  0.040	 63.837	 -0.054	 -0.220
          13860	  0.045	 64.046	 -0.053	 -0.228
          13861	  0.045	 63.209	 -0.054	 -0.238
          13862	  0.045	 63.000	 -0.052	 -0.255
          13863	  0.050	 62.372	 -0.053	 -0.259
          13864	  0.045	 62.163	 -0.054	 -0.258
          13865	  0.055	 61.953	 -0.056	 -0.255
          13866	  0.055	 61.744	 -0.051	 -0.270
          13867	  0.065	 61.744	 -0.054	 -0.251
          13868	  0.060	 61.744	 -0.055	 -0.258
          13869	  0.055	 61.535	 -0.056	 -0.258
          13870	  0.070	 61.535	 -0.054	 -0.272
          13871	  0.060	 61.744	 -0.052	 -0.261
          13872	  0.060	 61.535	 -0.052	 -0.284
          13873	  0.075	 62.163	 -0.052	 -0.287
          13874	  0.060	 62.163	 -0.053	 -0.307
          13875	  0.060	 62.163	 -0.055	 -0.299
          13876	  0.065	 62.791	 -0.054	 -0.303
          13877	  0.065	 62.791	 -0.053	 -0.312
          13878	  0.070	 63.000	 -0.056	 -0.301
          13879	  0.075	 63.000	 -0.057	 -0.296
          13880	  0.065	 63.419	 -0.057	 -0.304
          13881	  0.080	 63.419	 -0.052	 -0.288
          13882	  0.070	 64.046	 -0.054	 -0.304
          13883	  0.060	 64.046	 -0.053	 -0.309
          13884	  0.080	 65.093	 -0.050	 -0.304
          13885	  0.070	 65.093	 -0.050	 -0.322
          13886	  0.075	 65.512	 -0.048	 -0.336
          13887	  0.065	 65.512	 -0.043	 -0.336
          13888	  0.075	 65.721	 -0.042	 -0.342
          13889	  0.075	 66.140	 -0.040	 -0.341
          13890	  0.080	 66.767	 -0.039	 -0.328
          13891	  0.080	 66.767	 -0.034	 -0.336
          13892	  0.085	 67.186	 -0.034	 -0.313
          13893	  0.070	 67.605	 -0.035	 -0.320
          13894	  0.075	 67.395	 -0.036	 -0.322
          13895	  0.080	 67.605	 -0.037	 -0.338
          13896	  0.070	 67.814	 -0.040	 -0.342
          13897	  0.075	 67.605	 -0.042	 -0.351
          13898	  0.070	 67.395	 -0.045	 -0.351
          13899	  0.085	 67.814	 -0.047	 -0.364
          13900	  0.080	 68.023	 -0.048	 -0.370
          13901	  0.095	 68.442	 -0.049	 -0.384
          13902	  0.075	 68.023	 -0.047	 -0.371
          13903	  0.095	 67.814	 -0.047	 -0.362
          13904	  0.070	 68.023	 -0.049	 -0.372
          13905	  0.100	 67.395	 -0.046	 -0.375
          13906	  0.080	 67.605	 -0.043	 -0.365
          13907	  0.110	 67.814	 -0.043	 -0.368
          13908	  0.100	 67.395	 -0.041	 -0.383
          13909	  0.100	 67.186	 -0.038	 -0.397
          13910	  0.100	 67.186	 -0.035	 -0.394
          13911	  0.105	 67.186	 -0.032	 -0.416
          13912	  0.105	 67.186	 -0.027	 -0.404
          13913	  0.125	 66.349	 -0.025	 -0.423
          13914	  0.130	 66.349	 -0.025	 -0.417
          13915	  0.130	 66.140	 -0.025	 -0.410
          13916	  0.120	 65.930	 -0.023	 -0.423
          13917	  0.125	 65.512	 -0.024	 -0.409
          13918	  0.125	 65.302	 -0.025	 -0.423
          13919	  0.110	 64.884	 -0.027	 -0.412
          13920	  0.120	 64.465	 -0.027	 -0.441
          13921	  0.115	 64.465	 -0.029	 -0.446
          13922	  0.100	 64.256	 -0.029	 -0.455
          13923	  0.100	 63.000	 -0.033	 -0.455
          13924	  0.100	 63.419	 -0.035	 -0.470
          13925	  0.080	 63.209	 -0.038	 -0.471
          13926	  0.090	 62.581	 -0.040	 -0.472
          13927	  0.080	 62.163	 -0.040	 -0.459
          13928	  0.085	 61.744	 -0.040	 -0.455
          13929	  0.060	 61.326	 -0.041	 -0.446
          13930	  0.060	 60.907	 -0.039	 -0.449
          13931	  0.065	 60.907	 -0.035	 -0.462
          13932	  0.070	 60.488	 -0.038	 -0.470
          13933	  0.080	 59.860	 -0.039	 -0.475
          13934	  0.065	 59.651	 -0.037	 -0.472
          13935	  0.060	 59.442	 -0.034	 -0.503
          13936	  0.060	 59.023	 -0.032	 -0.499
          13937	  0.070	 58.814	 -0.028	 -0.493
          13938	  0.080	 58.186	 -0.024	 -0.500
          13939	  0.080	 57.767	 -0.020	 -0.500
          13940	  0.080	 57.558	 -0.016	 -0.493
          13941	  0.085	 57.349	 -0.010	 -0.484
          13942	  0.070	 57.140	 -0.007	 -0.494
          13943	  0.080	 56.930	 -0.006	 -0.499
          13944	  0.070	 56.512	 -0.005	 -0.493
          13945	  0.080	 56.093	 -0.002	 -0.506
          13946	  0.115	 56.302	 -0.003	 -0.500
          13947	  0.145	 55.256	 -0.002	 -0.529
          13948	  0.220	 54.628	 -0.000	 -0.522
          13949	  0.310	 54.628	  0.006	 -0.528
          13950	  0.485	 55.256	  0.011	 -0.539
          13951	  0.670	 54.628	  0.019	 -0.530
          13952	  0.845	 54.419	  0.022	 -0.539
          13953	  0.920	 54.000	  0.016	 -0.522
          13954	  0.740	 53.791	  0.001	 -0.526
          13955	  0.465	 53.581	 -0.012	 -0.523
          13956	  0.085	 53.163	 -0.025	 -0.549
          13957	 -0.230	 53.163	 -0.036	 -0.525
          13958	 -0.345	 53.163	 -0.042	 -0.541
          13959	 -0.335	 52.535	 -0.040	 -0.562
          13960	 -0.220	 52.744	 -0.042	 -0.567
          13961	 -0.130	 52.326	 -0.041	 -0.575
          13962	 -0.055	 52.953	 -0.038	 -0.591
          13963	 -0.020	 52.326	 -0.038	 -0.565
          13964	  0.030	 52.116	 -0.038	 -0.570
          13965	  0.060	 51.907	 -0.033	 -0.571
          13966	  0.060	 52.116	 -0.027	 -0.580
          13967	  0.080	 51.488	 -0.025	 -0.571
          13968	  0.070	 51.698	 -0.024	 -0.575
          13969	  0.080	 51.907	 -0.024	 -0.570
          13970	  0.080	 51.279	 -0.021	 -0.591
          13971	  0.065	 50.860	 -0.021	 -0.604
          13972	  0.070	 51.279	 -0.021	 -0.603
          13973	  0.080	 51.279	 -0.022	 -0.620
          13974	  0.080	 50.860	 -0.024	 -0.607
          13975	  0.090	 51.070	 -0.026	 -0.617
          13976	  0.080	 50.442	 -0.024	 -0.599
          13977	  0.105	 50.442	 -0.022	 -0.609
          13978	  0.100	 50.442	 -0.025	 -0.606
          13979	  0.105	 50.651	 -0.026	 -0.580
          13980	  0.105	 50.442	 -0.024	 -0.597
          13981	  0.100	 50.023	 -0.022	 -0.600
          13982	  0.120	 50.442	 -0.024	 -0.588
          13983	  0.110	 50.233	 -0.025	 -0.616
          13984	  0.100	 50.023	 -0.023	 -0.610
          13985	  0.125	 50.023	 -0.023	 -0.632
          13986	  0.100	 50.442	 -0.022	 -0.612
          13987	  0.125	 49.605	 -0.019	 -0.633
          13988	  0.110	 50.233	 -0.018	 -0.601
          13989	  0.125	 49.605	 -0.017	 -0.628
          13990	  0.115	 50.023	 -0.011	 -0.597
          13991	  0.135	 49.605	 -0.004	 -0.623
          13992	  0.120	 49.605	 -0.000	 -0.609
          13993	  0.135	 49.605	  0.001	 -0.613
          13994	  0.140	 49.605	  0.003	 -0.622
          13995	  0.135	 49.605	  0.007	 -0.614
          13996	  0.140	 50.023	  0.010	 -0.638
          13997	  0.135	 49.814	  0.010	 -0.638
          13998	  0.160	 49.814	  0.011	 -0.646
          13999	  0.165	 50.860	  0.010	 -0.649
          14000	  0.155	 51.698	  0.005	 -0.635
          14001	  0.165	 52.953	  0.004	 -0.642
          14002	  0.175	 54.209	  0.002	 -0.630
          14003	  0.175	 56.721	 -0.001	 -0.626
          14004	  0.185	 58.605	 -0.007	 -0.632
          14005	  0.180	 61.535	 -0.006	 -0.629
          14006	  0.205	 64.046	 -0.004	 -0.623
          14007	  0.200	 66.977	 -0.008	 -0.649
          14008	  0.205	 70.116	 -0.008	 -0.629
          14009	  0.210	 73.256	 -0.007	 -0.678
          14010	  0.205	 76.814	 -0.005	 -0.643
          14011	  0.210	 80.581	 -0.003	 -0.664
          14012	  0.220	 84.349	  0.004	 -0.664
          14013	  0.225	 88.326	  0.009	 -0.648
          14014	  0.235	 92.512	  0.013	 -0.646
          14015	  0.240	 96.488	  0.019	 -0.649
          14016	  0.225	100.256	  0.026	 -0.635
          14017	  0.215	104.233	  0.028	 -0.651
          14018	  0.210	108.209	  0.029	 -0.646
          14019	  0.220	111.558	  0.029	 -0.646
          14020	  0.205	114.698	  0.028	 -0.651
          14021	  0.225	116.791	  0.026	 -0.678
          14022	  0.205	119.512	  0.021	 -0.667
          14023	  0.175	120.767	  0.017	 -0.667
          14024	  0.175	122.442	  0.011	 -0.672
          14025	  0.180	122.651	  0.004	 -0.670
          14026	  0.165	123.070	 -0.003	 -0.681
          14027	  0.135	122.442	 -0.007	 -0.659
          14028	  0.120	121.814	 -0.015	 -0.655
          14029	  0.100	120.977	 -0.024	 -0.654
          14030	  0.100	119.093	 -0.029	 -0.655
          14031	  0.070	117.837	 -0.032	 -0.661
          14032	  0.080	116.372	 -0.039	 -0.680
          14033	  0.045	114.907	 -0.042	 -0.699
          14034	  0.060	112.395	 -0.042	 -0.697
          14035	  0.035	110.930	 -0.040	 -0.700
          14036	  0.030	109.046	 -0.037	 -0.709
          14037	  0.030	106.744	 -0.031	 -0.696
          14038	  0.020	105.070	 -0.026	 -0.693
          14039	  0.020	103.395	 -0.024	 -0.680
          14040	  0.015	101.512	 -0.020	 -0.690
          14041	  0.025	 99.209	 -0.015	 -0.686
          14042	 -0.000	 97.953	 -0.014	 -0.690
          14043	  0.020	 96.488	 -0.016	 -0.696
          14044	  0.005	 94.814	 -0.018	 -0.703
          14045	  0.025	 93.139	 -0.017	 -0.706
          14046	  0.005	 91.674	 -0.019	 -0.722
          14047	  0.005	 90.628	 -0.019	 -0.726
          14048	  0.020	 88.953	 -0.021	 -0.707
          14049	  0.005	 88.116	 -0.022	 -0.728
          14050	 -0.000	 86.442	 -0.026	 -0.719
          14051	  0.030	 85.395	 -0.028	 -0.704
          14052	  0.005	 83.930	 -0.032	 -0.703
          14053	  0.020	 83.512	 -0.039	 -0.688
          14054	  0.020	 82.465	 -0.047	 -0.696
          14055	  0.025	 81.419	 -0.049	 -0.697
          14056	  0.005	 80.581	 -0.054	 -0.723
          14057	  0.020	 79.744	 -0.060	 -0.709
          14058	  0.020	 79.326	 -0.064	 -0.735
          14059	  0.020	 78.698	 -0.067	 -0.732
          14060	  0.015	 78.070	 -0.070	 -0.722
          14061	  0.020	 77.442	 -0.072	 -0.730
          14062	  0.015	 76.605	 -0.070	 -0.733
          14063	  0.035	 75.767	 -0.073	 -0.696
          14064	  0.020	 75.139	 -0.076	 -0.714
          14065	  0.025	 74.302	 -0.077	 -0.696
          14066	  0.025	 73.674	 -0.077	 -0.730
          14067	  0.045	 72.837	 -0.079	 -0.691
          14068	  0.030	 72.419	 -0.078	 -0.726
          14069	  0.045	 71.372	 -0.077	 -0.707
          14070	  0.040	 70.535	 -0.074	 -0.719
          14071	  0.030	 70.116	 -0.072	 -0.725
          14072	  0.045	 69.488	 -0.069	 -0.730
          14073	  0.035	 68.860	 -0.066	 -0.730
          14074	  0.045	 68.442	 -0.064	 -0.736
          14075	  0.050	 67.814	 -0.061	 -0.701
          14076	  0.030	 67.605	 -0.057	 -0.719
          14077	  0.060	 66.977	 -0.053	 -0.701
          14078	  0.040	 66.349	 -0.051	 -0.712
          14079	  0.035	 65.930	 -0.051	 -0.700
          14080	  0.040	 65.512	 -0.045	 -0.730
          14081	  0.050	 65.093	 -0.043	 -0.701
          14082	  0.050	 65.093	 -0.043	 -0.730
          14083	  0.045	 64.674	 -0.043	 -0.728
          14084	  0.060	 64.674	 -0.044	 -0.722
          14085	  0.050	 64.256	 -0.048	 -0.733
          14086	  0.045	 64.884	 -0.051	 -0.719
          14087	  0.055	 64.256	 -0.051	 -0.720
          14088	  0.040	 64.256	 -0.054	 -0.704
          14089	  0.070	 64.674	 -0.058	 -0.709
          14090	  0.040	 64.465	 -0.060	 -0.714
          14091	  0.060	 64.884	 -0.061	 -0.697
          14092	  0.055	 64.674	 -0.065	 -0.720
          14093	  0.060	 65.302	 -0.068	 -0.707
          14094	  0.065	 65.512	 -0.072	 -0.728
          14095	  0.050	 65.302	 -0.073	 -0.725
          14096	  0.065	 65.930	 -0.075	 -0.739
          14097	  0.060	 66.140	 -0.075	 -0.741
          14098	  0.060	 66.349	 -0.076	 -0.725
          14099	  0.060	 66.767	 -0.077	 -0.743
          14100	  0.060	 67.186	 -0.079	 -0.700
          14101	  0.060	 67.395	 -0.078	 -0.717
          14102	  0.080	 67.605	 -0.077	 -0.686
          14103	  0.060	 68.023	 -0.079	 -0.701
          14104	  0.060	 68.651	 -0.079	 -0.713
          14105	  0.075	 68.233	 -0.076	 -0.703
          14106	  0.070	 68.442	 -0.073	 -0.710
          14107	  0.070	 69.488	 -0.075	 -0.716
          14108	  0.075	 70.116	 -0.076	 -0.714
          14109	  0.080	 69.698	 -0.074	 -0.716
          14110	  0.060	 70.116	 -0.073	 -0.704
          14111	  0.080	 70.326	 -0.070	 -0.709
          14112	  0.080	 70.535	 -0.068	 -0.683
          14113	  0.070	 70.535	 -0.066	 -0.668
          14114	  0.070	 70.953	 -0.070	 -0.690
          14115	  0.080	 70.953	 -0.068	 -0.693
          14116	  0.090	 70.953	 -0.067	 -0.694
          14117	  0.085	 71.372	 -0.065	 -0.677
          14118	  0.075	 71.581	 -0.067	 -0.672
          14119	  0.075	 71.163	 -0.068	 -0.672
          14120	  0.060	 71.163	 -0.067	 -0.688
          14121	  0.075	 71.581	 -0.070	 -0.686
          14122	  0.075	 71.581	 -0.071	 -0.687
          14123	  0.095	 71.372	 -0.074	 -0.667
          14124	  0.080	 71.163	 -0.076	 -0.661
          14125	  0.100	 70.953	 -0.077	 -0.646
          14126	  0.080	 70.535	 -0.076	 -0.638
          14127	  0.095	 70.535	 -0.073	 -0.629
