'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:48:45.868 30/03/1989]',0.680,82.211,-0.008,-0.164
'[23:48:45.872 30/03/1989]',0.960,81.921,-0.006,-0.164
'[23:48:45.876 30/03/1989]',1.184,81.776,-0.002,-0.164
'[23:48:45.880 30/03/1989]',1.342,81.632,0.002,-0.163
'[23:48:45.884 30/03/1989]',1.376,81.632,0.007,-0.164
'[23:48:45.888 30/03/1989]',1.250,81.342,0.011,-0.166
'[23:48:45.892 30/03/1989]',0.788,81.342,0.015,-0.165
'[23:48:45.896 30/03/1989]',0.316,81.342,0.017,-0.166
'[23:48:45.900 30/03/1989]',-0.106,81.487,0.018,-0.167
'[23:48:45.904 30/03/1989]',-0.306,81.342,0.018,-0.167
'[23:48:45.908 30/03/1989]',-0.228,81.053,0.019,-0.167
'[23:48:45.912 30/03/1989]',-0.092,81.053,0.018,-0.168
'[23:48:45.916 30/03/1989]',-0.012,81.342,0.015,-0.169
'[23:48:45.920 30/03/1989]',-0.006,81.053,0.013,-0.168
'[23:48:45.924 30/03/1989]',-0.012,81.053,0.009,-0.169
'[23:48:45.928 30/03/1989]',-0.014,80.763,0.004,-0.167
'[23:48:45.932 30/03/1989]',-0.020,81.053,-0.001,-0.169
'[23:48:45.936 30/03/1989]',-0.018,80.763,-0.005,-0.167
'[23:48:45.940 30/03/1989]',-0.004,80.184,-0.010,-0.166
'[23:48:45.944 30/03/1989]',-0.012,80.329,-0.015,-0.166
'[23:48:45.948 30/03/1989]',-0.008,80.184,-0.018,-0.165
'[23:48:45.952 30/03/1989]',-0.004,80.039,-0.019,-0.164
'[23:48:45.956 30/03/1989]',-0.000,79.605,-0.020,-0.164
'[23:48:45.960 30/03/1989]',0.004,79.316,-0.019,-0.163
'[23:48:45.964 30/03/1989]',0.006,79.316,-0.015,-0.163
'[23:48:45.968 30/03/1989]',0.008,79.461,-0.008,-0.164
'[23:48:45.972 30/03/1989]',0.020,79.316,-0.002,-0.165
'[23:48:45.976 30/03/1989]',0.022,79.171,0.003,-0.164
'[23:48:45.980 30/03/1989]',0.012,79.026,0.009,-0.165
'[23:48:45.984 30/03/1989]',0.028,78.737,0.013,-0.166
'[23:48:45.988 30/03/1989]',0.024,78.447,0.016,-0.165
'[23:48:45.992 30/03/1989]',0.024,78.447,0.020,-0.165
'[23:48:45.996 30/03/1989]',0.032,78.303,0.025,-0.165
'[23:48:46.000 30/03/1989]',0.028,78.303,0.024,-0.165
'[23:48:46.004 30/03/1989]',0.040,77.868,0.024,-0.164
'[23:48:46.008 30/03/1989]',0.038,78.013,0.019,-0.163
'[23:48:46.012 30/03/1989]',0.044,77.724,0.013,-0.163
'[23:48:46.016 30/03/1989]',0.048,77.868,0.004,-0.162
'[23:48:46.020 30/03/1989]',0.048,77.868,-0.003,-0.161
'[23:48:46.024 30/03/1989]',0.052,77.724,-0.007,-0.161
'[23:48:46.028 30/03/1989]',0.054,77.579,-0.009,-0.161
'[23:48:46.032 30/03/1989]',0.056,77.579,-0.010,-0.161
'[23:48:46.036 30/03/1989]',0.064,77.145,-0.014,-0.159
'[23:48:46.040 30/03/1989]',0.064,77.289,-0.015,-0.159
'[23:48:46.044 30/03/1989]',0.072,77.145,-0.018,-0.159
'[23:48:46.048 30/03/1989]',0.072,77.579,-0.016,-0.158
'[23:48:46.052 30/03/1989]',0.080,77.289,-0.014,-0.157
'[23:48:46.056 30/03/1989]',0.088,77.579,-0.009,-0.157
'[23:48:46.060 30/03/1989]',0.094,78.013,-0.006,-0.156
'[23:48:46.064 30/03/1989]',0.098,79.026,-0.002,-0.156
'[23:48:46.068 30/03/1989]',0.104,79.605,0.002,-0.156
'[23:48:46.072 30/03/1989]',0.112,80.618,0.006,-0.156
'[23:48:46.076 30/03/1989]',0.128,81.921,0.012,-0.155
'[23:48:46.080 30/03/1989]',0.128,84.092,0.018,-0.156
'[23:48:46.084 30/03/1989]',0.136,85.105,0.027,-0.156
'[23:48:46.088 30/03/1989]',0.148,87.276,0.031,-0.156
'[23:48:46.092 30/03/1989]',0.148,88.868,0.035,-0.156
'[23:48:46.096 30/03/1989]',0.168,90.895,0.032,-0.154
'[23:48:46.100 30/03/1989]',0.168,93.066,0.027,-0.154
'[23:48:46.104 30/03/1989]',0.176,94.803,0.019,-0.154
'[23:48:46.108 30/03/1989]',0.190,97.118,0.010,-0.152
'[23:48:46.112 30/03/1989]',0.206,99.289,0.003,-0.151
'[23:48:46.116 30/03/1989]',0.210,101.750,-0.005,-0.151
'[23:48:46.120 30/03/1989]',0.220,104.211,-0.009,-0.150
'[23:48:46.124 30/03/1989]',0.230,106.671,-0.011,-0.149
'[23:48:46.128 30/03/1989]',0.250,108.553,-0.013,-0.148
'[23:48:46.132 30/03/1989]',0.250,111.447,-0.013,-0.149
'[23:48:46.136 30/03/1989]',0.252,113.908,-0.012,-0.149
'[23:48:46.140 30/03/1989]',0.264,116.368,-0.008,-0.150
'[23:48:46.144 30/03/1989]',0.264,118.395,-0.006,-0.148
'[23:48:46.148 30/03/1989]',0.272,120.276,-0.004,-0.147
'[23:48:46.152 30/03/1989]',0.268,122.447,-0.001,-0.147
'[23:48:46.156 30/03/1989]',0.272,124.618,-0.000,-0.147
'[23:48:46.160 30/03/1989]',0.254,125.921,0.000,-0.145
'[23:48:46.164 30/03/1989]',0.250,127.079,0.003,-0.145
'[23:48:46.168 30/03/1989]',0.240,128.382,0.005,-0.143
'[23:48:46.172 30/03/1989]',0.224,128.816,0.008,-0.142
'[23:48:46.176 30/03/1989]',0.188,129.829,0.012,-0.140
'[23:48:46.180 30/03/1989]',0.170,129.974,0.018,-0.140
'[23:48:46.184 30/03/1989]',0.134,130.553,0.023,-0.140
'[23:48:46.188 30/03/1989]',0.104,129.974,0.024,-0.139
'[23:48:46.192 30/03/1989]',0.070,129.829,0.021,-0.139
'[23:48:46.196 30/03/1989]',0.054,128.816,0.014,-0.139
'[23:48:46.200 30/03/1989]',0.028,128.526,0.004,-0.137
'[23:48:46.204 30/03/1989]',0.006,127.658,-0.002,-0.137
'[23:48:46.208 30/03/1989]',-0.008,127.079,-0.006,-0.137
'[23:48:46.212 30/03/1989]',-0.026,125.776,-0.006,-0.136
'[23:48:46.216 30/03/1989]',-0.046,124.908,-0.008,-0.136
'[23:48:46.220 30/03/1989]',-0.048,123.605,-0.006,-0.136
'[23:48:46.224 30/03/1989]',-0.058,122.592,-0.001,-0.135
'[23:48:46.228 30/03/1989]',-0.062,121.434,0.001,-0.134
'[23:48:46.232 30/03/1989]',-0.064,120.132,0.003,-0.134
'[23:48:46.236 30/03/1989]',-0.064,119.263,0.005,-0.133
'[23:48:46.240 30/03/1989]',-0.064,118.250,0.007,-0.134
'[23:48:46.244 30/03/1989]',-0.064,116.947,0.008,-0.133
'[23:48:46.248 30/03/1989]',-0.068,116.079,0.011,-0.133
'[23:48:46.252 30/03/1989]',-0.072,114.921,0.014,-0.132
'[23:48:46.256 30/03/1989]',-0.066,114.053,0.019,-0.132
'[23:48:46.260 30/03/1989]',-0.056,113.184,0.023,-0.132
'[23:48:46.264 30/03/1989]',-0.058,112.171,0.028,-0.131
'[23:48:46.268 30/03/1989]',-0.056,111.447,0.031,-0.131
'[23:48:46.272 30/03/1989]',-0.044,110.868,0.032,-0.131
'[23:48:46.276 30/03/1989]',-0.056,109.711,0.032,-0.131
'[23:48:46.280 30/03/1989]',-0.040,109.132,0.033,-0.130
'[23:48:46.284 30/03/1989]',-0.040,108.408,0.028,-0.129
'[23:48:46.288 30/03/1989]',-0.040,107.829,0.024,-0.130
'[23:48:46.292 30/03/1989]',-0.040,107.105,0.017,-0.129
'[23:48:46.296 30/03/1989]',-0.038,106.961,0.011,-0.129
'[23:48:46.300 30/03/1989]',-0.040,106.237,0.008,-0.130
'[23:48:46.304 30/03/1989]',-0.034,105.368,0.004,-0.129
'[23:48:46.308 30/03/1989]',-0.020,105.224,0.002,-0.128
'[23:48:46.312 30/03/1989]',-0.024,104.500,0.003,-0.128
'[23:48:46.316 30/03/1989]',-0.022,104.355,0.003,-0.128
'[23:48:46.320 30/03/1989]',-0.012,103.921,0.007,-0.127
'[23:48:46.324 30/03/1989]',-0.016,102.908,0.009,-0.126
'[23:48:46.328 30/03/1989]',-0.004,102.329,0.012,-0.127
'[23:48:46.332 30/03/1989]',-0.008,102.474,0.012,-0.127
'[23:48:46.336 30/03/1989]',-0.006,101.895,0.014,-0.126
'[23:48:46.340 30/03/1989]',-0.004,101.316,0.016,-0.127
'[23:48:46.344 30/03/1989]',-0.006,100.447,0.018,-0.126
'[23:48:46.348 30/03/1989]',-0.004,99.868,0.023,-0.126
'[23:48:46.352 30/03/1989]',-0.000,99.434,0.028,-0.126
'[23:48:46.356 30/03/1989]',-0.008,99.000,0.035,-0.126
'[23:48:46.360 30/03/1989]',-0.000,98.566,0.038,-0.126
'[23:48:46.364 30/03/1989]',-0.000,97.842,0.039,-0.126
'[23:48:46.368 30/03/1989]',0.008,97.263,0.035,-0.125
'[23:48:46.372 30/03/1989]',0.006,96.829,0.030,-0.125
'[23:48:46.376 30/03/1989]',0.010,96.105,0.023,-0.124
'[23:48:46.380 30/03/1989]',0.018,95.816,0.017,-0.124
'[23:48:46.384 30/03/1989]',0.012,95.237,0.010,-0.123
'[23:48:46.388 30/03/1989]',0.010,94.658,0.006,-0.122
'[23:48:46.392 30/03/1989]',0.014,94.224,-0.001,-0.123
'[23:48:46.396 30/03/1989]',0.014,94.079,-0.000,-0.123
'[23:48:46.400 30/03/1989]',0.014,94.079,-0.003,-0.123
'[23:48:46.404 30/03/1989]',0.006,93.500,-0.001,-0.122
'[23:48:46.408 30/03/1989]',0.018,93.500,0.000,-0.122
'[23:48:46.412 30/03/1989]',0.018,92.921,0.001,-0.121
'[23:48:46.416 30/03/1989]',0.024,93.500,0.003,-0.121
'[23:48:46.420 30/03/1989]',0.024,92.776,0.005,-0.120
'[23:48:46.424 30/03/1989]',0.022,93.355,0.009,-0.120
'[23:48:46.428 30/03/1989]',0.026,92.632,0.013,-0.120
'[23:48:46.432 30/03/1989]',0.026,92.921,0.021,-0.120
'[23:48:46.436 30/03/1989]',0.030,92.921,0.029,-0.120
'[23:48:46.440 30/03/1989]',0.030,93.211,0.040,-0.120
'[23:48:46.444 30/03/1989]',0.026,93.500,0.049,-0.120
'[23:48:46.448 30/03/1989]',0.028,93.645,0.053,-0.120
'[23:48:46.452 30/03/1989]',0.036,93.500,0.054,-0.118
'[23:48:46.456 30/03/1989]',0.036,93.934,0.048,-0.119
'[23:48:46.460 30/03/1989]',0.032,94.368,0.036,-0.118
'[23:48:46.464 30/03/1989]',0.036,94.658,0.025,-0.118
'[23:48:46.468 30/03/1989]',0.038,95.237,0.015,-0.118
'[23:48:46.472 30/03/1989]',0.040,95.237,0.008,-0.117
'[23:48:46.476 30/03/1989]',0.034,95.382,0.001,-0.117
'[23:48:46.480 30/03/1989]',0.048,95.816,-0.002,-0.117
'[23:48:46.484 30/03/1989]',0.044,96.250,-0.004,-0.118
'[23:48:46.488 30/03/1989]',0.040,96.395,-0.007,-0.118
'[23:48:46.492 30/03/1989]',0.044,96.539,-0.006,-0.118
'[23:48:46.496 30/03/1989]',0.048,96.829,-0.005,-0.118
'[23:48:46.500 30/03/1989]',0.044,96.974,-0.004,-0.117
'[23:48:46.504 30/03/1989]',0.048,96.974,-0.005,-0.118
'[23:48:46.508 30/03/1989]',0.054,97.553,-0.003,-0.117
'[23:48:46.512 30/03/1989]',0.050,97.553,-0.001,-0.117
'[23:48:46.516 30/03/1989]',0.050,97.697,0.001,-0.118
'[23:48:46.520 30/03/1989]',0.046,97.697,0.006,-0.118
'[23:48:46.524 30/03/1989]',0.046,97.697,0.011,-0.117
'[23:48:46.528 30/03/1989]',0.052,97.553,0.018,-0.117
'[23:48:46.532 30/03/1989]',0.048,97.553,0.024,-0.118
'[23:48:46.536 30/03/1989]',0.056,97.408,0.028,-0.118
'[23:48:46.540 30/03/1989]',0.060,97.263,0.029,-0.116
'[23:48:46.544 30/03/1989]',0.058,96.974,0.028,-0.117
'[23:48:46.548 30/03/1989]',0.064,96.829,0.024,-0.116
'[23:48:46.552 30/03/1989]',0.062,96.829,0.020,-0.116
'[23:48:46.556 30/03/1989]',0.068,96.395,0.015,-0.116
'[23:48:46.560 30/03/1989]',0.062,96.105,0.009,-0.116
'[23:48:46.564 30/03/1989]',0.070,95.816,0.004,-0.115
'[23:48:46.568 30/03/1989]',0.074,95.526,0.002,-0.115
'[23:48:46.572 30/03/1989]',0.064,95.526,-0.003,-0.115
'[23:48:46.576 30/03/1989]',0.064,94.947,-0.006,-0.114
'[23:48:46.580 30/03/1989]',0.072,94.658,-0.010,-0.114
'[23:48:46.584 30/03/1989]',0.078,94.224,-0.010,-0.112
'[23:48:46.588 30/03/1989]',0.080,93.789,-0.011,-0.112
'[23:48:46.592 30/03/1989]',0.074,93.500,-0.011,-0.110
'[23:48:46.596 30/03/1989]',0.078,93.500,-0.009,-0.110
'[23:48:46.600 30/03/1989]',0.076,93.066,-0.005,-0.111
'[23:48:46.604 30/03/1989]',0.080,92.632,-0.002,-0.111
'[23:48:46.608 30/03/1989]',0.084,92.487,0.005,-0.110
'[23:48:46.612 30/03/1989]',0.090,91.908,0.014,-0.110
'[23:48:46.616 30/03/1989]',0.080,91.908,0.022,-0.109
'[23:48:46.620 30/03/1989]',0.090,91.329,0.027,-0.108
'[23:48:46.624 30/03/1989]',0.104,91.184,0.029,-0.108
'[23:48:46.628 30/03/1989]',0.116,91.039,0.029,-0.108
'[23:48:46.632 30/03/1989]',0.110,90.750,0.019,-0.108
'[23:48:46.636 30/03/1989]',0.124,90.461,0.019,-0.108
'[23:48:46.640 30/03/1989]',0.122,90.461,0.009,-0.107
'[23:48:46.644 30/03/1989]',0.124,89.737,0.003,-0.108
'[23:48:46.648 30/03/1989]',0.130,89.882,-0.000,-0.108
'[23:48:46.652 30/03/1989]',0.146,89.447,-0.004,-0.107
'[23:48:46.656 30/03/1989]',0.144,89.158,-0.005,-0.107
'[23:48:46.660 30/03/1989]',0.152,89.013,-0.005,-0.106
'[23:48:46.664 30/03/1989]',0.140,88.868,-0.005,-0.107
'[23:48:46.668 30/03/1989]',0.136,88.724,-0.005,-0.107
'[23:48:46.672 30/03/1989]',0.130,88.434,-0.006,-0.107
'[23:48:46.676 30/03/1989]',0.130,88.289,-0.008,-0.106
'[23:48:46.680 30/03/1989]',0.134,88.289,-0.007,-0.106
'[23:48:46.684 30/03/1989]',0.136,88.000,-0.006,-0.105
'[23:48:46.688 30/03/1989]',0.128,87.711,-0.003,-0.104
'[23:48:46.692 30/03/1989]',0.120,87.421,-0.005,-0.104
'[23:48:46.696 30/03/1989]',0.106,86.987,0.002,-0.104
'[23:48:46.700 30/03/1989]',0.092,87.276,0.003,-0.104
'[23:48:46.704 30/03/1989]',0.088,86.553,0.008,-0.103
'[23:48:46.708 30/03/1989]',0.072,86.263,0.010,-0.102
'[23:48:46.712 30/03/1989]',0.064,86.118,0.013,-0.102
'[23:48:46.716 30/03/1989]',0.056,85.974,0.014,-0.101
'[23:48:46.720 30/03/1989]',0.064,85.829,0.011,-0.100
'[23:48:46.724 30/03/1989]',0.070,85.250,0.007,-0.100
'[23:48:46.728 30/03/1989]',0.068,85.395,0.005,-0.099
'[23:48:46.732 30/03/1989]',0.066,84.816,0.000,-0.098
'[23:48:46.736 30/03/1989]',0.072,85.105,0.001,-0.098
'[23:48:46.740 30/03/1989]',0.078,84.961,-0.000,-0.099
'[23:48:46.744 30/03/1989]',0.074,84.237,-0.002,-0.097
'[23:48:46.748 30/03/1989]',0.072,84.671,-0.003,-0.097
'[23:48:46.752 30/03/1989]',0.072,84.382,-0.004,-0.096
'[23:48:46.756 30/03/1989]',0.072,84.671,-0.004,-0.096
'[23:48:46.760 30/03/1989]',0.066,84.382,-0.004,-0.096
'[23:48:46.764 30/03/1989]',0.072,83.947,-0.005,-0.095
'[23:48:46.768 30/03/1989]',0.072,83.803,-0.005,-0.094
'[23:48:46.772 30/03/1989]',0.078,83.224,-0.004,-0.093
'[23:48:46.776 30/03/1989]',0.080,83.079,-0.003,-0.093
'[23:48:46.780 30/03/1989]',0.076,83.513,0.000,-0.092
'[23:48:46.784 30/03/1989]',0.082,83.368,0.005,-0.092
'[23:48:46.788 30/03/1989]',0.074,83.079,0.010,-0.091
'[23:48:46.792 30/03/1989]',0.082,83.079,0.014,-0.091
'[23:48:46.796 30/03/1989]',0.082,82.789,0.018,-0.091
'[23:48:46.800 30/03/1989]',0.072,82.789,0.018,-0.091
'[23:48:46.804 30/03/1989]',0.052,82.500,0.014,-0.090
'[23:48:46.808 30/03/1989]',0.020,82.934,0.011,-0.090
'[23:48:46.812 30/03/1989]',-0.012,82.500,0.007,-0.090
'[23:48:46.816 30/03/1989]',-0.034,82.789,0.001,-0.089
'[23:48:46.820 30/03/1989]',0.014,82.789,-0.004,-0.089
'[23:48:46.824 30/03/1989]',0.132,82.355,-0.008,-0.088
'[23:48:46.828 30/03/1989]',0.324,82.211,-0.009,-0.088
'[23:48:46.832 30/03/1989]',0.578,82.211,-0.014,-0.086
'[23:48:46.836 30/03/1989]',0.856,81.921,-0.016,-0.085
'[23:48:46.840 30/03/1989]',1.120,81.487,-0.017,-0.084
'[23:48:46.844 30/03/1989]',1.292,81.921,-0.019,-0.085
'[23:48:46.848 30/03/1989]',1.402,82.066,-0.017,-0.085
'[23:48:46.852 30/03/1989]',1.380,81.776,-0.014,-0.083
'[23:48:46.856 30/03/1989]',1.034,81.776,-0.012,-0.083
'[23:48:46.860 30/03/1989]',0.512,81.632,-0.008,-0.083
'[23:48:46.864 30/03/1989]',0.068,81.342,-0.007,-0.081
'[23:48:46.868 30/03/1989]',-0.274,81.342,-0.003,-0.081
'[23:48:46.872 30/03/1989]',-0.304,81.053,-0.002,-0.081
'[23:48:46.876 30/03/1989]',-0.166,81.197,-0.000,-0.080
'[23:48:46.880 30/03/1989]',-0.034,80.763,0.001,-0.080
'[23:48:46.884 30/03/1989]',0.006,80.763,0.000,-0.080
'[23:48:46.888 30/03/1989]',-0.004,80.763,-0.002,-0.078
'[23:48:46.892 30/03/1989]',-0.008,80.618,-0.009,-0.077
'[23:48:46.896 30/03/1989]',-0.016,80.474,-0.007,-0.076
'[23:48:46.900 30/03/1989]',-0.008,80.474,-0.010,-0.075
'[23:48:46.904 30/03/1989]',-0.018,79.895,-0.014,-0.075
'[23:48:46.908 30/03/1989]',-0.006,79.895,-0.013,-0.075
'[23:48:46.912 30/03/1989]',-0.002,79.750,-0.012,-0.073
'[23:48:46.916 30/03/1989]',-0.004,80.039,-0.013,-0.072
'[23:48:46.920 30/03/1989]',-0.000,79.171,-0.012,-0.071
'[23:48:46.924 30/03/1989]',0.006,79.605,-0.012,-0.071
'[23:48:46.928 30/03/1989]',0.004,79.171,-0.010,-0.070
'[23:48:46.932 30/03/1989]',0.010,79.026,-0.011,-0.069
'[23:48:46.936 30/03/1989]',0.012,78.882,-0.008,-0.068
'[23:48:46.940 30/03/1989]',0.018,79.026,-0.007,-0.067
'[23:48:46.944 30/03/1989]',0.024,78.592,-0.007,-0.065
'[23:48:46.948 30/03/1989]',0.022,78.447,-0.007,-0.065
'[23:48:46.952 30/03/1989]',0.032,78.303,-0.005,-0.063
'[23:48:46.956 30/03/1989]',0.026,78.303,-0.003,-0.062
'[23:48:46.960 30/03/1989]',0.024,77.868,-0.004,-0.061
'[23:48:46.964 30/03/1989]',0.040,77.868,-0.001,-0.061
'[23:48:46.968 30/03/1989]',0.040,77.579,0.001,-0.058
'[23:48:46.972 30/03/1989]',0.044,77.434,0.002,-0.055
'[23:48:46.976 30/03/1989]',0.044,77.289,-0.000,-0.053
'[23:48:46.980 30/03/1989]',0.052,76.855,0.000,-0.051
'[23:48:46.984 30/03/1989]',0.056,76.855,-0.001,-0.048
'[23:48:46.988 30/03/1989]',0.066,77.000,-0.002,-0.046
'[23:48:46.992 30/03/1989]',0.064,77.000,-0.001,-0.043
'[23:48:46.996 30/03/1989]',0.072,76.711,-0.001,-0.040
'[23:48:47.000 30/03/1989]',0.072,76.855,-0.002,-0.037
'[23:48:47.004 30/03/1989]',0.066,76.711,-0.003,-0.034
'[23:48:47.008 30/03/1989]',0.080,77.000,-0.003,-0.031
'[23:48:47.012 30/03/1989]',0.072,76.711,-0.006,-0.028
'[23:48:47.016 30/03/1989]',0.078,77.145,-0.005,-0.025
'[23:48:47.020 30/03/1989]',0.088,77.145,-0.004,-0.021
'[23:48:47.024 30/03/1989]',0.094,77.579,-0.005,-0.017
'[23:48:47.028 30/03/1989]',0.104,77.724,-0.003,-0.012
'[23:48:47.032 30/03/1989]',0.102,78.737,-0.002,-0.008
'[23:48:47.036 30/03/1989]',0.114,79.316,-0.000,-0.004
'[23:48:47.040 30/03/1989]',0.114,80.618,-0.001,0.000
'[23:48:47.044 30/03/1989]',0.120,81.921,-0.002,0.006
'[23:48:47.048 30/03/1989]',0.132,83.368,-0.002,0.010
'[23:48:47.052 30/03/1989]',0.140,85.105,-0.004,0.014
'[23:48:47.056 30/03/1989]',0.150,86.842,-0.003,0.019
'[23:48:47.060 30/03/1989]',0.162,88.434,-0.007,0.025
'[23:48:47.064 30/03/1989]',0.170,90.605,-0.006,0.030
'[23:48:47.068 30/03/1989]',0.178,92.632,-0.006,0.034
'[23:48:47.072 30/03/1989]',0.192,94.658,-0.006,0.038
'[23:48:47.076 30/03/1989]',0.202,96.974,-0.006,0.043
'[23:48:47.080 30/03/1989]',0.214,98.711,-0.004,0.049
'[23:48:47.084 30/03/1989]',0.224,101.171,-0.003,0.054
'[23:48:47.088 30/03/1989]',0.228,102.908,-0.004,0.059
'[23:48:47.092 30/03/1989]',0.240,105.658,-0.006,0.064
'[23:48:47.096 30/03/1989]',0.246,107.684,-0.005,0.069
'[23:48:47.100 30/03/1989]',0.256,110.145,-0.007,0.074
'[23:48:47.104 30/03/1989]',0.260,112.171,-0.007,0.079
'[23:48:47.108 30/03/1989]',0.280,114.776,-0.007,0.083
'[23:48:47.112 30/03/1989]',0.280,117.237,-0.005,0.088
'[23:48:47.116 30/03/1989]',0.272,119.408,-0.007,0.093
'[23:48:47.120 30/03/1989]',0.280,121.289,-0.006,0.097
'[23:48:47.124 30/03/1989]',0.276,123.026,-0.008,0.101
'[23:48:47.128 30/03/1989]',0.266,124.618,-0.006,0.105
'[23:48:47.132 30/03/1989]',0.250,126.211,-0.008,0.110
'[23:48:47.136 30/03/1989]',0.240,127.079,-0.007,0.114
'[23:48:47.140 30/03/1989]',0.200,128.237,-0.004,0.118
'[23:48:47.144 30/03/1989]',0.176,128.526,-0.006,0.123
'[23:48:47.148 30/03/1989]',0.144,128.961,-0.008,0.128
'[23:48:47.152 30/03/1989]',0.114,128.816,-0.008,0.132
'[23:48:47.156 30/03/1989]',0.084,129.105,-0.008,0.136
'[23:48:47.160 30/03/1989]',0.050,128.816,-0.007,0.140
'[23:48:47.164 30/03/1989]',0.030,127.658,-0.008,0.144
'[23:48:47.168 30/03/1989]',0.008,127.368,-0.005,0.148
'[23:48:47.172 30/03/1989]',-0.016,126.355,-0.004,0.152
'[23:48:47.176 30/03/1989]',-0.032,125.921,-0.005,0.156
'[23:48:47.180 30/03/1989]',-0.040,125.053,-0.004,0.158
'[23:48:47.184 30/03/1989]',-0.056,124.184,-0.004,0.163
'[23:48:47.188 30/03/1989]',-0.064,122.592,-0.006,0.166
'[23:48:47.192 30/03/1989]',-0.082,121.434,-0.006,0.169
'[23:48:47.196 30/03/1989]',-0.080,120.421,-0.008,0.173
'[23:48:47.200 30/03/1989]',-0.082,119.263,-0.007,0.176
'[23:48:47.204 30/03/1989]',-0.088,117.816,-0.008,0.180
'[23:48:47.208 30/03/1989]',-0.080,117.092,-0.007,0.183
'[23:48:47.212 30/03/1989]',-0.080,115.500,-0.006,0.186
'[23:48:47.216 30/03/1989]',-0.088,114.921,-0.005,0.189
'[23:48:47.220 30/03/1989]',-0.076,113.908,-0.005,0.193
'[23:48:47.224 30/03/1989]',-0.074,113.039,-0.001,0.195
'[23:48:47.228 30/03/1989]',-0.070,111.882,-0.002,0.197
'[23:48:47.232 30/03/1989]',-0.070,111.303,-0.001,0.199
'[23:48:47.236 30/03/1989]',-0.068,110.289,-0.001,0.202
'[23:48:47.240 30/03/1989]',-0.072,109.566,-0.001,0.205
'[23:48:47.244 30/03/1989]',-0.058,108.553,0.001,0.207
'[23:48:47.248 30/03/1989]',-0.064,107.974,0.003,0.209
'[23:48:47.252 30/03/1989]',-0.048,107.395,0.003,0.212
'[23:48:47.256 30/03/1989]',-0.056,106.816,0.004,0.214
'[23:48:47.260 30/03/1989]',-0.048,105.803,0.003,0.215
'[23:48:47.264 30/03/1989]',-0.040,105.079,0.004,0.218
'[23:48:47.268 30/03/1989]',-0.034,104.500,0.005,0.220
'[23:48:47.272 30/03/1989]',-0.034,104.066,0.005,0.222
'[23:48:47.276 30/03/1989]',-0.034,103.776,0.007,0.223
'[23:48:47.280 30/03/1989]',-0.030,103.197,0.006,0.226
'[23:48:47.284 30/03/1989]',-0.032,102.763,0.007,0.227
'[23:48:47.288 30/03/1989]',-0.024,101.895,0.009,0.229
'[23:48:47.292 30/03/1989]',-0.024,101.895,0.008,0.230
'[23:48:47.296 30/03/1989]',-0.012,101.461,0.011,0.232
'[23:48:47.300 30/03/1989]',-0.020,100.882,0.012,0.234
'[23:48:47.304 30/03/1989]',-0.010,100.158,0.010,0.234
'[23:48:47.308 30/03/1989]',-0.012,99.724,0.011,0.236
'[23:48:47.312 30/03/1989]',-0.006,99.000,0.010,0.238
'[23:48:47.316 30/03/1989]',-0.010,98.711,0.009,0.239
'[23:48:47.320 30/03/1989]',-0.004,98.132,0.007,0.240
'[23:48:47.324 30/03/1989]',-0.000,97.553,0.008,0.241
'[23:48:47.328 30/03/1989]',-0.008,96.829,0.005,0.242
'[23:48:47.332 30/03/1989]',-0.004,96.395,0.007,0.243
'[23:48:47.336 30/03/1989]',-0.000,95.671,0.003,0.245
'[23:48:47.340 30/03/1989]',-0.002,95.237,0.004,0.246
'[23:48:47.344 30/03/1989]',0.006,94.513,0.006,0.246
'[23:48:47.348 30/03/1989]',-0.000,94.079,0.008,0.247
'[23:48:47.352 30/03/1989]',-0.000,94.079,0.012,0.248
'[23:48:47.356 30/03/1989]',0.008,93.500,0.008,0.250
'[23:48:47.360 30/03/1989]',0.002,92.776,-0.010,0.251
'[23:48:47.364 30/03/1989]',0.004,92.342,-0.000,0.250
'[23:48:47.368 30/03/1989]',0.008,92.053,-0.003,0.252
'[23:48:47.372 30/03/1989]',0.002,91.908,0.001,0.252
'[23:48:47.376 30/03/1989]',0.008,91.618,0.015,0.254
'[23:48:47.380 30/03/1989]',0.020,91.184,0.010,0.254
'[23:48:47.384 30/03/1989]',0.020,91.184,0.001,0.255
'[23:48:47.388 30/03/1989]',0.022,91.039,-0.000,0.256
'[23:48:47.392 30/03/1989]',0.028,90.605,0.001,0.257
'[23:48:47.396 30/03/1989]',0.024,90.605,-0.012,0.257
'[23:48:47.400 30/03/1989]',0.024,91.039,-0.014,0.258
'[23:48:47.404 30/03/1989]',0.024,90.750,-0.011,0.258
'[23:48:47.408 30/03/1989]',0.032,90.750,-0.007,0.258
'[23:48:47.412 30/03/1989]',0.032,91.184,0.007,0.259
'[23:48:47.416 30/03/1989]',0.028,91.618,0.007,0.260
'[23:48:47.420 30/03/1989]',0.034,91.763,-0.000,0.260
'[23:48:47.424 30/03/1989]',0.024,92.342,-0.003,0.260
'[23:48:47.428 30/03/1989]',0.030,92.197,-0.003,0.260
'[23:48:47.432 30/03/1989]',0.028,92.342,-0.006,0.260
