'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[00:49:48.856 01/02/1989]',-0.002,110.659,-0.012,-0.097
'[00:49:48.860 01/02/1989]',-0.000,110.263,-0.004,-0.081
'[00:49:48.864 01/02/1989]',-0.000,110.856,-0.002,-0.097
'[00:49:48.868 01/02/1989]',-0.000,111.054,-0.016,-0.105
'[00:49:48.872 01/02/1989]',-0.004,111.054,-0.000,-0.081
'[00:49:48.876 01/02/1989]',0.004,111.054,-0.004,-0.129
'[00:49:48.880 01/02/1989]',0.008,111.647,-0.006,-0.113
'[00:49:48.884 01/02/1989]',0.018,111.449,-0.010,-0.129
'[00:49:48.888 01/02/1989]',0.018,111.449,-0.004,-0.129
'[00:49:48.892 01/02/1989]',0.040,111.449,-0.012,-0.153
'[00:49:48.896 01/02/1989]',0.038,111.054,-0.004,-0.129
'[00:49:48.900 01/02/1989]',0.060,111.054,0.006,-0.145
'[00:49:48.904 01/02/1989]',0.054,110.659,-0.003,-0.113
'[00:49:48.908 01/02/1989]',0.124,110.066,-0.001,-0.145
'[00:49:48.912 01/02/1989]',0.260,109.868,-0.005,-0.169
'[00:49:48.916 01/02/1989]',0.464,109.868,0.006,-0.153
'[00:49:48.920 01/02/1989]',0.704,109.275,0.007,-0.161
'[00:49:48.924 01/02/1989]',0.690,109.275,-0.003,-0.177
'[00:49:48.928 01/02/1989]',0.544,108.683,-0.003,-0.161
'[00:49:48.932 01/02/1989]',0.338,107.695,-0.003,-0.194
'[00:49:48.936 01/02/1989]',-0.008,107.497,-0.014,-0.177
'[00:49:48.940 01/02/1989]',-0.394,106.904,-0.011,-0.194
'[00:49:48.944 01/02/1989]',-0.336,106.904,-0.010,-0.161
'[00:49:48.948 01/02/1989]',-0.426,106.114,-0.010,-0.234
'[00:49:48.952 01/02/1989]',-0.300,105.718,-0.010,-0.202
'[00:49:48.956 01/02/1989]',-0.110,104.730,-0.008,-0.194
'[00:49:48.960 01/02/1989]',-0.018,104.335,-0.009,-0.210
'[00:49:48.964 01/02/1989]',0.016,103.940,-0.011,-0.210
'[00:49:48.968 01/02/1989]',0.040,103.545,-0.015,-0.210
'[00:49:48.972 01/02/1989]',0.040,102.952,-0.017,-0.210
'[00:49:48.976 01/02/1989]',0.052,102.359,-0.018,-0.226
'[00:49:48.980 01/02/1989]',0.056,102.162,-0.021,-0.250
'[00:49:48.984 01/02/1989]',0.064,101.569,-0.019,-0.274
'[00:49:48.988 01/02/1989]',0.064,101.371,-0.019,-0.266
'[00:49:48.992 01/02/1989]',0.074,101.174,-0.020,-0.282
'[00:49:48.996 01/02/1989]',0.088,100.976,-0.019,-0.290
'[00:49:49.000 01/02/1989]',0.086,100.581,-0.020,-0.306
'[00:49:49.004 01/02/1989]',0.092,99.988,-0.020,-0.306
'[00:49:49.008 01/02/1989]',0.090,99.790,-0.018,-0.290
'[00:49:49.012 01/02/1989]',0.104,100.186,-0.020,-0.290
'[00:49:49.016 01/02/1989]',0.108,99.395,-0.018,-0.298
'[00:49:49.020 01/02/1989]',0.104,99.000,-0.020,-0.331
'[00:49:49.024 01/02/1989]',0.120,99.000,-0.020,-0.331
'[00:49:49.028 01/02/1989]',0.116,99.000,-0.019,-0.355
'[00:49:49.032 01/02/1989]',0.128,98.802,-0.017,-0.387
'[00:49:49.036 01/02/1989]',0.124,98.605,-0.017,-0.379
'[00:49:49.040 01/02/1989]',0.134,98.802,-0.019,-0.395
'[00:49:49.044 01/02/1989]',0.134,98.210,-0.017,-0.427
'[00:49:49.048 01/02/1989]',0.134,98.407,-0.019,-0.403
'[00:49:49.052 01/02/1989]',0.142,97.617,-0.019,-0.419
'[00:49:49.056 01/02/1989]',0.142,98.407,-0.017,-0.435
'[00:49:49.060 01/02/1989]',0.152,97.814,-0.014,-0.427
'[00:49:49.064 01/02/1989]',0.148,98.210,-0.013,-0.419
'[00:49:49.068 01/02/1989]',0.168,98.210,-0.010,-0.435
'[00:49:49.072 01/02/1989]',0.160,98.210,-0.010,-0.452
'[00:49:49.076 01/02/1989]',0.156,98.605,-0.007,-0.500
'[00:49:49.080 01/02/1989]',0.168,99.395,-0.008,-0.508
'[00:49:49.084 01/02/1989]',0.170,100.581,-0.008,-0.516
'[00:49:49.088 01/02/1989]',0.172,101.371,-0.006,-0.516
'[00:49:49.092 01/02/1989]',0.182,103.347,-0.007,-0.508
'[00:49:49.096 01/02/1989]',0.196,105.323,-0.009,-0.484
'[00:49:49.100 01/02/1989]',0.200,107.299,-0.007,-0.492
'[00:49:49.104 01/02/1989]',0.210,110.066,-0.006,-0.508
'[00:49:49.108 01/02/1989]',0.214,113.227,-0.008,-0.516
'[00:49:49.112 01/02/1989]',0.226,115.994,-0.009,-0.468
'[00:49:49.116 01/02/1989]',0.232,119.156,-0.005,-0.508
'[00:49:49.120 01/02/1989]',0.236,122.515,-0.007,-0.484
'[00:49:49.124 01/02/1989]',0.230,126.269,-0.007,-0.508
'[00:49:49.128 01/02/1989]',0.236,129.826,-0.007,-0.484
'[00:49:49.132 01/02/1989]',0.232,133.778,-0.007,-0.484
'[00:49:49.136 01/02/1989]',0.238,136.545,-0.004,-0.516
'[00:49:49.140 01/02/1989]',0.232,140.102,-0.004,-0.484
'[00:49:49.144 01/02/1989]',0.234,143.263,-0.001,-0.524
'[00:49:49.148 01/02/1989]',0.224,146.227,0.002,-0.484
'[00:49:49.152 01/02/1989]',0.226,149.192,-0.000,-0.484
'[00:49:49.156 01/02/1989]',0.216,151.958,-0.003,-0.500
'[00:49:49.160 01/02/1989]',0.206,153.736,0.000,-0.476
'[00:49:49.164 01/02/1989]',0.198,155.317,-0.005,-0.452
'[00:49:49.168 01/02/1989]',0.184,157.689,-0.005,-0.468
'[00:49:49.172 01/02/1989]',0.168,158.479,-0.006,-0.452
'[00:49:49.176 01/02/1989]',0.146,159.665,-0.008,-0.452
'[00:49:49.180 01/02/1989]',0.144,160.060,-0.010,-0.492
'[00:49:49.184 01/02/1989]',0.126,160.653,-0.011,-0.540
'[00:49:49.188 01/02/1989]',0.110,160.850,-0.008,-0.460
'[00:49:49.192 01/02/1989]',0.090,160.850,-0.009,-0.500
'[00:49:49.196 01/02/1989]',0.082,160.060,-0.008,-0.452
'[00:49:49.200 01/02/1989]',0.072,160.060,-0.009,-0.452
'[00:49:49.204 01/02/1989]',0.050,159.665,-0.010,-0.468
'[00:49:49.208 01/02/1989]',0.046,158.479,-0.009,-0.484
'[00:49:49.212 01/02/1989]',0.032,157.689,-0.011,-0.452
'[00:49:49.216 01/02/1989]',0.034,155.910,-0.009,-0.452
'[00:49:49.220 01/02/1989]',0.024,154.922,-0.011,-0.484
'[00:49:49.224 01/02/1989]',0.020,153.934,-0.014,-0.500
'[00:49:49.228 01/02/1989]',0.024,152.748,-0.012,-0.476
'[00:49:49.232 01/02/1989]',0.016,151.168,-0.013,-0.484
'[00:49:49.236 01/02/1989]',0.016,150.575,-0.014,-0.468
'[00:49:49.240 01/02/1989]',0.016,149.389,-0.012,-0.476
'[00:49:49.244 01/02/1989]',0.012,148.203,-0.012,-0.460
'[00:49:49.248 01/02/1989]',0.010,146.623,-0.013,-0.452
'[00:49:49.252 01/02/1989]',0.010,145.832,-0.013,-0.476
'[00:49:49.256 01/02/1989]',0.014,144.449,-0.013,-0.492
'[00:49:49.260 01/02/1989]',0.016,143.263,-0.012,-0.460
'[00:49:49.264 01/02/1989]',0.016,142.671,-0.010,-0.484
'[00:49:49.268 01/02/1989]',0.028,142.275,-0.012,-0.492
'[00:49:49.272 01/02/1989]',0.018,141.090,-0.009,-0.500
'[00:49:49.276 01/02/1989]',0.022,140.102,-0.011,-0.516
'[00:49:49.280 01/02/1989]',0.030,138.916,-0.012,-0.532
'[00:49:49.284 01/02/1989]',0.038,138.521,-0.012,-0.500
'[00:49:49.288 01/02/1989]',0.040,137.138,-0.011,-0.508
'[00:49:49.292 01/02/1989]',0.040,136.150,-0.010,-0.484
'[00:49:49.296 01/02/1989]',0.044,135.359,-0.012,-0.508
'[00:49:49.300 01/02/1989]',0.058,133.976,-0.012,-0.524
'[00:49:49.304 01/02/1989]',0.064,132.988,-0.011,-0.484
'[00:49:49.308 01/02/1989]',0.090,131.802,-0.010,-0.476
'[00:49:49.312 01/02/1989]',0.096,130.617,-0.008,-0.484
'[00:49:49.316 01/02/1989]',0.116,129.036,-0.007,-0.516
'[00:49:49.320 01/02/1989]',0.122,127.257,-0.006,-0.500
'[00:49:49.324 01/02/1989]',0.160,125.874,-0.007,-0.508
'[00:49:49.328 01/02/1989]',0.192,124.491,-0.005,-0.524
'[00:49:49.332 01/02/1989]',0.208,123.108,-0.004,-0.548
'[00:49:49.336 01/02/1989]',0.212,121.527,-0.007,-0.500
'[00:49:49.340 01/02/1989]',0.200,120.341,-0.008,-0.540
'[00:49:49.344 01/02/1989]',0.192,118.760,-0.008,-0.548
'[00:49:49.348 01/02/1989]',0.190,117.772,-0.007,-0.532
'[00:49:49.352 01/02/1989]',0.202,117.180,-0.007,-0.508
'[00:49:49.356 01/02/1989]',0.196,115.994,-0.006,-0.516
'[00:49:49.360 01/02/1989]',0.206,115.204,-0.003,-0.548
'[00:49:49.364 01/02/1989]',0.186,114.611,-0.006,-0.548
'[00:49:49.368 01/02/1989]',0.184,114.215,-0.005,-0.540
'[00:49:49.372 01/02/1989]',0.160,113.227,-0.005,-0.548
'[00:49:49.376 01/02/1989]',0.134,113.227,-0.005,-0.565
'[00:49:49.380 01/02/1989]',0.102,113.425,-0.008,-0.540
'[00:49:49.384 01/02/1989]',0.066,113.425,-0.005,-0.565
'[00:49:49.388 01/02/1989]',0.040,113.623,-0.008,-0.548
'[00:49:49.392 01/02/1989]',0.032,113.623,-0.009,-0.556
'[00:49:49.396 01/02/1989]',0.016,114.215,-0.007,-0.516
'[00:49:49.400 01/02/1989]',0.006,114.413,-0.005,-0.532
'[00:49:49.404 01/02/1989]',0.004,114.808,-0.006,-0.532
'[00:49:49.408 01/02/1989]',0.004,115.599,-0.005,-0.540
'[00:49:49.412 01/02/1989]',0.002,115.796,-0.005,-0.508
'[00:49:49.416 01/02/1989]',-0.002,116.389,-0.005,-0.540
'[00:49:49.420 01/02/1989]',-0.008,116.982,-0.003,-0.548
'[00:49:49.424 01/02/1989]',-0.004,117.180,-0.004,-0.573
'[00:49:49.428 01/02/1989]',0.002,117.970,-0.002,-0.548
'[00:49:49.432 01/02/1989]',0.004,118.365,0.000,-0.581
'[00:49:49.436 01/02/1989]',0.004,118.760,0.000,-0.548
'[00:49:49.440 01/02/1989]',0.004,119.551,-0.001,-0.581
'[00:49:49.444 01/02/1989]',0.006,119.551,0.001,-0.573
'[00:49:49.448 01/02/1989]',0.002,119.946,-0.001,-0.565
'[00:49:49.452 01/02/1989]',0.006,120.341,-0.003,-0.548
'[00:49:49.456 01/02/1989]',0.004,120.539,-0.003,-0.548
'[00:49:49.460 01/02/1989]',0.004,120.144,-0.002,-0.565
'[00:49:49.464 01/02/1989]',0.008,120.539,-0.002,-0.573
'[00:49:49.468 01/02/1989]',0.022,121.132,-0.005,-0.581
'[00:49:49.472 01/02/1989]',0.024,120.539,-0.002,-0.581
'[00:49:49.476 01/02/1989]',-0.000,120.539,-0.002,-0.605
'[00:49:49.480 01/02/1989]',-0.028,120.341,-0.003,-0.597
'[00:49:49.484 01/02/1989]',-0.014,120.144,-0.000,-0.613
'[00:49:49.488 01/02/1989]',0.098,119.551,0.002,-0.645
'[00:49:49.492 01/02/1989]',0.336,118.760,0.004,-0.613
'[00:49:49.496 01/02/1989]',0.680,118.958,0.005,-0.613
'[00:49:49.500 01/02/1989]',1.002,117.970,0.004,-0.581
'[00:49:49.504 01/02/1989]',1.056,117.575,0.001,-0.581
'[00:49:49.508 01/02/1989]',0.850,117.180,-0.004,-0.556
'[00:49:49.512 01/02/1989]',0.552,116.587,-0.010,-0.581
'[00:49:49.516 01/02/1989]',0.140,115.599,-0.011,-0.613
'[00:49:49.520 01/02/1989]',-0.182,115.204,-0.013,-0.613
'[00:49:49.524 01/02/1989]',-0.224,114.808,-0.010,-0.637
'[00:49:49.528 01/02/1989]',-0.252,114.018,-0.010,-0.621
'[00:49:49.532 01/02/1989]',-0.168,113.227,-0.006,-0.637
'[00:49:49.536 01/02/1989]',-0.072,112.437,-0.005,-0.629
'[00:49:49.540 01/02/1989]',-0.022,112.239,-0.007,-0.637
'[00:49:49.544 01/02/1989]',-0.018,111.647,-0.008,-0.613
'[00:49:49.548 01/02/1989]',-0.028,110.856,-0.010,-0.621
'[00:49:49.552 01/02/1989]',-0.026,110.659,-0.010,-0.597
'[00:49:49.556 01/02/1989]',-0.024,109.868,-0.009,-0.613
'[00:49:49.560 01/02/1989]',-0.022,109.275,-0.010,-0.637
'[00:49:49.564 01/02/1989]',-0.022,108.683,-0.011,-0.645
'[00:49:49.568 01/02/1989]',-0.010,108.090,-0.013,-0.677
'[00:49:49.572 01/02/1989]',-0.006,107.695,-0.009,-0.645
'[00:49:49.576 01/02/1989]',0.002,106.707,-0.009,-0.669
'[00:49:49.580 01/02/1989]',0.006,106.311,-0.009,-0.677
'[00:49:49.584 01/02/1989]',0.018,105.916,-0.010,-0.694
'[00:49:49.588 01/02/1989]',0.012,106.114,-0.010,-0.661
'[00:49:49.592 01/02/1989]',0.022,104.730,-0.011,-0.637
'[00:49:49.596 01/02/1989]',0.024,104.730,-0.012,-0.661
'[00:49:49.600 01/02/1989]',0.024,104.533,-0.012,-0.677
'[00:49:49.604 01/02/1989]',0.034,103.742,-0.012,-0.629
'[00:49:49.608 01/02/1989]',0.040,103.742,-0.014,-0.677
'[00:49:49.612 01/02/1989]',0.042,103.150,-0.013,-0.661
'[00:49:49.616 01/02/1989]',0.040,102.754,-0.012,-0.694
'[00:49:49.620 01/02/1989]',0.048,102.952,-0.011,-0.669
'[00:49:49.624 01/02/1989]',0.054,102.557,-0.010,-0.702
'[00:49:49.628 01/02/1989]',0.064,102.557,-0.009,-0.677
'[00:49:49.632 01/02/1989]',0.056,102.162,-0.007,-0.742
'[00:49:49.636 01/02/1989]',0.064,101.964,-0.008,-0.669
'[00:49:49.640 01/02/1989]',0.076,102.162,-0.008,-0.685
'[00:49:49.644 01/02/1989]',0.076,102.162,-0.008,-0.710
'[00:49:49.648 01/02/1989]',0.070,103.150,-0.007,-0.669
'[00:49:49.652 01/02/1989]',0.096,104.138,-0.008,-0.653
'[00:49:49.656 01/02/1989]',0.088,105.718,-0.008,-0.685
'[00:49:49.660 01/02/1989]',0.096,106.904,-0.006,-0.710
'[00:49:49.664 01/02/1989]',0.096,109.275,-0.007,-0.702
'[00:49:49.668 01/02/1989]',0.108,111.647,-0.007,-0.702
'[00:49:49.672 01/02/1989]',0.114,115.006,-0.005,-0.685
'[00:49:49.676 01/02/1989]',0.122,117.970,-0.004,-0.710
'[00:49:49.680 01/02/1989]',0.130,121.724,-0.004,-0.710
'[00:49:49.684 01/02/1989]',0.144,125.677,-0.004,-0.718
'[00:49:49.688 01/02/1989]',0.150,130.024,-0.001,-0.677
'[00:49:49.692 01/02/1989]',0.154,134.371,-0.001,-0.645
'[00:49:49.696 01/02/1989]',0.164,139.114,-0.000,-0.629
'[00:49:49.700 01/02/1989]',0.176,143.066,0.001,-0.677
'[00:49:49.704 01/02/1989]',0.180,147.215,0.003,-0.645
'[00:49:49.708 01/02/1989]',0.178,151.958,0.001,-0.613
'[00:49:49.712 01/02/1989]',0.178,155.712,0.002,-0.669
'[00:49:49.716 01/02/1989]',0.178,159.072,0.004,-0.669
'[00:49:49.720 01/02/1989]',0.182,162.233,0.006,-0.613
'[00:49:49.724 01/02/1989]',0.182,165.197,0.008,-0.677
'[00:49:49.728 01/02/1989]',0.180,167.964,0.009,-0.669
'[00:49:49.732 01/02/1989]',0.174,169.545,0.009,-0.621
'[00:49:49.736 01/02/1989]',0.158,171.718,0.008,-0.653
'[00:49:49.740 01/02/1989]',0.150,172.509,0.008,-0.661
'[00:49:49.744 01/02/1989]',0.148,173.299,0.009,-0.661
'[00:49:49.748 01/02/1989]',0.130,173.299,0.010,-0.637
'[00:49:49.752 01/02/1989]',0.132,173.892,0.011,-0.637
'[00:49:49.756 01/02/1989]',0.120,173.299,0.011,-0.613
'[00:49:49.760 01/02/1989]',0.120,172.509,0.014,-0.597
'[00:49:49.764 01/02/1989]',0.098,172.509,0.013,-0.613
'[00:49:49.768 01/02/1989]',0.094,171.718,0.012,-0.637
'[00:49:49.772 01/02/1989]',0.074,170.138,0.011,-0.597
'[00:49:49.776 01/02/1989]',0.054,168.952,0.011,-0.629
'[00:49:49.780 01/02/1989]',0.044,168.162,0.008,-0.613
'[00:49:49.784 01/02/1989]',0.028,167.174,0.009,-0.605
'[00:49:49.788 01/02/1989]',0.022,165.593,0.008,-0.605
'[00:49:49.792 01/02/1989]',0.014,165.000,0.009,-0.629
'[00:49:49.796 01/02/1989]',0.008,163.617,0.007,-0.613
'[00:49:49.800 01/02/1989]',0.008,162.629,0.010,-0.613
'[00:49:49.804 01/02/1989]',0.008,161.443,0.011,-0.605
'[00:49:49.808 01/02/1989]',0.006,160.653,0.011,-0.613
'[00:49:49.812 01/02/1989]',0.016,159.467,0.010,-0.589
'[00:49:49.816 01/02/1989]',0.012,158.479,0.011,-0.613
'[00:49:49.820 01/02/1989]',0.012,157.491,0.010,-0.637
'[00:49:49.824 01/02/1989]',0.008,157.689,0.009,-0.661
'[00:49:49.828 01/02/1989]',0.020,156.503,0.009,-0.613
'[00:49:49.832 01/02/1989]',0.016,155.712,0.009,-0.637
'[00:49:49.836 01/02/1989]',0.024,154.724,0.008,-0.645
'[00:49:49.840 01/02/1989]',0.024,154.329,0.005,-0.653
'[00:49:49.844 01/02/1989]',0.024,153.934,0.007,-0.645
'[00:49:49.848 01/02/1989]',0.026,152.946,0.007,-0.613
'[00:49:49.852 01/02/1989]',0.032,152.946,0.006,-0.645
'[00:49:49.856 01/02/1989]',0.034,151.958,0.008,-0.637
'[00:49:49.860 01/02/1989]',0.038,151.365,0.008,-0.621
'[00:49:49.864 01/02/1989]',0.030,150.772,0.008,-0.669
'[00:49:49.868 01/02/1989]',0.040,149.587,0.007,-0.645
'[00:49:49.872 01/02/1989]',0.042,149.192,0.008,-0.629
'[00:49:49.876 01/02/1989]',0.040,148.796,0.007,-0.661
'[00:49:49.880 01/02/1989]',0.040,147.413,0.005,-0.613
'[00:49:49.884 01/02/1989]',0.042,146.425,0.006,-0.661
'[00:49:49.888 01/02/1989]',0.048,145.635,0.005,-0.645
'[00:49:49.892 01/02/1989]',0.044,144.449,0.003,-0.613
'[00:49:49.896 01/02/1989]',0.050,143.066,0.003,-0.669
'[00:49:49.900 01/02/1989]',0.056,141.090,0.003,-0.613
'[00:49:49.904 01/02/1989]',0.064,139.904,0.006,-0.653
'[00:49:49.908 01/02/1989]',0.072,138.521,0.004,-0.645
'[00:49:49.912 01/02/1989]',0.090,136.742,0.004,-0.645
'[00:49:49.916 01/02/1989]',0.092,134.766,0.004,-0.685
'[00:49:49.920 01/02/1989]',0.108,133.186,0.001,-0.677
'[00:49:49.924 01/02/1989]',0.116,131.605,-0.000,-0.677
'[00:49:49.928 01/02/1989]',0.142,129.036,-0.001,-0.677
'[00:49:49.932 01/02/1989]',0.162,128.048,0.000,-0.677
'[00:49:49.936 01/02/1989]',0.184,126.665,-0.001,-0.621
'[00:49:49.940 01/02/1989]',0.192,124.689,-0.002,-0.677
'[00:49:49.944 01/02/1989]',0.182,123.503,-0.000,-0.637
'[00:49:49.948 01/02/1989]',0.172,122.120,-0.001,-0.629
'[00:49:49.952 01/02/1989]',0.180,121.329,-0.001,-0.677
'[00:49:49.956 01/02/1989]',0.182,120.539,-0.000,-0.661
'[00:49:49.960 01/02/1989]',0.186,119.748,0.000,-0.645
'[00:49:49.964 01/02/1989]',0.176,119.551,0.000,-0.694
'[00:49:49.968 01/02/1989]',0.174,119.353,-0.001,-0.669
'[00:49:49.972 01/02/1989]',0.164,119.156,-0.001,-0.653
'[00:49:49.976 01/02/1989]',0.144,118.760,0.000,-0.677
'[00:49:49.980 01/02/1989]',0.118,118.958,-0.002,-0.677
'[00:49:49.984 01/02/1989]',0.092,119.551,-0.003,-0.645
'[00:49:49.988 01/02/1989]',0.062,118.958,-0.001,-0.677
'[00:49:49.992 01/02/1989]',0.034,120.341,-0.003,-0.645
'[00:49:49.996 01/02/1989]',0.018,120.934,-0.003,-0.645
'[00:49:50.000 01/02/1989]',0.006,120.934,-0.004,-0.645
'[00:49:50.004 01/02/1989]',-0.000,121.329,-0.002,-0.661
'[00:49:50.008 01/02/1989]',-0.006,121.922,-0.004,-0.677
'[00:49:50.012 01/02/1989]',-0.006,122.515,-0.006,-0.661
'[00:49:50.016 01/02/1989]',-0.008,122.712,-0.004,-0.694
'[00:49:50.020 01/02/1989]',-0.008,123.503,-0.005,-0.669
'[00:49:50.024 01/02/1989]',-0.012,124.096,-0.008,-0.653
'[00:49:50.028 01/02/1989]',-0.008,124.293,-0.005,-0.661
'[00:49:50.032 01/02/1989]',-0.010,124.886,-0.005,-0.621
'[00:49:50.036 01/02/1989]',-0.008,124.886,-0.005,-0.613
'[00:49:50.040 01/02/1989]',-0.006,125.084,-0.003,-0.645
'[00:49:50.044 01/02/1989]',-0.000,125.281,-0.004,-0.621
'[00:49:50.048 01/02/1989]',-0.012,125.479,-0.004,-0.629
'[00:49:50.052 01/02/1989]',-0.000,125.281,-0.004,-0.613
'[00:49:50.056 01/02/1989]',0.006,125.084,-0.006,-0.621
'[00:49:50.060 01/02/1989]',0.008,125.084,-0.003,-0.637
'[00:49:50.064 01/02/1989]',0.002,125.084,-0.006,-0.637
'[00:49:50.068 01/02/1989]',0.008,124.886,-0.008,-0.621
'[00:49:50.072 01/02/1989]',0.012,124.096,-0.007,-0.613
'[00:49:50.076 01/02/1989]',0.016,123.701,-0.008,-0.645
'[00:49:50.080 01/02/1989]',0.010,123.108,-0.009,-0.613
'[00:49:50.084 01/02/1989]',-0.002,122.910,-0.009,-0.629
'[00:49:50.088 01/02/1989]',-0.024,122.317,-0.006,-0.613
'[00:49:50.092 01/02/1989]',0.012,122.120,-0.005,-0.621
'[00:49:50.096 01/02/1989]',0.176,121.922,-0.001,-0.556
'[00:49:50.100 01/02/1989]',0.506,121.132,0.003,-0.645
'[00:49:50.104 01/02/1989]',0.858,120.341,0.007,-0.597
'[00:49:50.108 01/02/1989]',1.168,120.144,0.003,-0.613
'[00:49:50.112 01/02/1989]',1.050,118.958,0.000,-0.629
'[00:49:50.116 01/02/1989]',0.838,118.365,-0.004,-0.589
'[00:49:50.120 01/02/1989]',0.424,117.575,-0.008,-0.613
'[00:49:50.124 01/02/1989]',-0.008,116.982,-0.009,-0.645
'[00:49:50.128 01/02/1989]',-0.146,116.389,-0.008,-0.613
'[00:49:50.132 01/02/1989]',-0.240,115.599,-0.005,-0.613
'[00:49:50.136 01/02/1989]',-0.200,115.204,-0.005,-0.629
'[00:49:50.140 01/02/1989]',-0.118,114.215,-0.006,-0.629
'[00:49:50.144 01/02/1989]',-0.046,114.018,-0.006,-0.613
'[00:49:50.148 01/02/1989]',-0.038,113.425,-0.007,-0.621
'[00:49:50.152 01/02/1989]',-0.036,112.832,-0.009,-0.637
'[00:49:50.156 01/02/1989]',-0.038,112.635,-0.008,-0.661
'[00:49:50.160 01/02/1989]',-0.024,111.449,-0.008,-0.645
'[00:49:50.164 01/02/1989]',-0.028,111.449,-0.010,-0.661
'[00:49:50.168 01/02/1989]',-0.018,110.856,-0.008,-0.653
'[00:49:50.172 01/02/1989]',-0.022,110.066,-0.008,-0.669
'[00:49:50.176 01/02/1989]',-0.016,109.275,-0.006,-0.677
'[00:49:50.180 01/02/1989]',-0.010,108.485,-0.006,-0.669
'[00:49:50.184 01/02/1989]',-0.000,108.287,-0.005,-0.645
'[00:49:50.188 01/02/1989]',0.006,107.497,-0.005,-0.613
'[00:49:50.192 01/02/1989]',-0.000,106.904,-0.004,-0.621
'[00:49:50.196 01/02/1989]',0.012,106.707,-0.003,-0.605
'[00:49:50.200 01/02/1989]',0.020,106.311,-0.003,-0.645
'[00:49:50.204 01/02/1989]',0.024,105.521,-0.000,-0.661
'[00:49:50.208 01/02/1989]',0.018,105.323,0.001,-0.669
'[00:49:50.212 01/02/1989]',0.030,104.928,0.002,-0.653
'[00:49:50.216 01/02/1989]',0.032,104.335,0.003,-0.677
'[00:49:50.220 01/02/1989]',0.040,104.533,0.004,-0.645
'[00:49:50.224 01/02/1989]',0.038,104.138,0.004,-0.669
'[00:49:50.228 01/02/1989]',0.050,104.138,0.005,-0.661
'[00:49:50.232 01/02/1989]',0.046,103.940,0.006,-0.645
'[00:49:50.236 01/02/1989]',0.058,103.940,0.006,-0.645
'[00:49:50.240 01/02/1989]',0.060,103.742,0.005,-0.677
'[00:49:50.244 01/02/1989]',0.064,103.742,0.005,-0.653
'[00:49:50.248 01/02/1989]',0.064,104.335,0.004,-0.694
'[00:49:50.252 01/02/1989]',0.076,104.928,0.001,-0.694
'[00:49:50.256 01/02/1989]',0.076,106.311,0.001,-0.669
'[00:49:50.260 01/02/1989]',0.078,107.299,0.004,-0.694
'[00:49:50.264 01/02/1989]',0.088,109.473,-0.000,-0.718
'[00:49:50.268 01/02/1989]',0.100,112.437,0.002,-0.702
'[00:49:50.272 01/02/1989]',0.104,114.413,0.002,-0.669
'[00:49:50.276 01/02/1989]',0.106,117.772,0.000,-0.645
'[00:49:50.280 01/02/1989]',0.120,121.922,-0.000,-0.661
'[00:49:50.284 01/02/1989]',0.128,125.874,-0.001,-0.645
'[00:49:50.288 01/02/1989]',0.138,130.221,0.001,-0.629
'[00:49:50.292 01/02/1989]',0.144,134.766,-0.000,-0.645
'[00:49:50.296 01/02/1989]',0.154,139.904,-0.003,-0.661
'[00:49:50.300 01/02/1989]',0.156,145.042,-0.000,-0.685
'[00:49:50.304 01/02/1989]',0.160,149.587,-0.001,-0.637
'[00:49:50.308 01/02/1989]',0.174,154.329,-0.002,-0.653
'[00:49:50.312 01/02/1989]',0.174,158.281,-0.002,-0.661
'[00:49:50.316 01/02/1989]',0.188,162.629,-0.003,-0.637
'[00:49:50.320 01/02/1989]',0.180,166.383,-0.000,-0.677
'[00:49:50.324 01/02/1989]',0.192,169.940,-0.003,-0.661
'[00:49:50.328 01/02/1989]',0.202,172.904,-0.001,-0.645
'[00:49:50.332 01/02/1989]',0.192,175.275,-0.002,-0.694
'[00:49:50.336 01/02/1989]',0.192,177.251,-0.002,-0.645
'[00:49:50.340 01/02/1989]',0.182,178.832,-0.001,-0.677
'[00:49:50.344 01/02/1989]',0.176,179.425,-0.000,-0.685
'[00:49:50.348 01/02/1989]',0.156,180.018,-0.003,-0.645
'[00:49:50.352 01/02/1989]',0.152,180.215,-0.001,-0.653
'[00:49:50.356 01/02/1989]',0.152,180.018,-0.000,-0.702
'[00:49:50.360 01/02/1989]',0.142,179.623,0.002,-0.710
'[00:49:50.364 01/02/1989]',0.134,178.635,-0.001,-0.710
'[00:49:50.368 01/02/1989]',0.120,177.844,-0.001,-0.702
'[00:49:50.372 01/02/1989]',0.102,176.461,0.000,-0.677
'[00:49:50.376 01/02/1989]',0.090,175.275,-0.001,-0.653
'[00:49:50.380 01/02/1989]',0.076,173.694,-0.002,-0.661
'[00:49:50.384 01/02/1989]',0.064,172.904,-0.003,-0.677
'[00:49:50.388 01/02/1989]',0.040,171.521,-0.002,-0.645
'[00:49:50.392 01/02/1989]',0.028,169.545,-0.002,-0.645
'[00:49:50.396 01/02/1989]',0.022,168.952,-0.001,-0.661
'[00:49:50.400 01/02/1989]',0.012,167.766,-0.002,-0.702
'[00:49:50.404 01/02/1989]',0.006,166.581,-0.002,-0.661
