'Time and date','ECG','BP','EEG (O2-A1)','Resp (nasal)'
'[04:00:20.664 01/02/1989]',0.010,127.455,-0.002,-0.637
'[04:00:20.668 01/02/1989]',0.022,127.455,-0.003,-0.629
'[04:00:20.672 01/02/1989]',0.024,127.060,-0.003,-0.645
'[04:00:20.676 01/02/1989]',0.024,126.665,-0.001,-0.613
'[04:00:20.680 01/02/1989]',0.016,126.467,-0.001,-0.629
'[04:00:20.684 01/02/1989]',0.022,126.269,-0.000,-0.605
'[04:00:20.688 01/02/1989]',0.032,126.467,0.001,-0.629
'[04:00:20.692 01/02/1989]',0.036,126.269,-0.000,-0.645
'[04:00:20.696 01/02/1989]',0.032,125.874,-0.000,-0.645
'[04:00:20.700 01/02/1989]',0.028,125.874,0.000,-0.629
'[04:00:20.704 01/02/1989]',0.038,126.467,-0.000,-0.645
'[04:00:20.708 01/02/1989]',0.040,125.281,0.001,-0.637
'[04:00:20.712 01/02/1989]',0.040,125.084,-0.000,-0.605
'[04:00:20.716 01/02/1989]',0.040,124.689,0.000,-0.613
'[04:00:20.720 01/02/1989]',0.038,123.898,0.002,-0.645
'[04:00:20.724 01/02/1989]',0.036,123.503,0.002,-0.605
'[04:00:20.728 01/02/1989]',0.046,122.910,0.001,-0.589
'[04:00:20.732 01/02/1989]',0.034,122.910,0.003,-0.653
'[04:00:20.736 01/02/1989]',0.032,121.329,0.001,-0.613
'[04:00:20.740 01/02/1989]',0.032,120.341,0.001,-0.637
'[04:00:20.744 01/02/1989]',0.032,119.551,0.002,-0.645
'[04:00:20.748 01/02/1989]',0.040,117.377,0.001,-0.661
'[04:00:20.752 01/02/1989]',0.036,116.784,0.001,-0.613
'[04:00:20.756 01/02/1989]',0.044,115.401,0.001,-0.645
'[04:00:20.760 01/02/1989]',0.044,114.018,0.000,-0.621
'[04:00:20.764 01/02/1989]',0.050,112.832,0.000,-0.597
'[04:00:20.768 01/02/1989]',0.040,112.239,0.000,-0.613
'[04:00:20.772 01/02/1989]',0.040,110.856,0.000,-0.613
'[04:00:20.776 01/02/1989]',0.046,109.473,0.002,-0.581
'[04:00:20.780 01/02/1989]',0.046,108.485,0.002,-0.621
'[04:00:20.784 01/02/1989]',0.046,108.485,0.002,-0.621
'[04:00:20.788 01/02/1989]',0.056,107.497,0.003,-0.613
'[04:00:20.792 01/02/1989]',0.046,106.904,0.002,-0.629
'[04:00:20.796 01/02/1989]',0.054,106.311,0.003,-0.645
'[04:00:20.800 01/02/1989]',0.048,105.916,0.005,-0.597
'[04:00:20.804 01/02/1989]',0.052,106.114,0.005,-0.613
'[04:00:20.808 01/02/1989]',0.044,105.323,0.005,-0.621
'[04:00:20.812 01/02/1989]',0.052,105.718,0.004,-0.581
'[04:00:20.816 01/02/1989]',0.050,105.323,0.003,-0.581
'[04:00:20.820 01/02/1989]',0.052,106.114,0.004,-0.581
'[04:00:20.824 01/02/1989]',0.038,105.718,0.004,-0.581
'[04:00:20.828 01/02/1989]',0.048,106.311,0.006,-0.581
'[04:00:20.832 01/02/1989]',0.048,106.707,0.005,-0.605
'[04:00:20.836 01/02/1989]',0.046,106.509,0.005,-0.605
'[04:00:20.840 01/02/1989]',0.054,107.497,0.006,-0.589
'[04:00:20.844 01/02/1989]',0.042,107.695,0.006,-0.613
'[04:00:20.848 01/02/1989]',0.056,107.695,0.006,-0.613
'[04:00:20.852 01/02/1989]',0.058,107.892,0.006,-0.581
'[04:00:20.856 01/02/1989]',0.058,108.287,0.006,-0.605
'[04:00:20.860 01/02/1989]',0.060,108.485,0.007,-0.548
'[04:00:20.864 01/02/1989]',0.064,108.880,0.007,-0.565
'[04:00:20.868 01/02/1989]',0.046,109.275,0.009,-0.565
'[04:00:20.872 01/02/1989]',0.054,109.078,0.009,-0.565
'[04:00:20.876 01/02/1989]',0.056,108.880,0.008,-0.548
'[04:00:20.880 01/02/1989]',0.046,108.683,0.009,-0.581
'[04:00:20.884 01/02/1989]',0.050,109.275,0.008,-0.565
'[04:00:20.888 01/02/1989]',0.062,109.275,0.007,-0.573
'[04:00:20.892 01/02/1989]',0.080,108.485,0.006,-0.613
'[04:00:20.896 01/02/1989]',0.080,108.485,0.005,-0.548
'[04:00:20.900 01/02/1989]',0.102,107.695,0.006,-0.581
'[04:00:20.904 01/02/1989]',0.110,107.695,0.005,-0.548
'[04:00:20.908 01/02/1989]',0.120,107.299,0.005,-0.532
'[04:00:20.912 01/02/1989]',0.142,106.904,0.005,-0.508
'[04:00:20.916 01/02/1989]',0.160,106.114,0.005,-0.516
'[04:00:20.920 01/02/1989]',0.152,106.114,0.005,-0.532
'[04:00:20.924 01/02/1989]',0.184,105.718,0.005,-0.516
'[04:00:20.928 01/02/1989]',0.204,105.126,0.002,-0.484
'[04:00:20.932 01/02/1989]',0.220,104.730,0.001,-0.516
'[04:00:20.936 01/02/1989]',0.226,104.533,0.000,-0.556
'[04:00:20.940 01/02/1989]',0.232,104.335,0.000,-0.532
'[04:00:20.944 01/02/1989]',0.210,103.347,-0.000,-0.556
'[04:00:20.948 01/02/1989]',0.188,102.952,0.001,-0.581
'[04:00:20.952 01/02/1989]',0.192,102.952,0.001,-0.532
'[04:00:20.956 01/02/1989]',0.178,102.754,-0.000,-0.516
'[04:00:20.960 01/02/1989]',0.160,102.162,0.000,-0.484
'[04:00:20.964 01/02/1989]',0.122,101.766,0.001,-0.548
'[04:00:20.968 01/02/1989]',0.112,101.371,0.003,-0.476
'[04:00:20.972 01/02/1989]',0.104,100.778,0.002,-0.540
'[04:00:20.976 01/02/1989]',0.068,100.581,0.003,-0.484
'[04:00:20.980 01/02/1989]',0.056,100.186,0.004,-0.484
'[04:00:20.984 01/02/1989]',0.040,99.790,0.003,-0.508
'[04:00:20.988 01/02/1989]',0.008,99.395,0.002,-0.516
'[04:00:20.992 01/02/1989]',0.010,98.605,0.002,-0.492
'[04:00:20.996 01/02/1989]',0.010,98.407,0.003,-0.484
'[04:00:21.000 01/02/1989]',-0.000,98.210,0.003,-0.492
'[04:00:21.004 01/02/1989]',-0.008,97.617,0.005,-0.492
'[04:00:21.008 01/02/1989]',-0.012,96.826,0.006,-0.452
'[04:00:21.012 01/02/1989]',-0.002,96.431,0.005,-0.452
'[04:00:21.016 01/02/1989]',0.002,96.431,0.007,-0.452
'[04:00:21.020 01/02/1989]',0.006,96.036,0.006,-0.452
'[04:00:21.024 01/02/1989]',-0.000,95.838,0.007,-0.452
'[04:00:21.028 01/02/1989]',0.016,95.048,0.005,-0.411
'[04:00:21.032 01/02/1989]',0.024,94.455,0.004,-0.452
'[04:00:21.036 01/02/1989]',0.016,94.455,0.003,-0.435
'[04:00:21.040 01/02/1989]',0.008,94.257,0.002,-0.468
'[04:00:21.044 01/02/1989]',-0.000,93.665,0.003,-0.452
'[04:00:21.048 01/02/1989]',-0.000,93.467,0.003,-0.435
'[04:00:21.052 01/02/1989]',0.010,93.072,0.001,-0.435
'[04:00:21.056 01/02/1989]',0.016,92.677,0.000,-0.419
'[04:00:21.060 01/02/1989]',0.054,92.479,0.001,-0.387
'[04:00:21.064 01/02/1989]',0.036,91.886,0.001,-0.395
'[04:00:21.068 01/02/1989]',0.050,91.689,0.001,-0.371
'[04:00:21.072 01/02/1989]',0.016,91.886,-0.000,-0.403
'[04:00:21.076 01/02/1989]',0.056,90.898,-0.001,-0.379
'[04:00:21.080 01/02/1989]',0.096,91.096,-0.003,-0.411
'[04:00:21.084 01/02/1989]',0.218,90.701,-0.010,-0.379
'[04:00:21.088 01/02/1989]',0.478,91.096,-0.015,-0.435
'[04:00:21.092 01/02/1989]',0.664,90.305,-0.018,-0.427
'[04:00:21.096 01/02/1989]',0.796,90.701,-0.017,-0.403
'[04:00:21.100 01/02/1989]',0.608,90.503,-0.014,-0.363
'[04:00:21.104 01/02/1989]',0.388,89.910,-0.007,-0.387
'[04:00:21.108 01/02/1989]',0.058,89.515,-0.002,-0.347
'[04:00:21.112 01/02/1989]',-0.240,89.515,-0.003,-0.306
'[04:00:21.116 01/02/1989]',-0.210,89.120,-0.002,-0.282
'[04:00:21.120 01/02/1989]',-0.216,89.515,-0.003,-0.298
'[04:00:21.124 01/02/1989]',-0.120,89.515,-0.003,-0.315
'[04:00:21.128 01/02/1989]',-0.010,89.120,-0.004,-0.323
'[04:00:21.132 01/02/1989]',0.038,89.120,-0.004,-0.347
'[04:00:21.136 01/02/1989]',0.038,89.317,-0.003,-0.355
'[04:00:21.140 01/02/1989]',0.044,88.724,-0.003,-0.347
'[04:00:21.144 01/02/1989]',0.036,88.527,0.000,-0.298
'[04:00:21.148 01/02/1989]',0.038,88.329,0.002,-0.323
'[04:00:21.152 01/02/1989]',0.034,88.132,0.001,-0.298
'[04:00:21.156 01/02/1989]',0.038,88.527,0.001,-0.290
'[04:00:21.160 01/02/1989]',0.046,88.329,0.002,-0.258
'[04:00:21.164 01/02/1989]',0.046,87.539,0.001,-0.274
'[04:00:21.168 01/02/1989]',0.068,87.934,0.000,-0.282
'[04:00:21.172 01/02/1989]',0.062,87.736,-0.000,-0.298
'[04:00:21.176 01/02/1989]',0.064,87.341,-0.001,-0.290
'[04:00:21.180 01/02/1989]',0.070,87.144,-0.000,-0.306
'[04:00:21.184 01/02/1989]',0.056,87.144,-0.000,-0.306
'[04:00:21.188 01/02/1989]',0.060,86.946,-0.000,-0.306
'[04:00:21.192 01/02/1989]',0.064,86.551,-0.000,-0.306
'[04:00:21.196 01/02/1989]',0.074,86.551,-0.000,-0.290
'[04:00:21.200 01/02/1989]',0.064,86.551,-0.001,-0.274
'[04:00:21.204 01/02/1989]',0.076,86.353,-0.001,-0.274
'[04:00:21.208 01/02/1989]',0.086,85.760,-0.001,-0.282
'[04:00:21.212 01/02/1989]',0.076,85.958,-0.002,-0.258
'[04:00:21.216 01/02/1989]',0.088,85.563,-0.002,-0.250
'[04:00:21.220 01/02/1989]',0.078,85.563,-0.000,-0.250
'[04:00:21.224 01/02/1989]',0.088,84.377,0.001,-0.266
'[04:00:21.228 01/02/1989]',0.096,84.970,0.001,-0.274
'[04:00:21.232 01/02/1989]',0.074,84.772,0.002,-0.290
'[04:00:21.236 01/02/1989]',0.096,84.377,0.002,-0.290
'[04:00:21.240 01/02/1989]',0.102,84.772,0.002,-0.331
'[04:00:21.244 01/02/1989]',0.112,84.377,0.004,-0.298
'[04:00:21.248 01/02/1989]',0.102,83.982,0.004,-0.274
'[04:00:21.252 01/02/1989]',0.112,84.772,0.003,-0.258
'[04:00:21.256 01/02/1989]',0.108,84.377,0.004,-0.258
'[04:00:21.260 01/02/1989]',0.120,84.772,0.004,-0.274
'[04:00:21.264 01/02/1989]',0.110,85.365,0.005,-0.266
'[04:00:21.268 01/02/1989]',0.104,85.958,0.004,-0.226
'[04:00:21.272 01/02/1989]',0.136,86.946,0.004,-0.250
'[04:00:21.276 01/02/1989]',0.114,88.132,0.005,-0.250
'[04:00:21.280 01/02/1989]',0.128,89.713,0.005,-0.274
'[04:00:21.284 01/02/1989]',0.158,91.886,0.005,-0.242
'[04:00:21.288 01/02/1989]',0.152,94.257,0.007,-0.282
'[04:00:21.292 01/02/1989]',0.156,96.431,0.008,-0.258
'[04:00:21.296 01/02/1989]',0.146,99.000,0.008,-0.218
'[04:00:21.300 01/02/1989]',0.158,101.766,0.009,-0.226
'[04:00:21.304 01/02/1989]',0.150,105.126,0.010,-0.218
'[04:00:21.308 01/02/1989]',0.172,108.287,0.013,-0.218
'[04:00:21.312 01/02/1989]',0.180,111.251,0.014,-0.194
'[04:00:21.316 01/02/1989]',0.182,114.215,0.016,-0.202
'[04:00:21.320 01/02/1989]',0.192,117.180,0.019,-0.194
'[04:00:21.324 01/02/1989]',0.176,120.341,0.020,-0.218
'[04:00:21.328 01/02/1989]',0.186,123.108,0.020,-0.242
'[04:00:21.332 01/02/1989]',0.186,125.874,0.021,-0.258
'[04:00:21.336 01/02/1989]',0.204,128.443,0.023,-0.218
'[04:00:21.340 01/02/1989]',0.186,130.617,0.025,-0.258
'[04:00:21.344 01/02/1989]',0.194,132.988,0.027,-0.210
'[04:00:21.348 01/02/1989]',0.176,134.174,0.030,-0.202
'[04:00:21.352 01/02/1989]',0.194,135.359,0.031,-0.218
'[04:00:21.356 01/02/1989]',0.172,136.545,0.031,-0.194
'[04:00:21.360 01/02/1989]',0.184,137.730,0.031,-0.177
'[04:00:21.364 01/02/1989]',0.152,138.126,0.033,-0.169
'[04:00:21.368 01/02/1989]',0.156,138.521,0.032,-0.210
'[04:00:21.372 01/02/1989]',0.138,138.521,0.032,-0.202
'[04:00:21.376 01/02/1989]',0.104,138.323,0.032,-0.202
'[04:00:21.380 01/02/1989]',0.112,137.730,0.032,-0.202
'[04:00:21.384 01/02/1989]',0.074,137.335,0.032,-0.218
'[04:00:21.388 01/02/1989]',0.072,136.940,0.031,-0.218
'[04:00:21.392 01/02/1989]',0.052,135.754,0.029,-0.194
'[04:00:21.396 01/02/1989]',0.054,134.964,0.031,-0.194
'[04:00:21.400 01/02/1989]',0.012,134.174,0.028,-0.169
'[04:00:21.404 01/02/1989]',0.024,132.988,0.029,-0.161
'[04:00:21.408 01/02/1989]',0.024,132.395,0.027,-0.145
'[04:00:21.412 01/02/1989]',0.012,131.407,0.027,-0.153
'[04:00:21.416 01/02/1989]',0.020,130.814,0.027,-0.137
'[04:00:21.420 01/02/1989]',0.012,129.629,0.027,-0.161
'[04:00:21.424 01/02/1989]',-0.004,128.641,0.028,-0.185
'[04:00:21.428 01/02/1989]',-0.008,128.245,0.028,-0.194
'[04:00:21.432 01/02/1989]',0.006,127.653,0.027,-0.194
'[04:00:21.436 01/02/1989]',0.006,126.665,0.028,-0.194
'[04:00:21.440 01/02/1989]',0.002,126.072,0.028,-0.210
'[04:00:21.444 01/02/1989]',-0.016,125.874,0.029,-0.194
'[04:00:21.448 01/02/1989]',-0.016,124.886,0.030,-0.194
'[04:00:21.452 01/02/1989]',-0.018,125.084,0.028,-0.169
'[04:00:21.456 01/02/1989]',-0.012,123.898,0.027,-0.161
'[04:00:21.460 01/02/1989]',0.014,123.898,0.027,-0.145
'[04:00:21.464 01/02/1989]',0.010,123.305,0.027,-0.153
'[04:00:21.468 01/02/1989]',0.008,123.108,0.026,-0.129
'[04:00:21.472 01/02/1989]',0.034,122.317,0.026,-0.161
'[04:00:21.476 01/02/1989]',-0.002,121.922,0.025,-0.153
'[04:00:21.480 01/02/1989]',0.012,121.922,0.026,-0.194
'[04:00:21.484 01/02/1989]',0.024,121.527,0.026,-0.177
'[04:00:21.488 01/02/1989]',0.040,121.132,0.026,-0.194
'[04:00:21.492 01/02/1989]',0.024,121.329,0.025,-0.185
'[04:00:21.496 01/02/1989]',0.038,120.736,0.026,-0.161
'[04:00:21.500 01/02/1989]',0.032,120.934,0.025,-0.169
'[04:00:21.504 01/02/1989]',0.008,120.341,0.025,-0.177
'[04:00:21.508 01/02/1989]',0.042,119.551,0.025,-0.161
'[04:00:21.512 01/02/1989]',0.032,119.156,0.022,-0.185
'[04:00:21.516 01/02/1989]',0.026,118.760,0.023,-0.202
'[04:00:21.520 01/02/1989]',0.032,118.563,0.023,-0.218
'[04:00:21.524 01/02/1989]',0.032,116.982,0.022,-0.226
'[04:00:21.528 01/02/1989]',0.032,116.192,0.022,-0.218
'[04:00:21.532 01/02/1989]',0.032,115.401,0.022,-0.218
'[04:00:21.536 01/02/1989]',0.028,114.413,0.020,-0.226
'[04:00:21.540 01/02/1989]',0.026,113.227,0.020,-0.210
'[04:00:21.544 01/02/1989]',0.006,111.844,0.021,-0.202
'[04:00:21.548 01/02/1989]',0.030,110.461,0.019,-0.194
'[04:00:21.552 01/02/1989]',0.024,109.671,0.019,-0.194
'[04:00:21.556 01/02/1989]',0.050,108.090,0.017,-0.194
'[04:00:21.560 01/02/1989]',0.042,107.299,0.017,-0.194
'[04:00:21.564 01/02/1989]',0.058,106.114,0.018,-0.218
'[04:00:21.568 01/02/1989]',0.044,105.521,0.017,-0.185
'[04:00:21.572 01/02/1989]',0.046,104.533,0.015,-0.194
'[04:00:21.576 01/02/1989]',0.056,103.742,0.016,-0.194
'[04:00:21.580 01/02/1989]',0.036,102.754,0.014,-0.194
'[04:00:21.584 01/02/1989]',0.038,102.557,0.015,-0.185
'[04:00:21.588 01/02/1989]',0.050,102.162,0.014,-0.177
'[04:00:21.592 01/02/1989]',0.040,101.569,0.014,-0.169
'[04:00:21.596 01/02/1989]',0.028,101.766,0.015,-0.161
'[04:00:21.600 01/02/1989]',0.046,101.569,0.017,-0.137
'[04:00:21.604 01/02/1989]',0.028,101.371,0.016,-0.137
'[04:00:21.608 01/02/1989]',0.048,101.766,0.016,-0.129
'[04:00:21.612 01/02/1989]',0.040,101.964,0.015,-0.129
'[04:00:21.616 01/02/1989]',0.050,102.162,0.014,-0.137
'[04:00:21.620 01/02/1989]',0.040,102.557,0.012,-0.129
'[04:00:21.624 01/02/1989]',0.046,102.754,0.015,-0.153
'[04:00:21.628 01/02/1989]',0.064,103.150,0.013,-0.153
'[04:00:21.632 01/02/1989]',0.054,103.347,0.011,-0.161
'[04:00:21.636 01/02/1989]',0.048,103.742,0.011,-0.161
'[04:00:21.640 01/02/1989]',0.050,104.533,0.010,-0.153
'[04:00:21.644 01/02/1989]',0.042,104.533,0.008,-0.137
'[04:00:21.648 01/02/1989]',0.038,104.928,0.009,-0.113
'[04:00:21.652 01/02/1989]',0.070,105.323,0.009,-0.113
'[04:00:21.656 01/02/1989]',0.038,105.718,0.009,-0.121
'[04:00:21.660 01/02/1989]',0.046,105.718,0.010,-0.137
'[04:00:21.664 01/02/1989]',0.072,105.521,0.011,-0.121
'[04:00:21.668 01/02/1989]',0.084,105.916,0.012,-0.129
'[04:00:21.672 01/02/1989]',0.120,106.114,0.011,-0.121
'[04:00:21.676 01/02/1989]',0.148,105.323,0.011,-0.153
'[04:00:21.680 01/02/1989]',0.142,105.718,0.012,-0.161
'[04:00:21.684 01/02/1989]',0.114,105.718,0.012,-0.153
'[04:00:21.688 01/02/1989]',0.170,105.323,0.013,-0.121
'[04:00:21.692 01/02/1989]',0.156,104.533,0.010,-0.065
'[04:00:21.696 01/02/1989]',0.200,104.928,0.011,-0.121
'[04:00:21.700 01/02/1989]',0.182,104.730,0.009,-0.065
'[04:00:21.704 01/02/1989]',0.208,104.138,0.009,-0.113
'[04:00:21.708 01/02/1989]',0.206,104.138,0.008,-0.097
'[04:00:21.712 01/02/1989]',0.200,103.742,0.007,-0.129
'[04:00:21.716 01/02/1989]',0.184,103.347,0.006,-0.105
'[04:00:21.720 01/02/1989]',0.184,102.359,0.008,-0.121
'[04:00:21.724 01/02/1989]',0.140,102.162,0.008,-0.185
'[04:00:21.728 01/02/1989]',0.142,101.766,0.007,-0.137
'[04:00:21.732 01/02/1989]',0.106,101.569,0.007,-0.161
'[04:00:21.736 01/02/1989]',0.120,100.976,0.006,-0.137
'[04:00:21.740 01/02/1989]',0.072,100.976,0.005,-0.153
'[04:00:21.744 01/02/1989]',0.066,100.383,0.007,-0.145
'[04:00:21.748 01/02/1989]',0.030,100.581,0.007,-0.113
'[04:00:21.752 01/02/1989]',0.008,99.988,0.006,-0.113
'[04:00:21.756 01/02/1989]',0.002,99.000,0.009,-0.121
'[04:00:21.760 01/02/1989]',-0.000,99.000,0.009,-0.121
'[04:00:21.764 01/02/1989]',-0.006,98.210,0.010,-0.137
'[04:00:21.768 01/02/1989]',-0.000,97.814,0.011,-0.145
'[04:00:21.772 01/02/1989]',-0.000,97.419,0.010,-0.161
'[04:00:21.776 01/02/1989]',-0.000,96.629,0.008,-0.153
'[04:00:21.780 01/02/1989]',0.008,96.826,0.008,-0.153
'[04:00:21.784 01/02/1989]',-0.000,96.431,0.008,-0.137
'[04:00:21.788 01/02/1989]',-0.000,95.838,0.009,-0.129
'[04:00:21.792 01/02/1989]',0.020,95.838,0.008,-0.129
'[04:00:21.796 01/02/1989]',0.016,95.245,0.008,-0.121
'[04:00:21.800 01/02/1989]',0.006,95.048,0.006,-0.121
'[04:00:21.804 01/02/1989]',0.014,94.653,0.005,-0.097
'[04:00:21.808 01/02/1989]',0.006,93.862,0.005,-0.097
'[04:00:21.812 01/02/1989]',0.016,93.467,0.004,-0.121
'[04:00:21.816 01/02/1989]',0.028,93.269,0.004,-0.137
'[04:00:21.820 01/02/1989]',0.024,93.269,0.006,-0.129
'[04:00:21.824 01/02/1989]',0.028,92.677,0.007,-0.137
'[04:00:21.828 01/02/1989]',0.026,92.479,0.009,-0.121
'[04:00:21.832 01/02/1989]',0.048,91.886,0.009,-0.137
'[04:00:21.836 01/02/1989]',0.070,92.084,0.008,-0.113
'[04:00:21.840 01/02/1989]',0.078,91.689,0.007,-0.129
'[04:00:21.844 01/02/1989]',0.128,91.293,0.005,-0.105
'[04:00:21.848 01/02/1989]',0.224,90.701,0.006,-0.121
'[04:00:21.852 01/02/1989]',0.340,91.096,0.000,-0.032
'[04:00:21.856 01/02/1989]',0.530,90.503,-0.004,-0.129
'[04:00:21.860 01/02/1989]',0.650,90.305,-0.003,-0.040
'[04:00:21.864 01/02/1989]',0.446,89.713,-0.003,-0.105
'[04:00:21.868 01/02/1989]',0.342,90.108,0.001,-0.105
'[04:00:21.872 01/02/1989]',0.016,90.108,0.005,-0.121
'[04:00:21.876 01/02/1989]',-0.296,89.713,0.004,-0.121
'[04:00:21.880 01/02/1989]',-0.286,89.515,0.003,-0.097
'[04:00:21.884 01/02/1989]',-0.286,89.910,0.000,-0.081
'[04:00:21.888 01/02/1989]',-0.216,89.120,0.001,-0.097
'[04:00:21.892 01/02/1989]',-0.038,89.515,-0.002,-0.089
'[04:00:21.896 01/02/1989]',0.058,88.724,-0.002,-0.048
'[04:00:21.900 01/02/1989]',0.078,88.922,-0.001,-0.040
'[04:00:21.904 01/02/1989]',0.078,88.724,-0.000,-0.073
'[04:00:21.908 01/02/1989]',0.072,88.132,0.000,-0.065
'[04:00:21.912 01/02/1989]',0.070,88.329,0.002,-0.065
'[04:00:21.916 01/02/1989]',0.060,88.132,0.002,-0.097
'[04:00:21.920 01/02/1989]',0.056,88.132,0.007,-0.073
'[04:00:21.924 01/02/1989]',0.064,88.527,0.007,-0.097
'[04:00:21.928 01/02/1989]',0.064,87.934,0.007,-0.089
'[04:00:21.932 01/02/1989]',0.074,87.934,0.005,-0.097
'[04:00:21.936 01/02/1989]',0.074,87.934,0.003,-0.097
'[04:00:21.940 01/02/1989]',0.078,87.736,0.002,-0.065
'[04:00:21.944 01/02/1989]',0.076,87.539,0.000,-0.065
'[04:00:21.948 01/02/1989]',0.086,87.144,-0.001,-0.065
'[04:00:21.952 01/02/1989]',0.088,87.144,-0.002,-0.032
'[04:00:21.956 01/02/1989]',0.088,86.748,-0.005,-0.065
'[04:00:21.960 01/02/1989]',0.096,86.353,-0.005,-0.073
'[04:00:21.964 01/02/1989]',0.102,86.156,-0.007,-0.089
'[04:00:21.968 01/02/1989]',0.096,85.760,-0.007,-0.065
'[04:00:21.972 01/02/1989]',0.096,85.760,-0.005,-0.073
'[04:00:21.976 01/02/1989]',0.112,85.958,-0.005,-0.089
'[04:00:21.980 01/02/1989]',0.112,85.563,-0.004,-0.097
'[04:00:21.984 01/02/1989]',0.110,85.563,-0.002,-0.073
'[04:00:21.988 01/02/1989]',0.124,84.970,-0.002,-0.097
'[04:00:21.992 01/02/1989]',0.122,84.970,-0.001,-0.073
'[04:00:21.996 01/02/1989]',0.132,84.970,-0.002,-0.056
'[04:00:22.000 01/02/1989]',0.126,84.772,-0.002,-0.056
'[04:00:22.004 01/02/1989]',0.120,84.772,-0.004,-0.048
'[04:00:22.008 01/02/1989]',0.128,84.377,-0.004,-0.048
'[04:00:22.012 01/02/1989]',0.134,83.784,-0.008,-0.065
'[04:00:22.016 01/02/1989]',0.124,84.180,-0.009,-0.065
'[04:00:22.020 01/02/1989]',0.138,83.982,-0.010,-0.065
'[04:00:22.024 01/02/1989]',0.140,84.377,-0.010,-0.097
'[04:00:22.028 01/02/1989]',0.134,84.180,-0.011,-0.081
'[04:00:22.032 01/02/1989]',0.138,84.180,-0.011,-0.097
'[04:00:22.036 01/02/1989]',0.146,84.575,-0.011,-0.073
'[04:00:22.040 01/02/1989]',0.142,84.970,-0.011,-0.097
'[04:00:22.044 01/02/1989]',0.152,85.958,-0.009,-0.081
'[04:00:22.048 01/02/1989]',0.160,87.144,-0.008,-0.048
'[04:00:22.052 01/02/1989]',0.160,87.934,-0.006,-0.032
'[04:00:22.056 01/02/1989]',0.168,89.713,-0.007,-0.089
'[04:00:22.060 01/02/1989]',0.168,91.293,-0.005,-0.097
'[04:00:22.064 01/02/1989]',0.182,93.467,-0.004,-0.089
'[04:00:22.068 01/02/1989]',0.168,96.233,-0.002,-0.081
'[04:00:22.072 01/02/1989]',0.188,98.605,-0.003,-0.121
'[04:00:22.076 01/02/1989]',0.188,101.174,-0.001,-0.073
'[04:00:22.080 01/02/1989]',0.198,103.545,-0.003,-0.097
'[04:00:22.084 01/02/1989]',0.196,106.904,-0.004,-0.048
'[04:00:22.088 01/02/1989]',0.204,110.066,-0.002,-0.073
'[04:00:22.092 01/02/1989]',0.216,112.437,-0.004,-0.032
'[04:00:22.096 01/02/1989]',0.212,115.599,-0.005,-0.089
'[04:00:22.100 01/02/1989]',0.214,118.365,-0.006,-0.032
'[04:00:22.104 01/02/1989]',0.208,121.132,-0.007,-0.089
'[04:00:22.108 01/02/1989]',0.216,123.503,-0.007,-0.065
'[04:00:22.112 01/02/1989]',0.216,125.874,-0.009,-0.113
'[04:00:22.116 01/02/1989]',0.210,128.245,-0.010,-0.113
'[04:00:22.120 01/02/1989]',0.198,130.024,-0.007,-0.113
'[04:00:22.124 01/02/1989]',0.198,131.605,-0.006,-0.129
'[04:00:22.128 01/02/1989]',0.188,133.186,-0.008,-0.097
'[04:00:22.132 01/02/1989]',0.184,133.383,-0.007,-0.105
'[04:00:22.136 01/02/1989]',0.172,134.371,-0.006,-0.137
'[04:00:22.140 01/02/1989]',0.160,135.162,-0.007,-0.129
'[04:00:22.144 01/02/1989]',0.138,135.162,-0.007,-0.105
'[04:00:22.148 01/02/1989]',0.120,134.766,-0.005,-0.121
'[04:00:22.152 01/02/1989]',0.102,134.766,-0.005,-0.113
'[04:00:22.156 01/02/1989]',0.088,134.569,-0.006,-0.137
'[04:00:22.160 01/02/1989]',0.070,133.778,-0.005,-0.121
'[04:00:22.164 01/02/1989]',0.060,133.186,-0.007,-0.153
'[04:00:22.168 01/02/1989]',0.034,132.790,-0.007,-0.161
'[04:00:22.172 01/02/1989]',0.028,131.605,-0.010,-0.177
'[04:00:22.176 01/02/1989]',0.016,130.617,-0.010,-0.161
'[04:00:22.180 01/02/1989]',0.016,129.826,-0.011,-0.177
'[04:00:22.184 01/02/1989]',0.004,128.838,-0.013,-0.161
'[04:00:22.188 01/02/1989]',0.012,127.653,-0.012,-0.185
'[04:00:22.192 01/02/1989]',0.018,126.665,-0.013,-0.169
'[04:00:22.196 01/02/1989]',0.010,125.874,-0.013,-0.169
'[04:00:22.200 01/02/1989]',-0.000,124.886,-0.014,-0.169
'[04:00:22.204 01/02/1989]',-0.000,123.503,-0.013,-0.194
'[04:00:22.208 01/02/1989]',0.006,122.910,-0.014,-0.202
'[04:00:22.212 01/02/1989]',-0.004,122.120,-0.012,-0.218
'[04:00:22.216 01/02/1989]',0.002,121.527,-0.013,-0.258
'[04:00:22.220 01/02/1989]',0.004,120.934,-0.009,-0.242
'[04:00:22.224 01/02/1989]',0.012,120.341,-0.008,-0.258
'[04:00:22.228 01/02/1989]',0.002,119.551,-0.008,-0.250
'[04:00:22.232 01/02/1989]',0.012,118.760,-0.008,-0.250
'[04:00:22.236 01/02/1989]',0.008,118.958,-0.007,-0.234
