sample interval	    ECG	     BP	(C4-A1)	p (sum)
          12599	 -0.005	 86.442	 -0.035	 -0.157
          12600	 -0.010	 85.605	 -0.033	 -0.180
          12601	 -0.015	 84.558	 -0.030	 -0.168
          12602	 -0.000	 83.093	 -0.029	 -0.183
          12603	 -0.010	 82.256	 -0.029	 -0.186
          12604	 -0.000	 81.209	 -0.027	 -0.188
          12605	 -0.000	 80.163	 -0.023	 -0.177
          12606	 -0.000	 79.326	 -0.021	 -0.186
          12607	  0.005	 78.070	 -0.017	 -0.174
          12608	  0.015	 77.442	 -0.015	 -0.174
          12609	  0.010	 77.023	 -0.011	 -0.171
          12610	  0.020	 76.186	 -0.013	 -0.174
          12611	  0.015	 75.349	 -0.009	 -0.171
          12612	  0.015	 74.721	 -0.010	 -0.178
          12613	  0.010	 74.721	 -0.013	 -0.178
          12614	  0.020	 73.256	 -0.017	 -0.191
          12615	  0.020	 73.046	 -0.019	 -0.193
          12616	  0.025	 72.209	 -0.019	 -0.196
          12617	  0.020	 72.000	 -0.023	 -0.193
          12618	  0.020	 71.372	 -0.023	 -0.181
          12619	  0.035	 70.535	 -0.024	 -0.180
          12620	  0.040	 69.907	 -0.026	 -0.175
          12621	  0.035	 69.488	 -0.025	 -0.174
          12622	  0.020	 68.860	 -0.023	 -0.162
          12623	  0.035	 68.233	 -0.021	 -0.177
          12624	  0.030	 67.395	 -0.022	 -0.177
          12625	  0.035	 67.395	 -0.018	 -0.186
          12626	  0.030	 66.558	 -0.015	 -0.177
          12627	  0.040	 65.721	 -0.014	 -0.193
          12628	  0.045	 65.093	 -0.013	 -0.187
          12629	  0.050	 64.884	 -0.011	 -0.193
          12630	  0.040	 64.046	 -0.012	 -0.177
          12631	  0.045	 64.046	 -0.014	 -0.170
          12632	  0.050	 63.628	 -0.015	 -0.162
          12633	  0.045	 63.000	 -0.016	 -0.167
          12634	  0.045	 62.791	 -0.017	 -0.149
          12635	  0.060	 63.000	 -0.019	 -0.168
          12636	  0.040	 62.791	 -0.020	 -0.159
          12637	  0.040	 62.372	 -0.020	 -0.168
          12638	  0.050	 62.163	 -0.023	 -0.172
          12639	  0.050	 62.372	 -0.023	 -0.184
          12640	  0.045	 61.744	 -0.022	 -0.186
          12641	  0.065	 62.163	 -0.019	 -0.178
          12642	  0.050	 62.372	 -0.022	 -0.175
          12643	  0.055	 62.163	 -0.019	 -0.170
          12644	  0.045	 62.163	 -0.016	 -0.162
          12645	  0.060	 62.372	 -0.014	 -0.154
          12646	  0.055	 63.209	 -0.012	 -0.155
          12647	  0.050	 63.000	 -0.010	 -0.143
          12648	  0.060	 63.000	 -0.013	 -0.157
          12649	  0.050	 63.628	 -0.017	 -0.157
          12650	  0.055	 63.837	 -0.020	 -0.172
          12651	  0.050	 64.674	 -0.022	 -0.171
          12652	  0.055	 64.465	 -0.026	 -0.171
          12653	  0.050	 65.093	 -0.032	 -0.159
          12654	  0.065	 65.302	 -0.035	 -0.175
          12655	  0.065	 66.349	 -0.035	 -0.168
          12656	  0.050	 66.349	 -0.036	 -0.162
          12657	  0.050	 66.558	 -0.035	 -0.154
          12658	  0.050	 67.186	 -0.033	 -0.154
          12659	  0.060	 67.395	 -0.032	 -0.145
          12660	  0.060	 67.605	 -0.033	 -0.158
          12661	  0.050	 68.023	 -0.031	 -0.155
          12662	  0.065	 68.233	 -0.030	 -0.174
          12663	  0.055	 68.860	 -0.030	 -0.168
          12664	  0.060	 68.860	 -0.032	 -0.172
          12665	  0.055	 68.651	 -0.029	 -0.174
          12666	  0.060	 68.442	 -0.027	 -0.177
          12667	  0.055	 69.279	 -0.027	 -0.165
          12668	  0.055	 69.070	 -0.026	 -0.155
          12669	  0.060	 68.860	 -0.024	 -0.154
          12670	  0.055	 68.860	 -0.026	 -0.142
          12671	  0.060	 69.279	 -0.024	 -0.149
          12672	  0.080	 69.279	 -0.023	 -0.138
          12673	  0.080	 68.651	 -0.025	 -0.157
          12674	  0.060	 68.860	 -0.027	 -0.145
          12675	  0.060	 69.070	 -0.028	 -0.162
          12676	  0.070	 68.860	 -0.026	 -0.161
          12677	  0.070	 68.442	 -0.027	 -0.159
          12678	  0.075	 68.860	 -0.027	 -0.154
          12679	  0.060	 68.860	 -0.027	 -0.157
          12680	  0.075	 68.442	 -0.026	 -0.146
          12681	  0.060	 68.023	 -0.023	 -0.146
          12682	  0.060	 68.023	 -0.019	 -0.128
          12683	  0.075	 67.605	 -0.018	 -0.142
          12684	  0.065	 67.186	 -0.015	 -0.128
          12685	  0.080	 67.186	 -0.017	 -0.142
          12686	  0.065	 67.186	 -0.019	 -0.138
          12687	  0.060	 66.558	 -0.019	 -0.142
          12688	  0.065	 66.349	 -0.024	 -0.148
          12689	  0.080	 66.140	 -0.027	 -0.149
          12690	  0.070	 65.302	 -0.025	 -0.145
          12691	  0.080	 65.721	 -0.023	 -0.145
          12692	  0.070	 65.512	 -0.025	 -0.132
          12693	  0.080	 65.093	 -0.022	 -0.136
          12694	  0.080	 64.256	 -0.019	 -0.126
          12695	  0.080	 63.628	 -0.018	 -0.110
          12696	  0.075	 63.628	 -0.014	 -0.125
          12697	  0.080	 63.419	 -0.011	 -0.119
          12698	  0.075	 62.581	 -0.010	 -0.129
          12699	  0.080	 62.372	 -0.013	 -0.128
          12700	  0.080	 61.744	 -0.011	 -0.138
          12701	  0.080	 61.535	 -0.008	 -0.136
          12702	  0.085	 61.326	 -0.007	 -0.138
          12703	  0.085	 61.116	 -0.008	 -0.128
          12704	  0.085	 60.488	 -0.008	 -0.128
          12705	  0.085	 60.488	 -0.007	 -0.112
          12706	  0.095	 60.279	 -0.008	 -0.112
          12707	  0.100	 59.651	 -0.009	 -0.103
          12708	  0.090	 59.233	 -0.012	 -0.106
          12709	  0.090	 58.814	 -0.015	 -0.103
          12710	  0.080	 58.395	 -0.019	 -0.125
          12711	  0.100	 58.395	 -0.019	 -0.117
          12712	  0.100	 57.977	 -0.020	 -0.128
          12713	  0.100	 57.977	 -0.023	 -0.128
          12714	  0.120	 57.140	 -0.026	 -0.128
          12715	  0.105	 56.721	 -0.026	 -0.128
          12716	  0.110	 56.093	 -0.023	 -0.120
          12717	  0.125	 56.512	 -0.027	 -0.122
          12718	  0.125	 56.302	 -0.028	 -0.110
          12719	  0.125	 55.465	 -0.026	 -0.109
          12720	  0.140	 55.465	 -0.025	 -0.099
          12721	  0.150	 55.046	 -0.024	 -0.091
          12722	  0.155	 54.837	 -0.020	 -0.096
          12723	  0.160	 54.628	 -0.019	 -0.114
          12724	  0.145	 54.628	 -0.017	 -0.106
          12725	  0.130	 54.209	 -0.016	 -0.123
          12726	  0.130	 54.000	 -0.011	 -0.109
          12727	  0.140	 53.791	 -0.011	 -0.113
          12728	  0.130	 53.791	 -0.013	 -0.110
          12729	  0.100	 53.372	 -0.014	 -0.103
          12730	  0.105	 53.163	 -0.017	 -0.090
          12731	  0.105	 53.372	 -0.016	 -0.087
          12732	  0.090	 53.163	 -0.018	 -0.072
          12733	  0.100	 52.953	 -0.017	 -0.081
          12734	  0.070	 52.326	 -0.018	 -0.077
          12735	  0.085	 52.116	 -0.022	 -0.093
          12736	  0.070	 51.907	 -0.025	 -0.087
          12737	  0.070	 52.326	 -0.025	 -0.100
          12738	  0.065	 51.907	 -0.027	 -0.094
          12739	  0.080	 51.698	 -0.028	 -0.093
          12740	  0.075	 51.488	 -0.025	 -0.091
          12741	  0.080	 51.698	 -0.022	 -0.086
          12742	  0.080	 51.070	 -0.023	 -0.075
          12743	  0.080	 51.070	 -0.024	 -0.072
          12744	  0.075	 50.442	 -0.025	 -0.061
          12745	  0.080	 50.442	 -0.025	 -0.061
          12746	  0.075	 51.070	 -0.026	 -0.062
          12747	  0.075	 50.442	 -0.027	 -0.058
          12748	  0.070	 50.233	 -0.027	 -0.075
          12749	  0.080	 50.442	 -0.031	 -0.070
          12750	  0.080	 50.233	 -0.029	 -0.078
          12751	  0.080	 50.233	 -0.026	 -0.067
          12752	  0.080	 50.023	 -0.026	 -0.071
          12753	  0.090	 49.605	 -0.027	 -0.058
          12754	  0.135	 49.186	 -0.025	 -0.059
          12755	  0.165	 49.395	 -0.021	 -0.049
          12756	  0.255	 49.605	 -0.015	 -0.046
          12757	  0.380	 48.767	 -0.006	 -0.029
          12758	  0.585	 48.767	  0.004	 -0.045
          12759	  0.790	 48.977	  0.013	 -0.029
          12760	  0.900	 48.767	  0.015	 -0.045
          12761	  0.890	 48.767	  0.012	 -0.045
          12762	  0.675	 48.767	  0.002	 -0.043
          12763	  0.300	 48.767	 -0.011	 -0.045
          12764	 -0.080	 49.186	 -0.024	 -0.045
          12765	 -0.260	 48.140	 -0.026	 -0.035
          12766	 -0.330	 48.349	 -0.024	 -0.025
          12767	 -0.260	 48.977	 -0.025	 -0.023
          12768	 -0.150	 48.349	 -0.024	 -0.017
          12769	 -0.075	 48.140	 -0.021	 -0.004
          12770	 -0.030	 48.349	 -0.021	 -0.009
          12771	  0.005	 48.140	 -0.021	 -0.013
          12772	  0.040	 48.558	 -0.018	 -0.016
          12773	  0.060	 48.558	 -0.019	 -0.029
          12774	  0.070	 48.349	 -0.021	 -0.025
          12775	  0.080	 48.140	 -0.021	 -0.029
          12776	  0.080	 47.930	 -0.019	 -0.023
          12777	  0.070	 48.349	 -0.019	 -0.016
          12778	  0.060	 47.930	 -0.019	 -0.006
          12779	  0.070	 48.349	 -0.016	 -0.004
          12780	  0.080	 47.930	 -0.014	  0.013
          12781	  0.080	 47.512	 -0.011	  0.007
          12782	  0.085	 47.930	 -0.011	  0.023
          12783	  0.090	 47.512	 -0.011	  0.012
          12784	  0.085	 47.721	 -0.012	  0.022
          12785	  0.095	 47.930	 -0.014	  0.012
          12786	  0.100	 47.512	 -0.017	  0.009
          12787	  0.105	 47.302	 -0.017	 -0.000
          12788	  0.100	 47.512	 -0.021	  0.017
          12789	  0.100	 47.930	 -0.023	  0.020
          12790	  0.110	 47.302	 -0.022	  0.029
          12791	  0.100	 47.721	 -0.021	  0.036
          12792	  0.115	 47.721	 -0.024	  0.048
          12793	  0.110	 47.302	 -0.025	  0.058
          12794	  0.110	 47.093	 -0.026	  0.064
          12795	  0.130	 47.302	 -0.027	  0.067
          12796	  0.130	 47.093	 -0.027	  0.059
          12797	  0.120	 47.093	 -0.025	  0.062
          12798	  0.135	 46.884	 -0.026	  0.052
          12799	  0.125	 46.884	 -0.026	  0.057
          12800	  0.135	 47.093	 -0.028	  0.049
          12801	  0.135	 47.093	 -0.025	  0.062
          12802	  0.135	 47.093	 -0.027	  0.061
          12803	  0.150	 47.093	 -0.030	  0.074
          12804	  0.150	 46.884	 -0.031	  0.075
          12805	  0.140	 47.093	 -0.030	  0.088
          12806	  0.140	 47.930	 -0.031	  0.081
          12807	  0.150	 48.558	 -0.029	  0.090
          12808	  0.155	 49.814	 -0.030	  0.075
          12809	  0.160	 51.488	 -0.027	  0.087
          12810	  0.175	 52.535	 -0.027	  0.074
          12811	  0.165	 54.628	 -0.021	  0.075
          12812	  0.180	 57.349	 -0.016	  0.078
          12813	  0.185	 59.860	 -0.016	  0.081
          12814	  0.185	 62.581	 -0.017	  0.087
          12815	  0.195	 65.512	 -0.014	  0.103
          12816	  0.200	 68.860	 -0.012	  0.107
          12817	  0.205	 72.419	 -0.012	  0.116
          12818	  0.215	 75.558	 -0.012	  0.117
          12819	  0.210	 78.488	 -0.012	  0.122
          12820	  0.215	 82.256	 -0.012	  0.123
          12821	  0.230	 85.814	 -0.013	  0.114
          12822	  0.230	 88.744	 -0.011	  0.116
          12823	  0.225	 91.884	 -0.015	  0.107
          12824	  0.240	 94.814	 -0.021	  0.112
          12825	  0.230	 97.326	 -0.021	  0.110
          12826	  0.225	 99.837	 -0.022	  0.122
          12827	  0.230	102.767	 -0.023	  0.128
          12828	  0.240	104.651	 -0.024	  0.139
          12829	  0.225	106.535	 -0.025	  0.139
          12830	  0.220	108.628	 -0.024	  0.152
          12831	  0.205	109.884	 -0.023	  0.148
          12832	  0.205	111.558	 -0.024	  0.162
          12833	  0.215	112.395	 -0.024	  0.145
          12834	  0.195	113.233	 -0.024	  0.145
          12835	  0.175	114.488	 -0.025	  0.133
          12836	  0.160	113.651	 -0.022	  0.141
          12837	  0.145	114.070	 -0.019	  0.139
          12838	  0.140	113.023	 -0.018	  0.145
          12839	  0.120	112.395	 -0.020	  0.151
          12840	  0.090	110.721	 -0.016	  0.158
          12841	  0.080	109.674	 -0.014	  0.171
          12842	  0.060	108.628	 -0.012	  0.178
          12843	  0.060	106.744	 -0.013	  0.177
          12844	  0.045	104.860	 -0.011	  0.177
          12845	  0.035	104.233	 -0.010	  0.183
          12846	  0.020	101.721	 -0.010	  0.174
          12847	  0.010	100.256	 -0.008	  0.181
          12848	  0.010	 98.581	 -0.010	  0.177
          12849	 -0.000	 96.698	 -0.014	  0.180
          12850	  0.005	 95.442	 -0.015	  0.180
          12851	 -0.000	 93.767	 -0.016	  0.203
          12852	 -0.005	 91.674	 -0.018	  0.209
          12853	 -0.010	 90.628	 -0.017	  0.222
          12854	 -0.010	 88.535	 -0.019	  0.222
          12855	 -0.005	 88.116	 -0.016	  0.232
          12856	 -0.005	 86.233	 -0.014	  0.220
          12857	 -0.000	 85.395	 -0.016	  0.228
          12858	 -0.000	 83.721	 -0.015	  0.214
          12859	 -0.015	 82.674	 -0.018	  0.226
          12860	 -0.000	 81.419	 -0.019	  0.223
          12861	 -0.000	 80.163	 -0.019	  0.226
          12862	 -0.005	 79.535	 -0.019	  0.232
          12863	  0.005	 78.907	 -0.024	  0.241
          12864	 -0.000	 77.860	 -0.028	  0.243
          12865	  0.010	 76.814	 -0.030	  0.258
          12866	  0.020	 76.395	 -0.030	  0.267
          12867	  0.020	 75.767	 -0.031	  0.275
          12868	  0.020	 75.349	 -0.030	  0.275
          12869	  0.010	 73.884	 -0.028	  0.284
          12870	  0.020	 73.884	 -0.027	  0.272
          12871	  0.015	 73.046	 -0.026	  0.280
          12872	  0.030	 72.209	 -0.021	  0.277
          12873	  0.030	 71.791	 -0.022	  0.277
          12874	  0.030	 71.163	 -0.024	  0.278
          12875	  0.030	 70.953	 -0.022	  0.284
          12876	  0.030	 70.326	 -0.021	  0.290
          12877	  0.040	 69.488	 -0.021	  0.293
          12878	  0.030	 69.279	 -0.024	  0.310
          12879	  0.040	 68.023	 -0.026	  0.307
          12880	  0.040	 67.605	 -0.026	  0.312
          12881	  0.050	 67.186	 -0.026	  0.296
          12882	  0.035	 66.349	 -0.026	  0.314
          12883	  0.040	 65.930	 -0.026	  0.306
          12884	  0.035	 65.930	 -0.025	  0.301
          12885	  0.050	 65.093	 -0.027	  0.290
          12886	  0.040	 64.465	 -0.026	  0.306
          12887	  0.050	 64.046	 -0.025	  0.306
          12888	  0.055	 63.837	 -0.027	  0.300
          12889	  0.040	 63.209	 -0.031	  0.309
          12890	  0.030	 62.791	 -0.032	  0.322
          12891	  0.060	 62.163	 -0.032	  0.326
          12892	  0.040	 62.581	 -0.036	  0.336
          12893	  0.040	 62.163	 -0.037	  0.336
          12894	  0.035	 61.953	 -0.039	  0.336
          12895	  0.040	 62.163	 -0.038	  0.335
          12896	  0.035	 62.163	 -0.038	  0.326
          12897	  0.045	 61.953	 -0.034	  0.326
          12898	  0.050	 61.744	 -0.033	  0.319
          12899	  0.055	 62.163	 -0.033	  0.329
          12900	  0.055	 62.163	 -0.029	  0.326
          12901	  0.055	 62.163	 -0.024	  0.342
          12902	  0.040	 62.581	 -0.022	  0.352
          12903	  0.060	 62.372	 -0.021	  0.371
          12904	  0.055	 63.000	 -0.021	  0.365
          12905	  0.050	 63.209	 -0.019	  0.368
          12906	  0.060	 63.209	 -0.018	  0.371
          12907	  0.040	 63.837	 -0.017	  0.377
          12908	  0.050	 63.837	 -0.018	  0.359
          12909	  0.055	 64.046	 -0.017	  0.372
          12910	  0.060	 64.884	 -0.022	  0.371
          12911	  0.055	 64.884	 -0.023	  0.371
          12912	  0.060	 65.302	 -0.024	  0.377
          12913	  0.060	 65.721	 -0.026	  0.394
          12914	  0.060	 66.140	 -0.026	  0.396
          12915	  0.055	 66.349	 -0.024	  0.407
          12916	  0.065	 66.558	 -0.022	  0.429
          12917	  0.060	 67.395	 -0.023	  0.426
          12918	  0.060	 67.186	 -0.025	  0.419
          12919	  0.060	 67.395	 -0.026	  0.414
          12920	  0.055	 67.814	 -0.027	  0.423
          12921	  0.065	 68.023	 -0.026	  0.417
          12922	  0.060	 68.023	 -0.022	  0.416
          12923	  0.065	 68.442	 -0.021	  0.416
          12924	  0.080	 68.860	 -0.022	  0.433
          12925	  0.060	 68.233	 -0.020	  0.435
          12926	  0.075	 68.233	 -0.017	  0.445
          12927	  0.080	 68.023	 -0.015	  0.446
          12928	  0.080	 68.233	 -0.014	  0.464
          12929	  0.060	 68.651	 -0.013	  0.464
          12930	  0.070	 68.651	 -0.013	  0.478
          12931	  0.075	 68.860	 -0.013	  0.459
          12932	  0.090	 68.442	 -0.013	  0.464
          12933	  0.080	 68.233	 -0.012	  0.452
          12934	  0.100	 68.023	 -0.011	  0.461
          12935	  0.080	 68.023	 -0.011	  0.449
          12936	  0.090	 67.605	 -0.011	  0.455
          12937	  0.080	 67.395	 -0.011	  0.464
          12938	  0.080	 67.395	 -0.014	  0.490
          12939	  0.080	 67.186	 -0.017	  0.496
          12940	  0.090	 66.349	 -0.017	  0.501
          12941	  0.095	 66.349	 -0.016	  0.520
          12942	  0.100	 66.349	 -0.018	  0.506
          12943	  0.090	 66.349	 -0.018	  0.514
          12944	  0.080	 65.512	 -0.016	  0.504
          12945	  0.085	 65.302	 -0.016	  0.509
          12946	  0.090	 65.512	 -0.015	  0.506
          12947	  0.090	 65.302	 -0.014	  0.514
          12948	  0.080	 64.674	 -0.013	  0.514
          12949	  0.100	 64.465	 -0.014	  0.516
          12950	  0.085	 63.837	 -0.014	  0.541
          12951	  0.095	 63.628	 -0.012	  0.541
          12952	  0.100	 63.419	 -0.011	  0.533
          12953	  0.100	 63.000	 -0.013	  0.549
          12954	  0.085	 62.791	 -0.014	  0.541
          12955	  0.090	 61.953	 -0.014	  0.551
          12956	  0.100	 61.953	 -0.014	  0.543
          12957	  0.080	 61.535	 -0.013	  0.558
          12958	  0.095	 61.116	 -0.012	  0.552
          12959	  0.090	 61.116	 -0.013	  0.562
          12960	  0.095	 60.907	 -0.015	  0.562
          12961	  0.110	 60.488	 -0.017	  0.571
          12962	  0.115	 60.279	 -0.017	  0.583
          12963	  0.120	 59.651	 -0.020	  0.603
          12964	  0.105	 59.442	 -0.022	  0.600
          12965	  0.115	 58.814	 -0.020	  0.603
          12966	  0.125	 58.605	 -0.017	  0.628
          12967	  0.120	 58.395	 -0.019	  0.604
          12968	  0.130	 58.186	 -0.017	  0.616
          12969	  0.140	 57.140	 -0.017	  0.609
          12970	  0.145	 57.349	 -0.017	  0.596
          12971	  0.155	 57.140	 -0.017	  0.597
          12972	  0.155	 56.302	 -0.015	  0.622
          12973	  0.140	 56.302	 -0.017	  0.612
          12974	  0.140	 55.674	 -0.019	  0.616
          12975	  0.135	 55.674	 -0.020	  0.636
          12976	  0.135	 55.674	 -0.020	  0.632
          12977	  0.135	 55.256	 -0.021	  0.643
          12978	  0.125	 55.046	 -0.021	  0.664
          12979	  0.105	 54.628	 -0.020	  0.641
          12980	  0.105	 54.209	 -0.018	  0.641
          12981	  0.100	 54.209	 -0.014	  0.641
          12982	  0.100	 53.791	 -0.012	  0.652
          12983	  0.095	 53.791	 -0.011	  0.625
          12984	  0.075	 53.581	 -0.009	  0.638
          12985	  0.085	 53.372	 -0.011	  0.649
          12986	  0.080	 52.953	 -0.012	  0.659
          12987	  0.075	 52.953	 -0.009	  0.661
          12988	  0.060	 52.953	 -0.011	  0.667
          12989	  0.080	 52.744	 -0.011	  0.672
          12990	  0.060	 52.116	 -0.009	  0.684
          12991	  0.070	 51.907	 -0.005	  0.683
          12992	  0.090	 52.326	 -0.006	  0.683
          12993	  0.095	 51.698	 -0.007	  0.678
          12994	  0.095	 51.279	 -0.005	  0.672
          12995	  0.095	 51.279	 -0.006	  0.674
          12996	  0.095	 51.070	 -0.009	  0.667
          12997	  0.090	 51.070	 -0.012	  0.671
          12998	  0.080	 50.651	 -0.015	  0.672
          12999	  0.080	 51.070	 -0.021	  0.683
          13000	  0.085	 50.860	 -0.026	  0.693
          13001	  0.100	 50.651	 -0.028	  0.701
          13002	  0.100	 50.233	 -0.032	  0.690
          13003	  0.120	 50.442	 -0.036	  0.710
          13004	  0.145	 50.023	 -0.036	  0.709
          13005	  0.205	 50.233	 -0.032	  0.714
          13006	  0.320	 49.814	 -0.025	  0.688
          13007	  0.470	 50.233	 -0.020	  0.703
          13008	  0.670	 49.605	 -0.008	  0.681
          13009	  0.830	 50.023	 -0.005	  0.704
          13010	  0.900	 49.814	 -0.006	  0.716
          13011	  0.745	 49.186	 -0.011	  0.701
          13012	  0.495	 49.186	 -0.019	  0.732
          13013	  0.140	 49.395	 -0.033	  0.733
          13014	 -0.160	 48.977	 -0.040	  0.736
          13015	 -0.260	 48.558	 -0.042	  0.748
          13016	 -0.280	 48.977	 -0.037	  0.751
          13017	 -0.180	 48.767	 -0.038	  0.742
          13018	 -0.080	 48.767	 -0.037	  0.732
          13019	 -0.010	 48.349	 -0.034	  0.728
          13020	  0.010	 48.349	 -0.033	  0.736
          13021	  0.035	 48.767	 -0.030	  0.741
          13022	  0.060	 48.767	 -0.027	  0.757
          13023	  0.090	 48.767	 -0.026	  0.742
          13024	  0.090	 47.930	 -0.027	  0.754
          13025	  0.090	 48.558	 -0.027	  0.759
          13026	  0.080	 48.767	 -0.025	  0.775
          13027	  0.080	 48.349	 -0.026	  0.771
          13028	  0.080	 48.349	 -0.029	  0.778
          13029	  0.080	 48.767	 -0.030	  0.764
          13030	  0.085	 48.767	 -0.030	  0.771
          13031	  0.095	 48.558	 -0.029	  0.755
          13032	  0.095	 48.558	 -0.029	  0.770
          13033	  0.100	 48.140	 -0.029	  0.765
          13034	  0.100	 48.767	 -0.026	  0.770
          13035	  0.100	 48.767	 -0.029	  0.772
          13036	  0.095	 48.349	 -0.028	  0.787
          13037	  0.100	 48.558	 -0.027	  0.794
          13038	  0.110	 48.767	 -0.029	  0.806
          13039	  0.110	 48.349	 -0.030	  0.801
          13040	  0.115	 48.349	 -0.030	  0.800
          13041	  0.115	 48.140	 -0.030	  0.796
          13042	  0.110	 48.767	 -0.032	  0.797
          13043	  0.120	 48.767	 -0.034	  0.797
          13044	  0.130	 48.349	 -0.033	  0.793
          13045	  0.130	 47.930	 -0.033	  0.797
          13046	  0.130	 48.140	 -0.031	  0.797
          13047	  0.120	 48.349	 -0.029	  0.809
          13048	  0.125	 47.930	 -0.030	  0.806
          13049	  0.120	 47.930	 -0.032	  0.809
          13050	  0.135	 47.721	 -0.029	  0.813
          13051	  0.150	 47.721	 -0.026	  0.833
          13052	  0.140	 47.930	 -0.026	  0.820
          13053	  0.140	 47.721	 -0.027	  0.823
          13054	  0.160	 47.512	 -0.027	  0.812
          13055	  0.160	 47.930	 -0.027	  0.826
          13056	  0.160	 48.977	 -0.027	  0.813
          13057	  0.160	 48.767	 -0.029	  0.820
          13058	  0.160	 50.233	 -0.033	  0.804
          13059	  0.170	 51.698	 -0.038	  0.812
          13060	  0.170	 53.581	 -0.041	  0.812
          13061	  0.185	 55.465	 -0.044	  0.830
          13062	  0.180	 58.395	 -0.042	  0.841
          13063	  0.175	 60.907	 -0.043	  0.833
          13064	  0.195	 63.837	 -0.042	  0.842
          13065	  0.205	 66.349	 -0.037	  0.848
          13066	  0.195	 69.698	 -0.032	  0.828
          13067	  0.200	 73.046	 -0.030	  0.817
          13068	  0.210	 75.977	 -0.028	  0.832
          13069	  0.215	 78.907	 -0.024	  0.830
          13070	  0.220	 83.093	 -0.022	  0.836
          13071	  0.230	 86.233	 -0.020	  0.833
          13072	  0.220	 89.163	 -0.015	  0.832
          13073	  0.220	 92.093	 -0.011	  0.841
          13074	  0.230	 94.814	 -0.012	  0.858
          13075	  0.220	 97.744	 -0.009	  0.857
          13076	  0.220	100.256	 -0.008	  0.858
          13077	  0.220	102.558	 -0.008	  0.864
          13078	  0.225	104.651	 -0.010	  0.854
          13079	  0.230	107.163	 -0.009	  0.849
          13080	  0.215	109.046	 -0.009	  0.858
          13081	  0.200	110.093	 -0.010	  0.835
          13082	  0.205	111.558	 -0.011	  0.848
          13083	  0.195	112.395	 -0.015	  0.846
          13084	  0.190	113.023	 -0.017	  0.849
          13085	  0.175	113.233	 -0.021	  0.864
          13086	  0.160	112.814	 -0.022	  0.877
          13087	  0.135	112.395	 -0.024	  0.868
          13088	  0.115	112.186	 -0.027	  0.881
          13089	  0.100	110.930	 -0.029	  0.875
          13090	  0.100	110.093	 -0.025	  0.875
          13091	  0.080	109.046	 -0.020	  0.870
          13092	  0.075	107.791	 -0.017	  0.870
          13093	  0.055	106.116	 -0.014	  0.864
          13094	  0.040	104.023	 -0.010	  0.857
          13095	  0.030	103.186	 -0.008	  0.859
          13096	  0.020	101.512	 -0.004	  0.855
          13097	  0.020	 99.837	 -0.001	  0.864
          13098	  0.015	 97.744	 -0.000	  0.868
          13099	  0.005	 96.488	 -0.003	  0.881
          13100	  0.005	 94.605	 -0.003	  0.880
          13101	 -0.000	 93.139	 -0.001	  0.877
          13102	 -0.000	 91.674	 -0.001	  0.861
          13103	 -0.000	 90.419	 -0.003	  0.859
          13104	 -0.000	 88.535	 -0.003	  0.845
          13105	 -0.000	 87.488	 -0.001	  0.848
          13106	  0.005	 86.651	 -0.000	  0.836
          13107	  0.005	 84.977	  0.001	  0.851
          13108	  0.005	 83.930	 -0.000	  0.851
          13109	  0.005	 83.093	 -0.002	  0.858
          13110	  0.015	 81.837	 -0.006	  0.858
          13111	 -0.000	 81.419	 -0.007	  0.862
          13112	  0.005	 80.163	 -0.009	  0.864
          13113	 -0.000	 79.535	 -0.012	  0.868
          13114	  0.005	 78.488	 -0.019	  0.857
          13115	  0.010	 77.233	 -0.017	  0.848
          13116	  0.015	 77.023	 -0.018	  0.833
          13117	  0.025	 76.605	 -0.022	  0.830
          13118	  0.020	 76.395	 -0.024	  0.829
          13119	  0.010	 75.349	 -0.023	  0.807
          13120	  0.005	 75.139	 -0.026	  0.823
          13121	  0.030	 74.093	 -0.026	  0.812
          13122	  0.025	 74.093	 -0.024	  0.820
          13123	  0.025	 73.046	 -0.025	  0.829
          13124	  0.025	 72.837	 -0.024	  0.825
          13125	  0.030	 71.791	 -0.023	  0.825
          13126	  0.035	 71.372	 -0.017	  0.826
          13127	  0.040	 70.953	 -0.014	  0.812
          13128	  0.025	 70.326	 -0.013	  0.801
          13129	  0.045	 69.698	 -0.012	  0.794
          13130	  0.025	 68.860	 -0.007	  0.783
          13131	  0.040	 68.023	 -0.003	  0.765
          13132	  0.040	 67.605	  0.001	  0.764
          13133	  0.045	 66.767	  0.003	  0.757
          13134	  0.050	 66.140	  0.004	  0.761
          13135	  0.050	 66.140	  0.002	  0.758
          13136	  0.045	 65.512	 -0.000	  0.771
          13137	  0.045	 65.093	 -0.001	  0.768
          13138	  0.045	 65.093	 -0.004	  0.771
          13139	  0.050	 64.674	 -0.008	  0.758
          13140	  0.060	 63.837	 -0.007	  0.746
          13141	  0.045	 63.837	 -0.007	  0.730
          13142	  0.050	 63.628	 -0.012	  0.728
          13143	  0.045	 63.419	 -0.017	  0.735
          13144	  0.045	 63.000	 -0.018	  0.707
          13145	  0.040	 63.628	 -0.024	  0.725
          13146	  0.060	 63.000	 -0.023	  0.709
          13147	  0.040	 63.628	 -0.023	  0.719
          13148	  0.030	 63.000	 -0.024	  0.712
          13149	  0.060	 63.628	 -0.026	  0.713
          13150	  0.040	 63.837	 -0.026	  0.707
