sample interval	    ECG	     BP	(C3-O1)	(nasal)
          10566	  0.066	 76.421	 -0.008	 -0.049
          10567	  0.074	 76.276	 -0.010	 -0.050
          10568	  0.084	 76.421	 -0.009	 -0.051
          10569	  0.080	 76.421	 -0.009	 -0.052
          10570	  0.086	 76.421	 -0.007	 -0.054
          10571	  0.098	 76.855	 -0.006	 -0.056
          10572	  0.100	 76.855	 -0.008	 -0.057
          10573	  0.108	 77.289	 -0.010	 -0.058
          10574	  0.120	 77.868	 -0.012	 -0.059
          10575	  0.120	 78.882	 -0.015	 -0.060
          10576	  0.138	 79.895	 -0.015	 -0.061
          10577	  0.146	 81.487	 -0.012	 -0.064
          10578	  0.144	 82.934	 -0.008	 -0.065
          10579	  0.152	 84.526	 -0.006	 -0.066
          10580	  0.160	 85.974	 -0.007	 -0.065
          10581	  0.166	 88.145	 -0.008	 -0.065
          10582	  0.182	 90.026	 -0.011	 -0.065
          10583	  0.182	 91.763	 -0.014	 -0.067
          10584	  0.196	 93.934	 -0.011	 -0.068
          10585	  0.204	 96.105	 -0.009	 -0.069
          10586	  0.214	 98.132	 -0.008	 -0.072
          10587	  0.224	100.447	 -0.005	 -0.073
          10588	  0.232	102.908	 -0.005	 -0.075
          10589	  0.236	105.224	 -0.006	 -0.076
          10590	  0.250	107.250	 -0.011	 -0.076
          10591	  0.256	109.711	 -0.011	 -0.078
          10592	  0.264	111.592	 -0.014	 -0.080
          10593	  0.270	113.763	 -0.015	 -0.080
          10594	  0.262	115.934	 -0.015	 -0.081
          10595	  0.264	117.961	 -0.015	 -0.083
          10596	  0.254	119.697	 -0.012	 -0.083
          10597	  0.246	121.145	 -0.014	 -0.083
          10598	  0.240	122.447	 -0.012	 -0.083
          10599	  0.226	123.750	 -0.013	 -0.084
          10600	  0.208	124.329	 -0.013	 -0.085
          10601	  0.184	125.053	 -0.011	 -0.088
          10602	  0.154	125.342	 -0.010	 -0.089
          10603	  0.138	125.776	 -0.009	 -0.091
          10604	  0.088	125.921	 -0.008	 -0.094
          10605	  0.064	125.342	 -0.009	 -0.094
          10606	  0.040	125.342	 -0.007	 -0.096
          10607	  0.012	124.763	 -0.005	 -0.095
          10608	 -0.004	124.329	 -0.005	 -0.094
          10609	 -0.018	123.316	 -0.007	 -0.093
          10610	 -0.040	122.592	 -0.009	 -0.092
          10611	 -0.048	121.434	 -0.013	 -0.093
          10612	 -0.068	121.000	 -0.014	 -0.094
          10613	 -0.068	119.987	 -0.014	 -0.092
          10614	 -0.066	118.684	 -0.014	 -0.094
          10615	 -0.074	117.382	 -0.015	 -0.094
          10616	 -0.076	116.658	 -0.013	 -0.096
          10617	 -0.064	114.921	 -0.012	 -0.095
          10618	 -0.068	113.763	 -0.011	 -0.097
          10619	 -0.064	112.895	 -0.010	 -0.098
          10620	 -0.060	111.737	 -0.011	 -0.099
          10621	 -0.060	110.868	 -0.013	 -0.100
          10622	 -0.054	110.000	 -0.015	 -0.102
          10623	 -0.048	109.132	 -0.016	 -0.104
          10624	 -0.050	108.263	 -0.015	 -0.105
          10625	 -0.048	107.395	 -0.012	 -0.106
          10626	 -0.040	106.382	 -0.010	 -0.107
          10627	 -0.038	105.513	 -0.008	 -0.110
          10628	 -0.032	104.934	 -0.008	 -0.112
          10629	 -0.038	104.645	 -0.008	 -0.114
          10630	 -0.032	103.632	 -0.007	 -0.114
          10631	 -0.024	102.763	 -0.005	 -0.115
          10632	 -0.024	102.618	 -0.007	 -0.116
          10633	 -0.030	101.895	 -0.008	 -0.116
          10634	 -0.022	101.026	 -0.009	 -0.116
          10635	 -0.022	100.882	 -0.014	 -0.116
          10636	 -0.022	100.303	 -0.015	 -0.117
          10637	 -0.016	 99.868	 -0.014	 -0.117
          10638	 -0.008	 99.289	 -0.012	 -0.117
          10639	 -0.000	 98.566	 -0.009	 -0.117
          10640	 -0.012	 98.421	 -0.005	 -0.117
          10641	 -0.000	 97.697	 -0.005	 -0.118
          10642	 -0.000	 97.118	 -0.003	 -0.118
          10643	  0.006	 96.395	 -0.003	 -0.118
          10644	 -0.000	 95.961	 -0.007	 -0.119
          10645	  0.006	 95.237	 -0.009	 -0.119
          10646	  0.006	 94.658	 -0.014	 -0.120
          10647	  0.010	 93.934	 -0.015	 -0.119
          10648	  0.010	 93.645	 -0.015	 -0.120
          10649	  0.016	 93.066	 -0.012	 -0.120
          10650	  0.014	 92.632	 -0.012	 -0.120
          10651	  0.016	 92.342	 -0.013	 -0.120
          10652	  0.016	 92.197	 -0.013	 -0.120
          10653	  0.022	 91.618	 -0.014	 -0.121
          10654	  0.012	 91.184	 -0.015	 -0.121
          10655	  0.024	 91.184	 -0.014	 -0.123
          10656	  0.018	 90.605	 -0.012	 -0.124
          10657	  0.030	 90.461	 -0.008	 -0.124
          10658	  0.022	 90.461	 -0.006	 -0.124
          10659	  0.024	 90.461	 -0.002	 -0.122
          10660	  0.024	 90.316	 -0.001	 -0.121
          10661	  0.014	 90.171	 -0.002	 -0.119
          10662	  0.022	 90.316	 -0.003	 -0.119
          10663	  0.028	 90.171	 -0.004	 -0.118
          10664	  0.024	 90.026	 -0.006	 -0.119
          10665	  0.024	 90.605	 -0.007	 -0.120
          10666	  0.030	 90.605	 -0.007	 -0.120
          10667	  0.034	 90.461	 -0.009	 -0.121
          10668	  0.034	 91.039	 -0.008	 -0.122
          10669	  0.032	 91.039	 -0.008	 -0.122
          10670	  0.032	 91.184	 -0.006	 -0.124
          10671	  0.034	 91.618	 -0.005	 -0.124
          10672	  0.032	 91.908	 -0.008	 -0.125
          10673	  0.040	 92.342	 -0.009	 -0.124
          10674	  0.048	 92.342	 -0.010	 -0.124
          10675	  0.040	 92.921	 -0.012	 -0.124
          10676	  0.040	 93.355	 -0.013	 -0.126
          10677	  0.040	 93.645	 -0.014	 -0.129
          10678	  0.040	 93.789	 -0.012	 -0.130
          10679	  0.046	 94.224	 -0.011	 -0.131
          10680	  0.048	 94.368	 -0.008	 -0.132
          10681	  0.046	 94.513	 -0.006	 -0.134
          10682	  0.044	 95.237	 -0.006	 -0.137
          10683	  0.042	 95.526	 -0.006	 -0.137
          10684	  0.048	 95.237	 -0.006	 -0.136
          10685	  0.048	 95.382	 -0.010	 -0.139
          10686	  0.052	 95.237	 -0.010	 -0.139
          10687	  0.050	 95.671	 -0.014	 -0.140
          10688	  0.068	 95.382	 -0.013	 -0.142
          10689	  0.064	 94.803	 -0.014	 -0.141
          10690	  0.044	 95.382	 -0.014	 -0.142
          10691	  0.056	 95.237	 -0.013	 -0.143
          10692	  0.060	 94.803	 -0.012	 -0.144
          10693	  0.064	 94.658	 -0.013	 -0.144
          10694	  0.064	 94.368	 -0.011	 -0.144
          10695	  0.070	 94.079	 -0.008	 -0.145
          10696	  0.070	 93.934	 -0.008	 -0.145
          10697	  0.072	 93.645	 -0.008	 -0.146
          10698	  0.068	 93.500	 -0.010	 -0.146
          10699	  0.080	 92.921	 -0.011	 -0.146
          10700	  0.072	 93.066	 -0.012	 -0.148
          10701	  0.082	 92.197	 -0.011	 -0.148
          10702	  0.084	 92.342	 -0.012	 -0.148
          10703	  0.090	 91.908	 -0.012	 -0.149
          10704	  0.086	 91.763	 -0.008	 -0.150
          10705	  0.092	 90.750	 -0.009	 -0.150
          10706	  0.104	 91.184	 -0.009	 -0.151
          10707	  0.104	 90.895	 -0.009	 -0.152
          10708	  0.106	 90.605	 -0.012	 -0.153
          10709	  0.112	 90.316	 -0.013	 -0.153
          10710	  0.124	 89.882	 -0.010	 -0.152
          10711	  0.124	 89.447	 -0.010	 -0.153
          10712	  0.136	 89.303	 -0.009	 -0.153
          10713	  0.146	 89.013	 -0.006	 -0.152
          10714	  0.140	 88.868	 -0.006	 -0.153
          10715	  0.134	 88.289	 -0.006	 -0.152
          10716	  0.122	 88.145	 -0.005	 -0.154
          10717	  0.110	 88.145	 -0.005	 -0.153
          10718	  0.122	 87.421	 -0.007	 -0.153
          10719	  0.124	 87.566	 -0.005	 -0.151
          10720	  0.128	 87.132	 -0.005	 -0.150
          10721	  0.120	 87.132	 -0.007	 -0.148
          10722	  0.110	 86.697	 -0.009	 -0.148
          10723	  0.098	 86.553	 -0.013	 -0.147
          10724	  0.098	 85.974	 -0.016	 -0.147
          10725	  0.074	 85.974	 -0.018	 -0.148
          10726	  0.064	 85.395	 -0.018	 -0.148
          10727	  0.058	 85.250	 -0.015	 -0.149
          10728	  0.064	 85.250	 -0.014	 -0.150
          10729	  0.062	 85.105	 -0.012	 -0.150
          10730	  0.066	 84.237	 -0.013	 -0.149
          10731	  0.056	 84.671	 -0.011	 -0.149
          10732	  0.072	 84.671	 -0.011	 -0.150
          10733	  0.058	 84.237	 -0.009	 -0.150
          10734	  0.058	 83.947	 -0.008	 -0.152
          10735	  0.068	 83.658	 -0.005	 -0.151
          10736	  0.072	 83.513	 -0.004	 -0.150
          10737	  0.064	 83.658	 -0.004	 -0.152
          10738	  0.068	 83.368	 -0.004	 -0.150
          10739	  0.060	 83.368	 -0.001	 -0.150
          10740	  0.064	 83.368	 -0.002	 -0.150
          10741	  0.070	 83.079	 -0.003	 -0.149
          10742	  0.064	 82.789	 -0.001	 -0.150
          10743	  0.066	 82.789	 -0.004	 -0.150
          10744	  0.080	 82.500	 -0.002	 -0.148
          10745	  0.080	 82.066	  0.001	 -0.149
          10746	  0.078	 82.211	 -0.001	 -0.148
          10747	  0.072	 82.355	 -0.003	 -0.148
          10748	  0.072	 82.066	 -0.006	 -0.147
          10749	  0.064	 81.776	 -0.009	 -0.147
          10750	  0.016	 81.921	 -0.013	 -0.148
          10751	 -0.010	 81.921	 -0.015	 -0.147
          10752	 -0.022	 81.487	 -0.014	 -0.146
          10753	  0.008	 81.342	 -0.012	 -0.147
          10754	  0.116	 81.487	 -0.011	 -0.147
          10755	  0.288	 81.053	 -0.011	 -0.147
          10756	  0.538	 81.342	 -0.014	 -0.147
          10757	  0.800	 80.763	 -0.016	 -0.147
          10758	  1.048	 81.342	 -0.018	 -0.147
          10759	  1.244	 81.053	 -0.013	 -0.147
          10760	  1.352	 81.197	 -0.010	 -0.147
          10761	  1.344	 80.763	 -0.002	 -0.147
          10762	  1.072	 80.908	  0.003	 -0.147
          10763	  0.566	 80.763	  0.006	 -0.147
          10764	  0.148	 80.763	  0.007	 -0.150
          10765	 -0.240	 80.474	  0.003	 -0.151
          10766	 -0.300	 80.763	 -0.001	 -0.153
          10767	 -0.182	 80.763	 -0.005	 -0.153
          10768	 -0.046	 80.329	 -0.012	 -0.153
          10769	  0.008	 80.184	 -0.015	 -0.153
          10770	  0.002	 80.039	 -0.018	 -0.154
          10771	 -0.008	 79.750	 -0.017	 -0.153
          10772	 -0.012	 79.605	 -0.017	 -0.152
          10773	 -0.008	 79.605	 -0.014	 -0.153
          10774	 -0.006	 79.605	 -0.010	 -0.153
          10775	 -0.014	 79.171	 -0.006	 -0.153
          10776	  0.006	 79.026	 -0.001	 -0.154
          10777	 -0.004	 79.171	 -0.001	 -0.154
          10778	  0.002	 79.026	  0.002	 -0.154
          10779	  0.006	 79.171	  0.000	 -0.154
          10780	  0.004	 79.026	 -0.002	 -0.154
          10781	  0.008	 78.737	 -0.005	 -0.152
          10782	  0.012	 78.447	 -0.006	 -0.152
          10783	  0.010	 78.303	 -0.008	 -0.152
          10784	  0.022	 77.868	 -0.009	 -0.152
          10785	  0.024	 78.447	 -0.009	 -0.152
          10786	  0.020	 78.013	 -0.010	 -0.150
          10787	  0.026	 78.158	 -0.009	 -0.150
          10788	  0.028	 77.868	 -0.006	 -0.149
          10789	  0.038	 77.868	 -0.005	 -0.149
          10790	  0.038	 77.724	 -0.003	 -0.147
          10791	  0.038	 77.434	 -0.003	 -0.148
          10792	  0.040	 77.724	 -0.005	 -0.148
          10793	  0.048	 77.724	 -0.009	 -0.146
          10794	  0.048	 77.289	 -0.010	 -0.145
          10795	  0.050	 76.855	 -0.016	 -0.145
          10796	  0.052	 76.711	 -0.017	 -0.144
          10797	  0.064	 76.566	 -0.018	 -0.143
          10798	  0.064	 76.421	 -0.017	 -0.142
          10799	  0.078	 76.132	 -0.014	 -0.141
          10800	  0.078	 76.566	 -0.010	 -0.142
          10801	  0.082	 76.132	 -0.007	 -0.141
          10802	  0.080	 76.711	 -0.004	 -0.140
          10803	  0.086	 77.145	 -0.001	 -0.140
          10804	  0.092	 77.434	 -0.001	 -0.139
          10805	  0.104	 77.724	  0.000	 -0.138
          10806	  0.108	 78.447	  0.002	 -0.138
          10807	  0.110	 79.316	  0.005	 -0.138
          10808	  0.112	 80.618	  0.003	 -0.140
          10809	  0.128	 81.921	  0.001	 -0.140
          10810	  0.136	 83.368	 -0.000	 -0.141
          10811	  0.138	 85.105	 -0.005	 -0.141
          10812	  0.148	 87.276	 -0.006	 -0.142
          10813	  0.158	 88.868	 -0.010	 -0.141
          10814	  0.164	 90.750	 -0.011	 -0.139
          10815	  0.180	 92.342	 -0.014	 -0.140
          10816	  0.196	 94.658	 -0.015	 -0.140
          10817	  0.198	 96.684	 -0.013	 -0.139
          10818	  0.216	 98.711	 -0.010	 -0.138
          10819	  0.220	100.882	 -0.011	 -0.136
          10820	  0.240	103.342	 -0.007	 -0.136
          10821	  0.234	105.658	 -0.005	 -0.136
          10822	  0.254	107.974	 -0.005	 -0.137
          10823	  0.260	110.145	 -0.003	 -0.135
          10824	  0.258	112.605	 -0.002	 -0.135
          10825	  0.270	114.632	 -0.004	 -0.135
          10826	  0.270	116.079	 -0.005	 -0.134
          10827	  0.280	118.539	 -0.009	 -0.134
          10828	  0.264	120.276	 -0.009	 -0.132
          10829	  0.266	122.158	 -0.011	 -0.132
          10830	  0.256	123.605	 -0.012	 -0.131
          10831	  0.236	124.618	 -0.010	 -0.130
          10832	  0.232	125.197	 -0.011	 -0.129
          10833	  0.204	125.921	 -0.011	 -0.129
          10834	  0.180	126.645	 -0.011	 -0.129
          10835	  0.144	126.645	 -0.011	 -0.130
          10836	  0.116	126.789	 -0.011	 -0.128
          10837	  0.096	126.934	 -0.012	 -0.129
          10838	  0.056	126.066	 -0.014	 -0.128
          10839	  0.030	126.211	 -0.016	 -0.128
          10840	  0.008	125.487	 -0.016	 -0.127
          10841	 -0.008	124.618	 -0.015	 -0.126
          10842	 -0.026	124.039	 -0.012	 -0.125
          10843	 -0.040	123.171	 -0.009	 -0.124
          10844	 -0.052	122.013	 -0.006	 -0.123
          10845	 -0.062	120.711	 -0.008	 -0.122
          10846	 -0.064	119.842	 -0.006	 -0.121
          10847	 -0.068	119.118	 -0.007	 -0.120
          10848	 -0.076	118.105	 -0.009	 -0.120
          10849	 -0.078	116.803	 -0.009	 -0.118
          10850	 -0.078	116.079	 -0.009	 -0.118
          10851	 -0.076	114.776	 -0.010	 -0.116
          10852	 -0.064	113.763	 -0.010	 -0.116
          10853	 -0.068	112.605	 -0.011	 -0.115
          10854	 -0.066	112.316	 -0.012	 -0.115
          10855	 -0.060	111.158	 -0.012	 -0.114
          10856	 -0.064	110.434	 -0.013	 -0.114
          10857	 -0.058	109.855	 -0.011	 -0.114
          10858	 -0.062	109.132	 -0.012	 -0.114
          10859	 -0.052	108.408	 -0.010	 -0.113
          10860	 -0.046	107.539	 -0.011	 -0.112
          10861	 -0.042	107.250	 -0.012	 -0.112
          10862	 -0.042	106.237	 -0.013	 -0.112
          10863	 -0.028	105.658	 -0.013	 -0.111
          10864	 -0.028	105.368	 -0.014	 -0.111
          10865	 -0.036	104.789	 -0.013	 -0.109
          10866	 -0.028	104.066	 -0.013	 -0.110
          10867	 -0.018	103.632	 -0.011	 -0.110
          10868	 -0.026	103.197	 -0.010	 -0.109
          10869	 -0.016	102.763	 -0.012	 -0.109
          10870	 -0.016	102.184	 -0.013	 -0.108
          10871	 -0.022	102.184	 -0.015	 -0.108
          10872	 -0.002	101.605	 -0.015	 -0.108
          10873	 -0.008	101.026	 -0.017	 -0.107
          10874	 -0.002	100.592	 -0.017	 -0.106
          10875	 -0.012	100.158	 -0.016	 -0.106
          10876	 -0.000	 99.289	 -0.015	 -0.106
          10877	 -0.008	 99.000	 -0.013	 -0.106
          10878	 -0.000	 98.132	 -0.012	 -0.105
          10879	 -0.000	 97.842	 -0.012	 -0.106
          10880	 -0.000	 97.263	 -0.013	 -0.104
          10881	  0.002	 96.539	 -0.015	 -0.106
          10882	  0.002	 96.105	 -0.015	 -0.106
          10883	  0.008	 95.526	 -0.014	 -0.106
          10884	  0.008	 95.237	 -0.016	 -0.107
          10885	  0.008	 94.658	 -0.015	 -0.107
          10886	  0.014	 94.224	 -0.017	 -0.107
          10887	  0.014	 94.079	 -0.019	 -0.108
          10888	  0.018	 93.500	 -0.020	 -0.108
          10889	  0.018	 93.500	 -0.022	 -0.108
          10890	  0.022	 92.776	 -0.021	 -0.108
          10891	  0.020	 92.776	 -0.020	 -0.108
          10892	  0.020	 92.632	 -0.017	 -0.107
          10893	  0.022	 92.053	 -0.020	 -0.106
          10894	  0.028	 91.763	 -0.020	 -0.108
          10895	  0.024	 91.908	 -0.023	 -0.108
          10896	  0.030	 91.763	 -0.022	 -0.108
          10897	  0.024	 91.763	 -0.023	 -0.108
          10898	  0.026	 91.763	 -0.023	 -0.108
          10899	  0.032	 91.908	 -0.024	 -0.109
          10900	  0.024	 92.342	 -0.027	 -0.110
          10901	  0.028	 92.053	 -0.026	 -0.110
          10902	  0.026	 92.197	 -0.028	 -0.110
          10903	  0.036	 92.632	 -0.025	 -0.109
          10904	  0.028	 92.921	 -0.027	 -0.108
          10905	  0.032	 93.066	 -0.028	 -0.108
          10906	  0.032	 93.066	 -0.027	 -0.108
          10907	  0.038	 93.500	 -0.031	 -0.107
          10908	  0.040	 94.079	 -0.032	 -0.108
          10909	  0.044	 94.224	 -0.034	 -0.107
          10910	  0.046	 94.658	 -0.032	 -0.106
          10911	  0.048	 94.658	 -0.032	 -0.106
          10912	  0.046	 94.947	 -0.032	 -0.106
          10913	  0.048	 95.237	 -0.030	 -0.105
          10914	  0.054	 94.947	 -0.033	 -0.104
          10915	  0.044	 94.803	 -0.034	 -0.103
          10916	  0.048	 95.526	 -0.035	 -0.104
          10917	  0.046	 95.671	 -0.035	 -0.102
          10918	  0.050	 95.961	 -0.033	 -0.103
          10919	  0.044	 96.250	 -0.033	 -0.104
          10920	  0.054	 96.250	 -0.031	 -0.103
          10921	  0.052	 96.105	 -0.030	 -0.102
          10922	  0.056	 95.671	 -0.032	 -0.101
          10923	  0.048	 95.816	 -0.032	 -0.101
          10924	  0.056	 95.382	 -0.032	 -0.100
          10925	  0.052	 95.526	 -0.031	 -0.100
          10926	  0.058	 95.092	 -0.031	 -0.099
          10927	  0.058	 94.803	 -0.029	 -0.098
          10928	  0.064	 95.237	 -0.030	 -0.098
          10929	  0.056	 94.803	 -0.033	 -0.098
          10930	  0.070	 94.658	 -0.034	 -0.096
          10931	  0.062	 94.513	 -0.037	 -0.097
          10932	  0.070	 94.079	 -0.037	 -0.095
          10933	  0.060	 93.645	 -0.039	 -0.094
          10934	  0.072	 92.921	 -0.036	 -0.093
          10935	  0.074	 92.921	 -0.036	 -0.093
          10936	  0.076	 92.487	 -0.033	 -0.093
          10937	  0.082	 92.342	 -0.034	 -0.092
          10938	  0.082	 91.618	 -0.034	 -0.091
          10939	  0.082	 91.618	 -0.036	 -0.091
          10940	  0.082	 91.184	 -0.039	 -0.089
          10941	  0.096	 90.605	 -0.040	 -0.088
          10942	  0.104	 90.461	 -0.042	 -0.086
          10943	  0.106	 90.026	 -0.041	 -0.085
          10944	  0.118	 89.737	 -0.041	 -0.083
          10945	  0.126	 89.737	 -0.040	 -0.084
          10946	  0.122	 89.447	 -0.037	 -0.082
          10947	  0.132	 89.013	 -0.035	 -0.081
          10948	  0.140	 88.868	 -0.035	 -0.081
          10949	  0.140	 88.434	 -0.035	 -0.079
          10950	  0.142	 88.724	 -0.035	 -0.078
          10951	  0.148	 87.855	 -0.038	 -0.077
          10952	  0.140	 88.289	 -0.037	 -0.075
          10953	  0.138	 87.855	 -0.036	 -0.073
          10954	  0.128	 87.855	 -0.039	 -0.072
          10955	  0.132	 87.566	 -0.039	 -0.070
          10956	  0.124	 87.276	 -0.041	 -0.067
          10957	  0.120	 86.987	 -0.042	 -0.064
          10958	  0.112	 86.697	 -0.042	 -0.060
          10959	  0.112	 86.553	 -0.041	 -0.055
          10960	  0.104	 86.118	 -0.039	 -0.052
          10961	  0.084	 86.118	 -0.038	 -0.048
          10962	  0.088	 85.974	 -0.036	 -0.045
          10963	  0.064	 85.395	 -0.034	 -0.040
          10964	  0.062	 85.395	 -0.032	 -0.036
          10965	  0.056	 84.961	 -0.034	 -0.031
          10966	  0.056	 85.105	 -0.032	 -0.028
          10967	  0.056	 84.816	 -0.033	 -0.022
          10968	  0.058	 84.526	 -0.031	 -0.018
          10969	  0.066	 84.382	 -0.031	 -0.013
          10970	  0.066	 84.237	 -0.031	 -0.009
          10971	  0.068	 84.237	 -0.032	 -0.004
          10972	  0.064	 83.803	 -0.034	 -0.000
          10973	  0.066	 83.803	 -0.035	  0.005
          10974	  0.064	 83.658	 -0.035	  0.009
          10975	  0.056	 83.513	 -0.033	  0.014
          10976	  0.064	 83.224	 -0.034	  0.019
          10977	  0.060	 83.079	 -0.030	  0.024
          10978	  0.074	 82.934	 -0.030	  0.029
          10979	  0.056	 82.789	 -0.030	  0.031
          10980	  0.068	 82.355	 -0.031	  0.037
          10981	  0.076	 82.500	 -0.031	  0.041
          10982	  0.080	 82.211	 -0.031	  0.045
          10983	  0.064	 82.355	 -0.031	  0.049
          10984	  0.072	 81.921	 -0.031	  0.054
          10985	  0.070	 81.776	 -0.030	  0.059
          10986	  0.048	 81.921	 -0.032	  0.062
          10987	  0.032	 81.921	 -0.034	  0.066
          10988	 -0.000	 81.487	 -0.034	  0.071
          10989	 -0.024	 81.487	 -0.034	  0.075
          10990	 -0.008	 81.197	 -0.035	  0.079
          10991	  0.072	 81.342	 -0.034	  0.084
          10992	  0.222	 81.197	 -0.034	  0.087
          10993	  0.480	 81.197	 -0.034	  0.091
          10994	  0.732	 81.053	 -0.037	  0.095
          10995	  1.012	 81.197	 -0.036	  0.098
          10996	  1.240	 81.197	 -0.033	  0.102
          10997	  1.382	 80.763	 -0.033	  0.106
          10998	  1.386	 80.763	 -0.030	  0.110
          10999	  1.208	 80.329	 -0.025	  0.114
          11000	  0.676	 80.329	 -0.023	  0.118
          11001	  0.224	 80.184	 -0.020	  0.120
          11002	 -0.208	 80.184	 -0.020	  0.124
          11003	 -0.338	 80.184	 -0.021	  0.128
          11004	 -0.242	 80.184	 -0.025	  0.130
          11005	 -0.068	 79.750	 -0.027	  0.134
          11006	 -0.002	 79.895	 -0.026	  0.138
          11007	 -0.004	 79.605	 -0.025	  0.141
          11008	 -0.004	 79.316	 -0.023	  0.144
          11009	 -0.012	 79.461	 -0.021	  0.148
          11010	 -0.012	 79.316	 -0.021	  0.151
          11011	 -0.006	 78.737	 -0.019	  0.154
          11012	 -0.000	 79.316	 -0.019	  0.155
          11013	 -0.004	 78.882	 -0.020	  0.160
          11014	 -0.000	 78.882	 -0.020	  0.161
          11015	 -0.004	 78.737	 -0.021	  0.164
          11016	  0.008	 78.303	 -0.021	  0.167
          11017	 -0.000	 78.447	 -0.021	  0.170
          11018	  0.016	 78.592	 -0.018	  0.172
          11019	  0.014	 78.592	 -0.017	  0.174
          11020	  0.010	 78.592	 -0.013	  0.177
          11021	  0.006	 78.447	 -0.014	  0.180
          11022	  0.008	 77.868	 -0.015	  0.183
          11023	  0.010	 78.158	 -0.018	  0.184
          11024	  0.022	 77.868	 -0.020	  0.187
          11025	  0.024	 77.724	 -0.022	  0.189
          11026	  0.040	 77.145	 -0.021	  0.192
          11027	  0.034	 77.724	 -0.019	  0.193
          11028	  0.040	 77.434	 -0.019	  0.195
          11029	  0.042	 77.000	 -0.020	  0.197
          11030	  0.044	 76.566	 -0.019	  0.199
          11031	  0.052	 76.711	 -0.017	  0.201
          11032	  0.060	 76.566	 -0.015	  0.203
          11033	  0.056	 76.132	 -0.014	  0.204
          11034	  0.066	 76.132	 -0.014	  0.206
          11035	  0.070	 75.987	 -0.015	  0.208
          11036	  0.074	 75.987	 -0.015	  0.209
          11037	  0.078	 75.987	 -0.016	  0.211
          11038	  0.080	 75.987	 -0.018	  0.212
          11039	  0.088	 75.842	 -0.018	  0.212
          11040	  0.096	 76.276	 -0.019	  0.213
          11041	  0.098	 76.566	 -0.019	  0.214
          11042	  0.098	 76.711	 -0.019	  0.216
          11043	  0.104	 77.145	 -0.016	  0.217
          11044	  0.104	 77.868	 -0.015	  0.217
          11045	  0.114	 78.737	 -0.012	  0.218
          11046	  0.120	 80.184	 -0.011	  0.219
          11047	  0.130	 81.487	 -0.011	  0.220
          11048	  0.134	 83.224	 -0.013	  0.221
          11049	  0.146	 84.671	 -0.011	  0.222
          11050	  0.158	 86.553	 -0.009	  0.222
          11051	  0.156	 88.289	 -0.009	  0.223
          11052	  0.178	 90.316	 -0.008	  0.224
          11053	  0.186	 92.342	 -0.006	  0.225
          11054	  0.190	 94.368	 -0.009	  0.225
          11055	  0.206	 96.395	 -0.012	  0.226
          11056	  0.216	 98.421	 -0.015	  0.226
          11057	  0.232	100.447	 -0.019	  0.228
          11058	  0.238	103.197	 -0.018	  0.228
          11059	  0.248	105.079	 -0.016	  0.228
          11060	  0.248	107.395	 -0.015	  0.229
          11061	  0.262	109.421	 -0.012	  0.228
          11062	  0.270	112.026	 -0.013	  0.230
          11063	  0.272	114.487	 -0.009	  0.229
          11064	  0.276	116.079	 -0.009	  0.231
          11065	  0.272	117.816	 -0.008	  0.230
          11066	  0.268	119.842	 -0.006	  0.231
          11067	  0.258	121.289	 -0.006	  0.231
          11068	  0.252	122.882	 -0.006	  0.232
          11069	  0.228	124.039	 -0.006	  0.232
          11070	  0.200	124.908	 -0.006	  0.232
          11071	  0.172	125.342	 -0.005	  0.233
          11072	  0.146	125.632	 -0.005	  0.234
          11073	  0.120	125.776	 -0.005	  0.234
          11074	  0.096	125.776	 -0.002	  0.234
          11075	  0.068	125.921	 -0.001	  0.233
          11076	  0.042	125.342	 -0.004	  0.234
          11077	  0.012	125.053	 -0.005	  0.234
          11078	 -0.004	124.474	 -0.006	  0.233
          11079	 -0.034	123.895	 -0.008	  0.233
          11080	 -0.038	122.592	 -0.008	  0.234
          11081	 -0.050	121.724	 -0.005	  0.234
          11082	 -0.064	120.711	 -0.004	  0.233
          11083	 -0.062	119.842	 -0.005	  0.234
          11084	 -0.072	118.395	 -0.002	  0.234
          11085	 -0.080	117.526	  0.000	  0.234
          11086	 -0.074	115.934	  0.001	  0.234
          11087	 -0.076	115.355	  0.002	  0.234
          11088	 -0.074	114.342	 -0.000	  0.233
          11089	 -0.076	113.329	  0.000	  0.234
          11090	 -0.070	112.171	 -0.002	  0.233
          11091	 -0.066	111.447	 -0.004	  0.233
          11092	 -0.060	110.289	 -0.004	  0.234
          11093	 -0.056	109.276	 -0.005	  0.233
          11094	 -0.066	108.697	 -0.005	  0.233
          11095	 -0.056	107.974	 -0.003	  0.232
          11096	 -0.056	107.395	 -0.001	  0.232
          11097	 -0.046	106.671	 -0.001	  0.231
          11098	 -0.044	106.092	  0.001	  0.231
          11099	 -0.040	105.224	  0.001	  0.231
          11100	 -0.042	104.500	  0.003	  0.231
          11101	 -0.032	103.632	  0.000	  0.231
          11102	 -0.026	103.342	  0.000	  0.232
          11103	 -0.024	102.474	  0.000	  0.230
          11104	 -0.024	101.895	 -0.002	  0.231
          11105	 -0.030	101.605	 -0.003	  0.230
          11106	 -0.016	101.026	 -0.002	  0.230
          11107	 -0.016	100.882	 -0.001	  0.230
          11108	 -0.008	100.303	 -0.003	  0.229
          11109	 -0.010	 99.000	 -0.004	  0.230
