'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[23:12:49.356 09/02/1989]',0.112,107.180,-0.020,0.171
'[23:12:49.360 09/02/1989]',0.132,106.492,-0.019,0.185
'[23:12:49.364 09/02/1989]',0.132,105.574,-0.019,0.176
'[23:12:49.368 09/02/1989]',0.096,104.656,-0.019,0.185
'[23:12:49.372 09/02/1989]',0.116,103.967,-0.016,0.181
'[23:12:49.376 09/02/1989]',0.180,103.967,-0.020,0.188
'[23:12:49.380 09/02/1989]',0.186,102.590,-0.022,0.185
'[23:12:49.384 09/02/1989]',0.206,103.049,-0.022,0.188
'[23:12:49.388 09/02/1989]',0.192,102.131,-0.022,0.195
'[23:12:49.392 09/02/1989]',0.236,101.902,-0.021,0.195
'[23:12:49.396 09/02/1989]',0.180,101.672,-0.022,0.200
'[23:12:49.400 09/02/1989]',0.234,100.984,-0.021,0.202
'[23:12:49.404 09/02/1989]',0.238,101.672,-0.024,0.204
'[23:12:49.408 09/02/1989]',0.192,100.754,-0.024,0.200
'[23:12:49.412 09/02/1989]',0.240,100.066,-0.023,0.202
'[23:12:49.416 09/02/1989]',0.200,100.754,-0.020,0.200
'[23:12:49.420 09/02/1989]',0.204,100.066,-0.022,0.209
'[23:12:49.424 09/02/1989]',0.182,99.607,-0.018,0.200
'[23:12:49.428 09/02/1989]',0.124,99.607,-0.019,0.209
'[23:12:49.432 09/02/1989]',0.096,99.377,-0.019,0.211
'[23:12:49.436 09/02/1989]',0.136,99.148,-0.019,0.216
'[23:12:49.440 09/02/1989]',0.110,98.689,-0.021,0.214
'[23:12:49.444 09/02/1989]',0.068,98.689,-0.025,0.214
'[23:12:49.448 09/02/1989]',0.074,98.459,-0.024,0.219
'[23:12:49.452 09/02/1989]',0.056,98.459,-0.027,0.219
'[23:12:49.456 09/02/1989]',0.050,98.000,-0.031,0.219
'[23:12:49.460 09/02/1989]',0.026,98.230,-0.030,0.223
'[23:12:49.464 09/02/1989]',-0.020,97.312,-0.030,0.221
'[23:12:49.468 09/02/1989]',0.006,97.312,-0.030,0.221
'[23:12:49.472 09/02/1989]',0.022,97.541,-0.027,0.228
'[23:12:49.476 09/02/1989]',0.056,97.312,-0.027,0.228
'[23:12:49.480 09/02/1989]',0.040,96.394,-0.027,0.235
'[23:12:49.484 09/02/1989]',0.048,96.394,-0.027,0.230
'[23:12:49.488 09/02/1989]',0.040,96.623,-0.027,0.238
'[23:12:49.492 09/02/1989]',0.002,96.164,-0.027,0.228
'[23:12:49.496 09/02/1989]',-0.000,95.475,-0.028,0.233
'[23:12:49.500 09/02/1989]',-0.000,95.475,-0.024,0.235
'[23:12:49.504 09/02/1989]',0.028,95.705,-0.022,0.238
'[23:12:49.508 09/02/1989]',-0.000,95.705,-0.024,0.242
'[23:12:49.512 09/02/1989]',-0.012,95.475,-0.021,0.245
'[23:12:49.516 09/02/1989]',0.010,95.016,-0.024,0.245
'[23:12:49.520 09/02/1989]',0.010,95.016,-0.022,0.242
'[23:12:49.524 09/02/1989]',0.022,95.016,-0.025,0.254
'[23:12:49.528 09/02/1989]',-0.014,94.557,-0.028,0.242
'[23:12:49.532 09/02/1989]',-0.096,94.557,-0.029,0.245
'[23:12:49.536 09/02/1989]',-0.096,94.557,-0.032,0.249
'[23:12:49.540 09/02/1989]',-0.072,94.557,-0.037,0.247
'[23:12:49.544 09/02/1989]',0.154,94.557,-0.040,0.247
'[23:12:49.548 09/02/1989]',0.500,94.328,-0.043,0.252
'[23:12:49.552 09/02/1989]',0.984,94.098,-0.044,0.252
'[23:12:49.556 09/02/1989]',1.320,93.639,-0.043,0.254
'[23:12:49.560 09/02/1989]',1.504,93.869,-0.040,0.257
'[23:12:49.564 09/02/1989]',1.476,92.951,-0.035,0.259
'[23:12:49.568 09/02/1989]',0.972,92.262,-0.036,0.266
'[23:12:49.572 09/02/1989]',0.578,92.492,-0.028,0.273
'[23:12:49.576 09/02/1989]',0.096,92.262,-0.024,0.266
'[23:12:49.580 09/02/1989]',-0.348,91.803,-0.022,0.266
'[23:12:49.584 09/02/1989]',-0.530,92.033,-0.022,0.268
'[23:12:49.588 09/02/1989]',-0.700,91.344,-0.023,0.273
'[23:12:49.592 09/02/1989]',-0.780,91.574,-0.024,0.276
'[23:12:49.596 09/02/1989]',-0.792,91.115,-0.024,0.276
'[23:12:49.600 09/02/1989]',-0.664,91.115,-0.022,0.268
'[23:12:49.604 09/02/1989]',-0.554,91.115,-0.020,0.273
'[23:12:49.608 09/02/1989]',-0.424,91.115,-0.022,0.278
'[23:12:49.612 09/02/1989]',-0.270,90.885,-0.021,0.276
'[23:12:49.616 09/02/1989]',-0.134,90.885,-0.024,0.271
'[23:12:49.620 09/02/1989]',-0.034,90.656,-0.027,0.273
'[23:12:49.624 09/02/1989]',0.008,89.967,-0.027,0.273
'[23:12:49.628 09/02/1989]',-0.026,89.967,-0.028,0.276
'[23:12:49.632 09/02/1989]',-0.032,89.279,-0.030,0.285
'[23:12:49.636 09/02/1989]',0.006,89.967,-0.032,0.276
'[23:12:49.640 09/02/1989]',-0.024,89.508,-0.032,0.273
'[23:12:49.644 09/02/1989]',0.024,89.738,-0.031,0.278
'[23:12:49.648 09/02/1989]',-0.026,89.738,-0.029,0.266
'[23:12:49.652 09/02/1989]',0.008,89.738,-0.028,0.266
'[23:12:49.656 09/02/1989]',0.020,89.279,-0.027,0.278
'[23:12:49.660 09/02/1989]',0.062,89.049,-0.025,0.273
'[23:12:49.664 09/02/1989]',0.048,88.361,-0.024,0.278
'[23:12:49.668 09/02/1989]',0.080,88.131,-0.024,0.278
'[23:12:49.672 09/02/1989]',0.032,87.672,-0.020,0.278
'[23:12:49.676 09/02/1989]',0.030,87.902,-0.020,0.283
'[23:12:49.680 09/02/1989]',0.020,87.213,-0.022,0.280
'[23:12:49.684 09/02/1989]',0.036,86.754,-0.022,0.283
'[23:12:49.688 09/02/1989]',0.050,86.984,-0.023,0.278
'[23:12:49.692 09/02/1989]',0.020,86.295,-0.025,0.280
'[23:12:49.696 09/02/1989]',0.084,86.066,-0.027,0.290
'[23:12:49.700 09/02/1989]',0.032,86.295,-0.027,0.276
'[23:12:49.704 09/02/1989]',0.074,86.295,-0.027,0.285
'[23:12:49.708 09/02/1989]',0.056,85.607,-0.025,0.290
'[23:12:49.712 09/02/1989]',0.064,85.607,-0.024,0.285
'[23:12:49.716 09/02/1989]',0.024,86.066,-0.022,0.285
'[23:12:49.720 09/02/1989]',0.060,86.066,-0.019,0.278
'[23:12:49.724 09/02/1989]',0.064,85.607,-0.016,0.285
'[23:12:49.728 09/02/1989]',0.084,85.377,-0.013,0.283
'[23:12:49.732 09/02/1989]',0.108,86.066,-0.009,0.278
'[23:12:49.736 09/02/1989]',0.088,86.754,-0.011,0.273
'[23:12:49.740 09/02/1989]',0.112,86.525,-0.007,0.285
'[23:12:49.744 09/02/1989]',0.102,87.213,-0.005,0.278
'[23:12:49.748 09/02/1989]',0.118,89.279,-0.005,0.285
'[23:12:49.752 09/02/1989]',0.094,90.885,-0.006,0.285
'[23:12:49.756 09/02/1989]',0.072,92.951,-0.006,0.290
'[23:12:49.760 09/02/1989]',0.088,95.705,-0.007,0.287
'[23:12:49.764 09/02/1989]',0.070,99.377,-0.008,0.290
'[23:12:49.768 09/02/1989]',0.078,103.049,-0.009,0.278
'[23:12:49.772 09/02/1989]',0.136,107.410,-0.008,0.280
'[23:12:49.776 09/02/1989]',0.156,112.000,-0.009,0.278
'[23:12:49.780 09/02/1989]',0.144,116.820,-0.006,0.280
'[23:12:49.784 09/02/1989]',0.144,121.869,-0.009,0.268
'[23:12:49.788 09/02/1989]',0.140,127.377,-0.003,0.278
'[23:12:49.792 09/02/1989]',0.120,131.967,-0.004,0.280
'[23:12:49.796 09/02/1989]',0.102,137.475,-0.000,0.285
'[23:12:49.800 09/02/1989]',0.114,142.295,0.001,0.285
'[23:12:49.804 09/02/1989]',0.140,146.885,0.004,0.285
'[23:12:49.808 09/02/1989]',0.148,152.164,0.005,0.276
'[23:12:49.812 09/02/1989]',0.174,155.607,0.004,0.280
'[23:12:49.816 09/02/1989]',0.150,159.967,0.005,0.278
'[23:12:49.820 09/02/1989]',0.154,162.492,0.006,0.276
'[23:12:49.824 09/02/1989]',0.168,165.017,0.005,0.283
'[23:12:49.828 09/02/1989]',0.144,167.082,0.006,0.283
'[23:12:49.832 09/02/1989]',0.146,168.459,0.000,0.276
'[23:12:49.836 09/02/1989]',0.122,169.148,0.002,0.278
'[23:12:49.840 09/02/1989]',0.120,169.148,-0.002,0.280
'[23:12:49.844 09/02/1989]',0.134,169.148,-0.003,0.280
'[23:12:49.848 09/02/1989]',0.132,168.459,-0.005,0.280
'[23:12:49.852 09/02/1989]',0.164,168.000,-0.011,0.285
'[23:12:49.856 09/02/1989]',0.130,166.853,-0.011,0.271
'[23:12:49.860 09/02/1989]',0.172,165.017,-0.013,0.283
'[23:12:49.864 09/02/1989]',0.192,163.180,-0.012,0.285
'[23:12:49.868 09/02/1989]',0.168,161.574,-0.013,0.283
'[23:12:49.872 09/02/1989]',0.166,159.738,-0.010,0.276
'[23:12:49.876 09/02/1989]',0.162,157.443,-0.015,0.280
'[23:12:49.880 09/02/1989]',0.140,155.607,-0.013,0.278
'[23:12:49.884 09/02/1989]',0.112,153.541,-0.013,0.280
'[23:12:49.888 09/02/1989]',0.160,151.016,-0.009,0.276
'[23:12:49.892 09/02/1989]',0.116,149.869,-0.007,0.276
'[23:12:49.896 09/02/1989]',0.106,147.574,-0.008,0.276
'[23:12:49.900 09/02/1989]',0.098,145.967,-0.002,0.276
'[23:12:49.904 09/02/1989]',0.074,144.131,-0.003,0.276
'[23:12:49.908 09/02/1989]',0.032,142.525,0.002,0.278
'[23:12:49.912 09/02/1989]',0.058,140.459,0.000,0.285
'[23:12:49.916 09/02/1989]',0.066,139.541,0.004,0.276
'[23:12:49.920 09/02/1989]',0.040,137.935,0.005,0.271
'[23:12:49.924 09/02/1989]',0.038,136.787,0.005,0.271
'[23:12:49.928 09/02/1989]',0.090,135.410,0.005,0.268
'[23:12:49.932 09/02/1989]',0.024,134.492,0.009,0.268
'[23:12:49.936 09/02/1989]',0.102,133.115,0.007,0.280
'[23:12:49.940 09/02/1989]',0.056,132.426,0.006,0.273
'[23:12:49.944 09/02/1989]',0.028,131.738,0.006,0.271
'[23:12:49.948 09/02/1989]',0.040,130.590,0.008,0.266
'[23:12:49.952 09/02/1989]',0.070,129.672,0.005,0.264
'[23:12:49.956 09/02/1989]',0.040,127.607,0.003,0.271
'[23:12:49.960 09/02/1989]',0.008,126.689,0.004,0.266
'[23:12:49.964 09/02/1989]',0.042,124.853,0.001,0.266
'[23:12:49.968 09/02/1989]',0.018,123.475,0.002,0.266
'[23:12:49.972 09/02/1989]',0.056,121.639,0.002,0.266
'[23:12:49.976 09/02/1989]',0.104,120.262,0.000,0.266
'[23:12:49.980 09/02/1989]',0.054,117.508,-0.002,0.278
'[23:12:49.984 09/02/1989]',0.078,116.131,-0.002,0.266
'[23:12:49.988 09/02/1989]',0.074,114.525,-0.003,0.273
'[23:12:49.992 09/02/1989]',0.058,111.771,-0.006,0.266
'[23:12:49.996 09/02/1989]',0.080,109.705,-0.004,0.273
'[23:12:50.000 09/02/1989]',0.072,108.557,-0.008,0.264
'[23:12:50.004 09/02/1989]',0.088,106.721,-0.006,0.259
'[23:12:50.008 09/02/1989]',0.096,105.803,-0.009,0.264
'[23:12:50.012 09/02/1989]',0.080,103.967,-0.007,0.257
'[23:12:50.016 09/02/1989]',0.096,102.820,-0.009,0.266
'[23:12:50.020 09/02/1989]',0.118,102.590,-0.009,0.264
'[23:12:50.024 09/02/1989]',0.078,101.443,-0.008,0.266
'[23:12:50.028 09/02/1989]',0.104,100.984,-0.007,0.259
'[23:12:50.032 09/02/1989]',0.074,100.984,-0.005,0.264
'[23:12:50.036 09/02/1989]',0.096,100.984,-0.005,0.249
'[23:12:50.040 09/02/1989]',0.080,101.902,-0.000,0.254
'[23:12:50.044 09/02/1989]',0.086,101.672,-0.002,0.261
'[23:12:50.048 09/02/1989]',0.118,102.361,0.000,0.252
'[23:12:50.052 09/02/1989]',0.088,103.967,-0.000,0.257
'[23:12:50.056 09/02/1989]',0.104,103.967,0.001,0.259
'[23:12:50.060 09/02/1989]',0.078,105.574,0.002,0.257
'[23:12:50.064 09/02/1989]',0.066,105.574,0.001,0.257
'[23:12:50.068 09/02/1989]',0.076,107.410,0.000,0.252
'[23:12:50.072 09/02/1989]',0.052,108.098,0.000,0.259
'[23:12:50.076 09/02/1989]',0.090,109.246,0.001,0.252
'[23:12:50.080 09/02/1989]',0.060,110.164,0.001,0.257
'[23:12:50.084 09/02/1989]',0.066,111.082,-0.002,0.249
'[23:12:50.088 09/02/1989]',0.104,111.771,-0.001,0.261
'[23:12:50.092 09/02/1989]',0.084,112.230,-0.005,0.257
'[23:12:50.096 09/02/1989]',0.052,113.148,-0.005,0.252
'[23:12:50.100 09/02/1989]',0.070,114.066,-0.005,0.249
'[23:12:50.104 09/02/1989]',0.076,114.984,-0.008,0.247
'[23:12:50.108 09/02/1989]',0.056,115.443,-0.011,0.247
'[23:12:50.112 09/02/1989]',0.056,114.754,-0.011,0.245
'[23:12:50.116 09/02/1989]',0.032,114.754,-0.013,0.247
'[23:12:50.120 09/02/1989]',0.062,115.672,-0.010,0.245
'[23:12:50.124 09/02/1989]',0.084,114.754,-0.013,0.249
'[23:12:50.128 09/02/1989]',0.048,114.754,-0.013,0.247
'[23:12:50.132 09/02/1989]',0.066,114.525,-0.011,0.235
'[23:12:50.136 09/02/1989]',0.080,114.066,-0.011,0.238
'[23:12:50.140 09/02/1989]',0.072,113.377,-0.011,0.247
'[23:12:50.144 09/02/1989]',0.088,112.459,-0.010,0.249
'[23:12:50.148 09/02/1989]',0.060,112.000,-0.008,0.242
'[23:12:50.152 09/02/1989]',0.066,112.459,-0.008,0.238
'[23:12:50.156 09/02/1989]',0.062,111.541,-0.007,0.245
'[23:12:50.160 09/02/1989]',0.110,111.082,-0.006,0.242
'[23:12:50.164 09/02/1989]',0.092,110.853,-0.005,0.238
'[23:12:50.168 09/02/1989]',0.120,110.164,-0.002,0.238
'[23:12:50.172 09/02/1989]',0.114,109.705,-0.002,0.238
'[23:12:50.176 09/02/1989]',0.116,109.475,-0.002,0.240
'[23:12:50.180 09/02/1989]',0.104,108.328,-0.000,0.235
'[23:12:50.184 09/02/1989]',0.126,108.557,0.000,0.233
'[23:12:50.188 09/02/1989]',0.156,107.869,-0.002,0.233
'[23:12:50.192 09/02/1989]',0.188,107.869,-0.001,0.228
'[23:12:50.196 09/02/1989]',0.200,106.492,-0.003,0.238
'[23:12:50.200 09/02/1989]',0.200,105.803,-0.003,0.238
'[23:12:50.204 09/02/1989]',0.196,106.033,-0.003,0.230
'[23:12:50.208 09/02/1989]',0.156,104.885,-0.006,0.238
'[23:12:50.212 09/02/1989]',0.146,103.967,-0.005,0.230
'[23:12:50.216 09/02/1989]',0.136,104.656,-0.006,0.233
'[23:12:50.220 09/02/1989]',0.134,103.967,-0.008,0.230
'[23:12:50.224 09/02/1989]',0.114,103.508,-0.009,0.228
'[23:12:50.228 09/02/1989]',0.084,103.508,-0.008,0.223
'[23:12:50.232 09/02/1989]',0.054,102.820,-0.006,0.221
'[23:12:50.236 09/02/1989]',0.028,101.902,-0.005,0.223
'[23:12:50.240 09/02/1989]',0.006,101.672,-0.002,0.221
'[23:12:50.244 09/02/1989]',0.002,101.443,-0.002,0.223
'[23:12:50.248 09/02/1989]',0.004,100.984,0.002,0.221
'[23:12:50.252 09/02/1989]',0.008,100.525,0.003,0.221
'[23:12:50.256 09/02/1989]',-0.000,100.066,0.006,0.221
'[23:12:50.260 09/02/1989]',0.008,99.836,0.009,0.221
'[23:12:50.264 09/02/1989]',-0.004,99.148,0.011,0.226
'[23:12:50.268 09/02/1989]',-0.006,99.148,0.011,0.226
'[23:12:50.272 09/02/1989]',-0.000,98.689,0.011,0.219
'[23:12:50.276 09/02/1989]',-0.000,99.148,0.013,0.216
'[23:12:50.280 09/02/1989]',-0.004,98.689,0.013,0.216
'[23:12:50.284 09/02/1989]',-0.006,98.459,0.011,0.216
'[23:12:50.288 09/02/1989]',-0.008,98.230,0.015,0.219
'[23:12:50.292 09/02/1989]',-0.012,99.148,0.013,0.219
'[23:12:50.296 09/02/1989]',-0.016,98.230,0.013,0.219
'[23:12:50.300 09/02/1989]',-0.018,98.230,0.017,0.209
'[23:12:50.304 09/02/1989]',0.004,98.000,0.018,0.214
'[23:12:50.308 09/02/1989]',-0.016,98.459,0.020,0.209
'[23:12:50.312 09/02/1989]',-0.002,98.000,0.024,0.211
'[23:12:50.316 09/02/1989]',-0.010,97.312,0.025,0.214
'[23:12:50.320 09/02/1989]',-0.000,96.853,0.025,0.216
'[23:12:50.324 09/02/1989]',-0.096,97.771,0.027,0.209
'[23:12:50.328 09/02/1989]',-0.106,97.082,0.029,0.214
'[23:12:50.332 09/02/1989]',-0.116,97.082,0.028,0.207
'[23:12:50.336 09/02/1989]',-0.012,97.312,0.030,0.211
'[23:12:50.340 09/02/1989]',0.276,97.312,0.029,0.209
'[23:12:50.344 09/02/1989]',0.680,97.312,0.030,0.219
'[23:12:50.348 09/02/1989]',1.056,96.623,0.034,0.211
'[23:12:50.352 09/02/1989]',1.318,97.312,0.035,0.207
'[23:12:50.356 09/02/1989]',1.420,96.853,0.036,0.197
'[23:12:50.360 09/02/1989]',1.082,96.394,0.038,0.178
'[23:12:50.364 09/02/1989]',0.688,96.623,0.039,0.166
'[23:12:50.368 09/02/1989]',0.312,96.394,0.035,0.150
'[23:12:50.372 09/02/1989]',-0.128,96.623,0.035,0.133
'[23:12:50.376 09/02/1989]',-0.408,96.853,0.031,0.114
'[23:12:50.380 09/02/1989]',-0.606,96.394,0.029,0.095
'[23:12:50.384 09/02/1989]',-0.718,96.164,0.025,0.071
'[23:12:50.388 09/02/1989]',-0.748,96.853,0.027,0.052
'[23:12:50.392 09/02/1989]',-0.676,97.082,0.022,0.036
'[23:12:50.396 09/02/1989]',-0.562,96.623,0.026,0.014
'[23:12:50.400 09/02/1989]',-0.446,96.164,0.025,-0.007
'[23:12:50.404 09/02/1989]',-0.338,95.705,0.025,-0.024
'[23:12:50.408 09/02/1989]',-0.192,95.934,0.026,-0.040
'[23:12:50.412 09/02/1989]',-0.088,96.394,0.027,-0.062
'[23:12:50.416 09/02/1989]',-0.040,96.164,0.028,-0.081
'[23:12:50.420 09/02/1989]',-0.016,95.934,0.032,-0.102
'[23:12:50.424 09/02/1989]',-0.032,95.475,0.032,-0.121
'[23:12:50.428 09/02/1989]',-0.018,95.934,0.033,-0.133
'[23:12:50.432 09/02/1989]',-0.014,95.705,0.031,-0.150
'[23:12:50.436 09/02/1989]',0.002,95.475,0.031,-0.162
'[23:12:50.440 09/02/1989]',-0.018,95.246,0.031,-0.171
'[23:12:50.444 09/02/1989]',0.006,95.475,0.034,-0.188
'[23:12:50.448 09/02/1989]',-0.000,95.475,0.035,-0.209
'[23:12:50.452 09/02/1989]',0.008,95.475,0.035,-0.219
'[23:12:50.456 09/02/1989]',0.008,95.246,0.039,-0.235
'[23:12:50.460 09/02/1989]',0.032,94.557,0.042,-0.233
'[23:12:50.464 09/02/1989]',0.032,94.557,0.040,-0.233
'[23:12:50.468 09/02/1989]',0.032,94.557,0.041,-0.238
'[23:12:50.472 09/02/1989]',0.036,94.098,0.038,-0.238
'[23:12:50.476 09/02/1989]',0.032,93.639,0.038,-0.233
'[23:12:50.480 09/02/1989]',0.032,93.180,0.036,-0.238
'[23:12:50.484 09/02/1989]',0.032,93.180,0.032,-0.228
'[23:12:50.488 09/02/1989]',0.036,93.180,0.033,-0.228
'[23:12:50.492 09/02/1989]',0.046,93.180,0.026,-0.230
'[23:12:50.496 09/02/1989]',0.048,93.410,0.025,-0.223
'[23:12:50.500 09/02/1989]',0.052,93.180,0.021,-0.228
'[23:12:50.504 09/02/1989]',0.058,93.639,0.022,-0.219
'[23:12:50.508 09/02/1989]',0.046,93.639,0.022,-0.221
'[23:12:50.512 09/02/1989]',0.056,93.180,0.025,-0.219
'[23:12:50.516 09/02/1989]',0.052,93.639,0.025,-0.211
'[23:12:50.520 09/02/1989]',0.056,93.180,0.025,-0.204
'[23:12:50.524 09/02/1989]',0.054,93.410,0.024,-0.200
'[23:12:50.528 09/02/1989]',0.074,93.639,0.022,-0.195
'[23:12:50.532 09/02/1989]',0.084,93.869,0.023,-0.190
'[23:12:50.536 09/02/1989]',0.076,94.787,0.019,-0.178
'[23:12:50.540 09/02/1989]',0.078,96.394,0.018,-0.178
'[23:12:50.544 09/02/1989]',0.088,98.230,0.021,-0.173
'[23:12:50.548 09/02/1989]',0.084,100.295,0.019,-0.166
'[23:12:50.552 09/02/1989]',0.088,103.508,0.020,-0.171
'[23:12:50.556 09/02/1989]',0.088,106.492,0.022,-0.171
'[23:12:50.560 09/02/1989]',0.104,110.853,0.017,-0.176
'[23:12:50.564 09/02/1989]',0.080,114.295,0.011,-0.176
'[23:12:50.568 09/02/1989]',0.102,119.574,0.013,-0.171
'[23:12:50.572 09/02/1989]',0.104,124.853,0.009,-0.173
'[23:12:50.576 09/02/1989]',0.136,129.443,0.007,-0.178
'[23:12:50.580 09/02/1989]',0.140,134.033,0.009,-0.171
'[23:12:50.584 09/02/1989]',0.146,139.312,0.006,-0.176
'[23:12:50.588 09/02/1989]',0.158,144.590,0.008,-0.173
'[23:12:50.592 09/02/1989]',0.152,149.639,0.008,-0.183
'[23:12:50.596 09/02/1989]',0.150,154.459,0.009,-0.183
'[23:12:50.600 09/02/1989]',0.156,158.820,0.009,-0.190
'[23:12:50.604 09/02/1989]',0.164,163.180,0.015,-0.192
'[23:12:50.608 09/02/1989]',0.146,167.541,0.015,-0.200
'[23:12:50.612 09/02/1989]',0.132,170.754,0.016,-0.209
'[23:12:50.616 09/02/1989]',0.136,172.820,0.018,-0.204
'[23:12:50.620 09/02/1989]',0.142,175.574,0.018,-0.209
'[23:12:50.624 09/02/1989]',0.138,176.492,0.016,-0.219
'[23:12:50.628 09/02/1989]',0.160,177.410,0.014,-0.228
'[23:12:50.632 09/02/1989]',0.168,179.017,0.017,-0.230
'[23:12:50.636 09/02/1989]',0.180,178.557,0.016,-0.235
'[23:12:50.640 09/02/1989]',0.162,177.180,0.015,-0.238
'[23:12:50.644 09/02/1989]',0.158,176.951,0.016,-0.245
'[23:12:50.648 09/02/1989]',0.152,174.656,0.016,-0.249
'[23:12:50.652 09/02/1989]',0.156,173.738,0.020,-0.271
'[23:12:50.656 09/02/1989]',0.144,171.213,0.019,-0.271
'[23:12:50.660 09/02/1989]',0.150,169.607,0.018,-0.273
'[23:12:50.664 09/02/1989]',0.136,167.082,0.017,-0.276
'[23:12:50.668 09/02/1989]',0.136,165.017,0.014,-0.287
'[23:12:50.672 09/02/1989]',0.108,162.492,0.012,-0.280
'[23:12:50.676 09/02/1989]',0.116,161.115,0.009,-0.290
'[23:12:50.680 09/02/1989]',0.108,158.361,0.004,-0.292
'[23:12:50.684 09/02/1989]',0.104,156.295,0.002,-0.304
'[23:12:50.688 09/02/1989]',0.114,154.230,0.004,-0.302
'[23:12:50.692 09/02/1989]',0.104,153.082,0.000,-0.304
'[23:12:50.696 09/02/1989]',0.082,150.557,-0.002,-0.311
'[23:12:50.700 09/02/1989]',0.068,149.180,-0.000,-0.316
'[23:12:50.704 09/02/1989]',0.068,148.262,-0.004,-0.321
'[23:12:50.708 09/02/1989]',0.058,146.426,-0.000,-0.325
'[23:12:50.712 09/02/1989]',0.056,145.279,-0.001,-0.325
'[23:12:50.716 09/02/1989]',0.042,144.590,-0.002,-0.337
'[23:12:50.720 09/02/1989]',0.054,143.213,0.002,-0.333
'[23:12:50.724 09/02/1989]',0.030,141.836,0.002,-0.333
'[23:12:50.728 09/02/1989]',0.032,141.377,0.004,-0.342
'[23:12:50.732 09/02/1989]',0.024,140.230,0.006,-0.335
'[23:12:50.736 09/02/1989]',0.032,139.541,0.009,-0.349
'[23:12:50.740 09/02/1989]',0.034,138.623,0.010,-0.344
'[23:12:50.744 09/02/1989]',0.050,137.935,0.009,-0.344
'[23:12:50.748 09/02/1989]',0.052,136.787,0.010,-0.356
'[23:12:50.752 09/02/1989]',0.048,136.328,0.010,-0.366
'[23:12:50.756 09/02/1989]',0.044,135.410,0.009,-0.373
'[23:12:50.760 09/02/1989]',0.040,134.951,0.012,-0.385
'[23:12:50.764 09/02/1989]',0.040,133.574,0.012,-0.399
'[23:12:50.768 09/02/1989]',0.046,132.656,0.011,-0.418
'[23:12:50.772 09/02/1989]',0.046,131.279,0.012,-0.420
'[23:12:50.776 09/02/1989]',0.056,129.443,0.010,-0.425
'[23:12:50.780 09/02/1989]',0.064,127.377,0.011,-0.435
'[23:12:50.784 09/02/1989]',0.056,125.312,0.010,-0.444
'[23:12:50.788 09/02/1989]',0.080,123.705,0.015,-0.437
'[23:12:50.792 09/02/1989]',0.088,122.098,0.013,-0.437
'[23:12:50.796 09/02/1989]',0.086,119.803,0.014,-0.439
'[23:12:50.800 09/02/1989]',0.090,118.197,0.014,-0.428
'[23:12:50.804 09/02/1989]',0.094,116.820,0.013,-0.425
'[23:12:50.808 09/02/1989]',0.090,114.984,0.013,-0.418
'[23:12:50.812 09/02/1989]',0.102,113.607,0.013,-0.416
'[23:12:50.816 09/02/1989]',0.090,112.000,0.014,-0.409
'[23:12:50.820 09/02/1989]',0.098,111.771,0.014,-0.418
'[23:12:50.824 09/02/1989]',0.082,110.394,0.011,-0.411
'[23:12:50.828 09/02/1989]',0.092,109.705,0.011,-0.394
'[23:12:50.832 09/02/1989]',0.094,109.934,0.009,-0.404
'[23:12:50.836 09/02/1989]',0.090,109.705,0.005,-0.392
'[23:12:50.840 09/02/1989]',0.090,109.705,0.003,-0.390
'[23:12:50.844 09/02/1989]',0.096,109.705,-0.002,-0.380
'[23:12:50.848 09/02/1989]',0.102,110.164,-0.003,-0.387
'[23:12:50.852 09/02/1989]',0.104,111.771,-0.007,-0.392
'[23:12:50.856 09/02/1989]',0.102,112.230,-0.006,-0.397
'[23:12:50.860 09/02/1989]',0.104,112.689,-0.005,-0.399
'[23:12:50.864 09/02/1989]',0.090,113.836,-0.007,-0.413
'[23:12:50.868 09/02/1989]',0.090,114.754,-0.005,-0.416
'[23:12:50.872 09/02/1989]',0.088,115.672,-0.006,-0.418
'[23:12:50.876 09/02/1989]',0.104,116.590,-0.003,-0.418
'[23:12:50.880 09/02/1989]',0.092,117.279,-0.004,-0.418
'[23:12:50.884 09/02/1989]',0.088,118.426,-0.005,-0.425
'[23:12:50.888 09/02/1989]',0.094,119.344,-0.002,-0.418
'[23:12:50.892 09/02/1989]',0.088,120.262,-0.004,-0.418
'[23:12:50.896 09/02/1989]',0.086,119.803,-0.001,-0.409
'[23:12:50.900 09/02/1989]',0.066,120.951,-0.003,-0.406
'[23:12:50.904 09/02/1989]',0.076,120.721,-0.001,-0.406
'[23:12:50.908 09/02/1989]',0.064,120.951,-0.001,-0.394
'[23:12:50.912 09/02/1989]',0.064,120.951,0.002,-0.397
'[23:12:50.916 09/02/1989]',0.078,121.180,0.002,-0.390
'[23:12:50.920 09/02/1989]',0.090,120.721,0.002,-0.390
'[23:12:50.924 09/02/1989]',0.082,120.262,0.005,-0.387
'[23:12:50.928 09/02/1989]',0.098,120.033,0.006,-0.380
'[23:12:50.932 09/02/1989]',0.096,120.033,0.009,-0.397
'[23:12:50.936 09/02/1989]',0.084,119.803,0.007,-0.382
'[23:12:50.940 09/02/1989]',0.082,118.885,0.007,-0.387
'[23:12:50.944 09/02/1989]',0.092,119.115,0.005,-0.390
