sample interval	    ECG	     BP	(C3-O1)	(nasal)
          13527	 -0.026	 93.423	  0.006	  0.138
          13528	 -0.032	 92.615	  0.013	  0.140
          13529	 -0.030	 92.615	  0.011	  0.143
          13530	 -0.022	 92.615	  0.011	  0.144
          13531	 -0.024	 92.615	  0.003	  0.146
          13532	 -0.020	 92.615	  0.010	  0.145
          13533	 -0.014	 93.154	  0.007	  0.151
          13534	 -0.002	 92.885	  0.008	  0.149
          13535	 -0.000	 92.077	  0.006	  0.151
          13536	  0.008	 92.077	  0.006	  0.154
          13537	  0.010	 92.077	  0.007	  0.152
          13538	  0.032	 92.077	  0.006	  0.159
          13539	  0.052	 92.615	  0.007	  0.157
          13540	  0.080	 92.346	  0.002	  0.160
          13541	  0.092	 93.154	 -0.003	  0.161
          13542	  0.098	 92.615	  0.004	  0.162
          13543	  0.122	 92.615	  0.000	  0.161
          13544	  0.126	 92.346	  0.008	  0.163
          13545	  0.138	 92.077	  0.003	  0.161
          13546	  0.130	 92.615	  0.004	  0.163
          13547	  0.142	 92.077	 -0.004	  0.161
          13548	  0.128	 91.269	  0.006	  0.167
          13549	  0.138	 91.000	  0.010	  0.163
          13550	  0.106	 91.000	  0.018	  0.169
          13551	  0.084	 91.000	  0.012	  0.164
          13552	  0.040	 91.000	  0.014	  0.165
          13553	 -0.004	 90.731	  0.008	  0.166
          13554	 -0.002	 90.731	  0.008	  0.164
          13555	 -0.040	 89.923	  0.011	  0.163
          13556	 -0.030	 90.461	  0.006	  0.164
          13557	 -0.036	 89.923	  0.005	  0.164
          13558	 -0.046	 89.923	  0.009	  0.165
          13559	 -0.064	 89.385	  0.003	  0.161
          13560	 -0.072	 89.923	  0.003	  0.161
          13561	 -0.062	 89.654	  0.006	  0.160
          13562	 -0.072	 89.385	  0.005	  0.164
          13563	 -0.070	 89.115	  0.000	  0.164
          13564	 -0.070	 88.038	  0.006	  0.161
          13565	 -0.074	 87.769	  0.005	  0.163
          13566	 -0.076	 87.769	  0.008	  0.161
          13567	 -0.066	 87.769	  0.008	  0.164
          13568	 -0.064	 87.769	 -0.000	  0.159
          13569	 -0.064	 87.231	  0.024	  0.160
          13570	 -0.060	 86.961	  0.003	  0.161
          13571	 -0.066	 86.154	  0.008	  0.161
          13572	 -0.064	 85.615	  0.008	  0.163
          13573	 -0.040	 84.808	  0.001	  0.161
          13574	 -0.060	 85.615	 -0.002	  0.161
          13575	 -0.048	 86.154	  0.004	  0.161
          13576	 -0.044	 85.346	 -0.001	  0.164
          13577	 -0.036	 84.538	  0.001	  0.164
          13578	  0.006	 84.269	  0.002	  0.161
          13579	  0.016	 83.731	  0.001	  0.164
          13580	  0.050	 83.731	 -0.006	  0.162
          13581	  0.090	 83.192	 -0.006	  0.161
          13582	  0.192	 83.192	 -0.010	  0.163
          13583	  0.342	 82.654	 -0.001	  0.164
          13584	  0.564	 82.654	 -0.000	  0.165
          13585	  0.870	 82.654	  0.007	  0.164
          13586	  1.008	 81.308	  0.012	  0.162
          13587	  0.786	 81.577	  0.011	  0.164
          13588	  0.520	 81.846	  0.009	  0.164
          13589	  0.064	 81.308	 -0.000	  0.162
          13590	 -0.364	 81.308	  0.016	  0.163
          13591	 -0.640	 80.769	  0.003	  0.163
          13592	 -0.892	 80.231	  0.003	  0.161
          13593	 -1.066	 79.961	  0.009	  0.164
          13594	 -1.034	 79.961	  0.004	  0.163
          13595	 -0.906	 79.961	  0.001	  0.164
          13596	 -0.656	 79.154	 -0.001	  0.164
          13597	 -0.408	 79.154	  0.001	  0.166
          13598	 -0.208	 78.885	  0.000	  0.167
          13599	 -0.068	 78.885	 -0.001	  0.169
          13600	  0.042	 78.077	 -0.000	  0.165
          13601	  0.104	 77.269	 -0.001	  0.167
          13602	  0.124	 77.269	 -0.005	  0.165
          13603	  0.136	 77.000	 -0.006	  0.164
          13604	  0.138	 76.731	  0.004	  0.164
          13605	  0.144	 77.269	  0.002	  0.164
          13606	  0.140	 77.269	  0.004	  0.162
          13607	  0.152	 76.461	  0.002	  0.163
          13608	  0.158	 77.000	  0.000	  0.165
          13609	  0.176	 76.731	  0.003	  0.160
          13610	  0.176	 75.923	  0.003	  0.161
          13611	  0.184	 75.654	 -0.002	  0.161
          13612	  0.178	 75.923	  0.005	  0.161
          13613	  0.198	 75.385	 -0.001	  0.164
          13614	  0.192	 75.385	  0.000	  0.161
          13615	  0.186	 74.308	  0.002	  0.162
          13616	  0.198	 74.038	 -0.002	  0.159
          13617	  0.216	 73.769	 -0.011	  0.159
          13618	  0.222	 74.577	  0.007	  0.158
          13619	  0.232	 72.692	  0.002	  0.161
          13620	  0.232	 73.769	  0.009	  0.157
          13621	  0.250	 72.961	  0.004	  0.157
          13622	  0.246	 73.231	  0.002	  0.157
          13623	  0.250	 72.692	 -0.000	  0.157
          13624	  0.246	 72.692	  0.002	  0.157
          13625	  0.252	 72.423	  0.002	  0.157
          13626	  0.268	 72.423	  0.001	  0.155
          13627	  0.274	 72.692	 -0.006	  0.157
          13628	  0.270	 72.423	 -0.008	  0.154
          13629	  0.288	 73.231	  0.003	  0.154
          13630	  0.288	 73.500	 -0.002	  0.151
          13631	  0.280	 74.308	  0.011	  0.151
          13632	  0.296	 75.654	  0.006	  0.150
          13633	  0.300	 77.808	  0.011	  0.150
          13634	  0.322	 79.154	  0.003	  0.150
          13635	  0.322	 82.385	  0.011	  0.148
          13636	  0.358	 85.077	  0.012	  0.146
          13637	  0.354	 88.577	  0.013	  0.147
          13638	  0.384	 92.077	  0.009	  0.148
          13639	  0.384	 95.846	 -0.000	  0.144
          13640	  0.414	100.423	  0.016	  0.145
          13641	  0.406	103.923	 -0.005	  0.145
          13642	  0.428	107.154	 -0.000	  0.148
          13643	  0.440	110.384	  0.004	  0.146
          13644	  0.450	113.077	  0.004	  0.146
          13645	  0.438	116.038	  0.005	  0.148
          13646	  0.456	119.269	  0.003	  0.148
          13647	  0.428	121.154	  0.001	  0.147
          13648	  0.442	123.308	  0.006	  0.144
          13649	  0.424	124.384	  0.005	  0.145
          13650	  0.440	126.538	  0.002	  0.147
          13651	  0.416	127.615	  0.013	  0.148
          13652	  0.394	128.692	  0.003	  0.149
          13653	  0.392	129.231	  0.001	  0.150
          13654	  0.378	129.231	  0.001	  0.149
          13655	  0.360	130.038	  0.007	  0.150
          13656	  0.340	130.846	  0.001	  0.152
          13657	  0.332	131.384	  0.006	  0.152
          13658	  0.302	131.654	  0.002	  0.152
          13659	  0.270	131.115	  0.007	  0.151
          13660	  0.252	130.308	  0.002	  0.153
          13661	  0.232	130.038	  0.004	  0.159
          13662	  0.174	128.961	  0.001	  0.160
          13663	  0.160	128.692	 -0.007	  0.161
          13664	  0.112	128.692	 -0.017	  0.164
          13665	  0.096	127.346	 -0.002	  0.165
          13666	  0.066	127.077	 -0.005	  0.166
          13667	  0.040	125.731	 -0.000	  0.169
          13668	  0.008	125.731	  0.001	  0.168
          13669	 -0.012	124.384	 -0.003	  0.170
          13670	 -0.040	124.384	 -0.003	  0.173
          13671	 -0.054	122.769	  0.001	  0.173
          13672	 -0.076	121.961	 -0.002	  0.172
          13673	 -0.084	121.961	 -0.004	  0.173
          13674	 -0.096	121.692	 -0.010	  0.173
          13675	 -0.082	120.615	 -0.010	  0.174
          13676	 -0.086	120.077	 -0.003	  0.177
          13677	 -0.090	119.000	 -0.004	  0.181
          13678	 -0.092	117.384	 -0.006	  0.185
          13679	 -0.088	117.654	 -0.002	  0.183
          13680	 -0.080	116.577	 -0.004	  0.183
          13681	 -0.074	115.769	  0.004	  0.182
          13682	 -0.074	115.231	  0.003	  0.183
          13683	 -0.064	115.231	 -0.004	  0.181
          13684	 -0.066	114.154	  0.016	  0.183
          13685	 -0.080	112.538	  0.001	  0.185
          13686	 -0.060	112.538	  0.008	  0.188
          13687	 -0.066	110.384	  0.007	  0.190
          13688	 -0.044	109.577	  0.003	  0.191
          13689	 -0.040	109.038	 -0.000	  0.189
          13690	 -0.032	108.231	 -0.002	  0.189
          13691	 -0.036	107.692	 -0.006	  0.189
          13692	 -0.018	106.615	 -0.004	  0.191
          13693	 -0.024	104.461	 -0.001	  0.190
          13694	 -0.004	103.115	 -0.004	  0.193
          13695	 -0.008	102.038	  0.000	  0.196
          13696	 -0.008	100.423	  0.004	  0.197
          13697	 -0.004	 98.808	  0.009	  0.194
          13698	 -0.000	 96.923	  0.009	  0.196
          13699	 -0.002	 96.654	  0.012	  0.197
          13700	 -0.000	 95.308	  0.009	  0.198
          13701	 -0.000	 94.231	  0.005	  0.199
          13702	 -0.008	 92.615	  0.005	  0.200
          13703	 -0.008	 91.808	  0.006	  0.199
          13704	 -0.000	 91.538	  0.005	  0.198
          13705	 -0.020	 89.923	  0.007	  0.199
          13706	 -0.016	 90.192	 -0.008	  0.197
          13707	 -0.014	 89.923	  0.008	  0.197
          13708	 -0.028	 89.654	 -0.000	  0.203
          13709	 -0.024	 88.846	  0.004	  0.202
          13710	 -0.016	 88.846	  0.000	  0.205
          13711	 -0.004	 88.038	 -0.002	  0.204
          13712	 -0.022	 88.577	 -0.003	  0.203
          13713	 -0.036	 88.308	 -0.004	  0.203
          13714	 -0.032	 88.308	  0.004	  0.199
          13715	 -0.014	 88.577	  0.008	  0.202
          13716	 -0.024	 88.846	  0.012	  0.202
          13717	 -0.018	 88.308	  0.012	  0.202
          13718	 -0.020	 88.038	  0.013	  0.205
          13719	 -0.006	 87.769	  0.014	  0.207
          13720	 -0.000	 88.308	  0.015	  0.207
          13721	  0.022	 88.308	  0.015	  0.205
          13722	  0.010	 88.308	  0.016	  0.202
          13723	  0.018	 88.846	  0.014	  0.204
          13724	  0.050	 89.654	  0.015	  0.208
          13725	  0.040	 88.577	  0.014	  0.207
          13726	  0.074	 88.846	  0.011	  0.205
          13727	  0.096	 88.846	  0.014	  0.209
          13728	  0.102	 88.846	  0.010	  0.207
          13729	  0.118	 88.846	  0.013	  0.209
          13730	  0.100	 89.115	  0.003	  0.209
          13731	  0.104	 89.115	  0.021	  0.207
          13732	  0.116	 88.577	  0.007	  0.211
          13733	  0.112	 88.846	  0.011	  0.209
          13734	  0.124	 89.115	  0.014	  0.209
          13735	  0.096	 88.038	  0.016	  0.213
          13736	  0.074	 88.038	  0.022	  0.212
          13737	  0.050	 88.038	  0.019	  0.212
          13738	  0.008	 88.038	  0.019	  0.212
          13739	 -0.000	 87.500	  0.018	  0.210
          13740	 -0.028	 87.231	  0.019	  0.212
          13741	 -0.048	 87.769	  0.013	  0.215
          13742	 -0.058	 86.961	  0.012	  0.215
          13743	 -0.058	 87.231	  0.012	  0.215
          13744	 -0.062	 86.961	  0.012	  0.216
          13745	 -0.056	 86.692	  0.011	  0.217
          13746	 -0.066	 86.423	  0.016	  0.216
          13747	 -0.072	 86.692	  0.017	  0.215
          13748	 -0.070	 86.154	  0.014	  0.213
          13749	 -0.072	 86.423	  0.011	  0.215
          13750	 -0.082	 86.154	  0.012	  0.215
          13751	 -0.076	 86.154	  0.011	  0.213
          13752	 -0.076	 85.346	  0.008	  0.216
          13753	 -0.072	 84.808	  0.016	  0.215
          13754	 -0.070	 84.538	  0.019	  0.215
          13755	 -0.064	 84.269	  0.014	  0.217
          13756	 -0.056	 84.000	  0.036	  0.218
          13757	 -0.060	 84.000	  0.016	  0.218
          13758	 -0.048	 84.000	  0.020	  0.220
          13759	 -0.046	 83.461	  0.017	  0.220
          13760	 -0.044	 82.923	  0.013	  0.218
          13761	 -0.022	 82.385	  0.012	  0.218
          13762	 -0.018	 82.385	  0.009	  0.217
          13763	  0.008	 82.385	  0.006	  0.218
          13764	 -0.000	 82.385	  0.002	  0.216
          13765	  0.030	 81.846	  0.005	  0.216
          13766	  0.076	 81.846	 -0.001	  0.218
          13767	  0.172	 81.308	  0.000	  0.217
          13768	  0.348	 80.769	  0.008	  0.216
          13769	  0.564	 80.500	  0.004	  0.215
          13770	  0.840	 80.769	  0.017	  0.216
          13771	  0.936	 80.231	  0.022	  0.214
          13772	  0.734	 80.231	  0.027	  0.213
          13773	  0.414	 79.692	  0.031	  0.215
          13774	  0.012	 79.692	  0.030	  0.210
          13775	 -0.376	 79.154	  0.025	  0.215
          13776	 -0.622	 78.077	  0.019	  0.211
          13777	 -0.864	 79.154	  0.011	  0.209
          13778	 -0.998	 78.077	  0.004	  0.209
          13779	 -0.976	 77.808	  0.006	  0.208
          13780	 -0.852	 77.808	  0.005	  0.205
          13781	 -0.624	 77.808	  0.003	  0.204
          13782	 -0.422	 77.269	  0.026	  0.203
          13783	 -0.220	 77.269	  0.008	  0.202
          13784	 -0.074	 77.000	  0.017	  0.199
          13785	  0.008	 77.000	  0.020	  0.199
          13786	  0.106	 75.923	  0.021	  0.199
          13787	  0.108	 76.192	  0.023	  0.197
          13788	  0.112	 75.923	  0.021	  0.194
          13789	  0.118	 75.385	  0.018	  0.193
          13790	  0.156	 75.115	  0.011	  0.192
          13791	  0.160	 75.923	  0.007	  0.191
          13792	  0.172	 75.115	  0.003	  0.189
          13793	  0.178	 75.115	  0.010	  0.189
          13794	  0.170	 74.577	  0.008	  0.187
          13795	  0.180	 74.577	  0.015	  0.187
          13796	  0.178	 74.308	  0.017	  0.186
          13797	  0.166	 73.500	  0.019	  0.185
          13798	  0.186	 72.961	  0.020	  0.185
          13799	  0.194	 73.769	  0.020	  0.185
          13800	  0.202	 73.231	  0.020	  0.183
          13801	  0.202	 72.692	  0.019	  0.185
          13802	  0.196	 71.615	  0.016	  0.184
          13803	  0.200	 71.885	  0.008	  0.186
          13804	  0.228	 72.154	  0.005	  0.183
          13805	  0.232	 71.615	  0.001	  0.181
          13806	  0.236	 71.885	  0.002	  0.181
          13807	  0.256	 70.808	  0.003	  0.181
          13808	  0.250	 70.808	  0.008	  0.181
          13809	  0.252	 70.538	  0.007	  0.181
          13810	  0.248	 70.000	  0.005	  0.181
          13811	  0.248	 70.269	  0.024	  0.177
          13812	  0.266	 70.269	  0.006	  0.177
          13813	  0.262	 70.000	  0.015	  0.176
          13814	  0.268	 69.461	  0.010	  0.176
          13815	  0.282	 70.000	  0.007	  0.177
          13816	  0.286	 70.538	 -0.000	  0.175
          13817	  0.304	 71.615	  0.006	  0.176
          13818	  0.288	 73.500	  0.013	  0.169
          13819	  0.320	 75.385	  0.016	  0.170
          13820	  0.316	 77.808	  0.019	  0.170
          13821	  0.344	 81.038	  0.020	  0.169
          13822	  0.372	 82.923	  0.013	  0.165
          13823	  0.368	 86.961	  0.010	  0.167
          13824	  0.390	 90.461	  0.005	  0.165
          13825	  0.402	 94.231	  0.008	  0.165
          13826	  0.406	 98.269	  0.006	  0.165
          13827	  0.420	102.038	  0.010	  0.164
          13828	  0.428	105.269	  0.014	  0.166
          13829	  0.442	108.769	  0.019	  0.163
          13830	  0.432	112.000	  0.015	  0.161
          13831	  0.440	115.231	  0.017	  0.164
          13832	  0.448	116.846	  0.015	  0.164
          13833	  0.440	117.923	  0.015	  0.165
          13834	  0.434	120.077	  0.012	  0.161
          13835	  0.416	122.231	  0.001	  0.160
          13836	  0.404	124.384	  0.002	  0.159
          13837	  0.384	124.654	  0.011	  0.161
          13838	  0.384	126.269	  0.009	  0.160
          13839	  0.376	127.346	  0.017	  0.161
          13840	  0.352	127.346	  0.015	  0.160
          13841	  0.338	127.615	  0.019	  0.157
          13842	  0.302	128.154	  0.021	  0.157
          13843	  0.304	128.154	  0.019	  0.154
          13844	  0.258	128.154	  0.016	  0.153
          13845	  0.230	128.154	  0.010	  0.152
          13846	  0.212	127.615	  0.004	  0.153
          13847	  0.172	127.346	  0.005	  0.152
          13848	  0.148	127.615	 -0.000	  0.153
          13849	  0.116	127.346	 -0.002	  0.151
          13850	  0.066	126.538	  0.003	  0.152
          13851	  0.038	126.538	  0.000	  0.149
          13852	 -0.006	125.192	  0.007	  0.152
          13853	 -0.020	124.384	  0.013	  0.152
          13854	 -0.026	123.038	  0.019	  0.148
          13855	 -0.040	122.500	  0.023	  0.149
          13856	 -0.056	121.961	  0.018	  0.151
          13857	 -0.052	121.154	  0.013	  0.151
          13858	 -0.078	120.346	  0.010	  0.148
          13859	 -0.080	119.269	  0.005	  0.149
          13860	 -0.110	119.000	 -0.006	  0.150
          13861	 -0.082	117.923	  0.018	  0.151
          13862	 -0.096	118.731	 -0.002	  0.148
          13863	 -0.088	117.654	  0.007	  0.146
          13864	 -0.102	116.846	  0.013	  0.144
          13865	 -0.076	115.769	  0.015	  0.147
          13866	 -0.090	115.500	  0.011	  0.144
          13867	 -0.096	114.692	  0.010	  0.144
          13868	 -0.078	113.615	  0.011	  0.144
          13869	 -0.074	113.346	 -0.002	  0.146
          13870	 -0.054	111.461	  0.006	  0.144
          13871	 -0.056	111.461	  0.002	  0.143
          13872	 -0.072	111.192	  0.009	  0.144
          13873	 -0.058	109.577	  0.012	  0.144
          13874	 -0.048	108.500	  0.010	  0.142
          13875	 -0.034	107.961	  0.003	  0.142
          13876	 -0.044	107.154	 -0.002	  0.141
          13877	 -0.030	106.346	 -0.006	  0.140
          13878	 -0.024	105.000	 -0.004	  0.138
          13879	 -0.020	103.654	 -0.000	  0.142
          13880	 -0.008	102.038	  0.002	  0.138
          13881	 -0.020	100.423	  0.002	  0.140
          13882	  0.008	 99.077	  0.007	  0.141
          13883	 -0.014	 98.269	  0.002	  0.140
          13884	 -0.012	 96.385	 -0.007	  0.140
          13885	 -0.016	 94.769	  0.015	  0.139
          13886	 -0.004	 93.692	 -0.005	  0.138
          13887	 -0.012	 92.885	  0.001	  0.136
          13888	 -0.002	 91.808	  0.012	  0.133
          13889	 -0.010	 90.731	  0.011	  0.137
          13890	 -0.000	 89.923	  0.012	  0.136
          13891	 -0.014	 90.192	  0.015	  0.135
          13892	 -0.000	 89.115	  0.011	  0.132
          13893	 -0.006	 88.846	  0.011	  0.133
          13894	  0.014	 88.038	  0.007	  0.131
          13895	 -0.000	 88.038	  0.005	  0.131
          13896	 -0.010	 87.769	  0.008	  0.132
          13897	 -0.000	 88.038	  0.014	  0.128
          13898	 -0.004	 86.961	  0.018	  0.132
          13899	  0.014	 87.500	  0.019	  0.129
          13900	  0.020	 87.500	  0.018	  0.129
          13901	  0.040	 86.961	  0.011	  0.128
          13902	  0.056	 87.769	  0.007	  0.128
          13903	  0.084	 87.231	  0.000	  0.128
          13904	  0.100	 86.692	  0.000	  0.129
          13905	  0.100	 86.692	  0.005	  0.128
          13906	  0.092	 87.500	  0.011	  0.128
          13907	  0.116	 87.769	  0.015	  0.127
          13908	  0.096	 88.038	  0.007	  0.126
          13909	  0.096	 88.038	  0.009	  0.124
          13910	  0.090	 87.769	  0.006	  0.125
          13911	  0.094	 88.308	  0.011	  0.124
          13912	  0.062	 88.846	  0.006	  0.122
          13913	  0.056	 88.846	  0.004	  0.124
          13914	  0.018	 88.038	  0.008	  0.121
          13915	 -0.006	 88.308	  0.012	  0.121
          13916	 -0.038	 88.846	  0.011	  0.122
          13917	 -0.026	 88.846	  0.009	  0.120
          13918	 -0.052	 88.846	  0.009	  0.121
          13919	 -0.050	 88.846	  0.008	  0.116
          13920	 -0.056	 89.654	  0.003	  0.121
          13921	 -0.050	 88.846	  0.002	  0.120
          13922	 -0.070	 89.115	 -0.000	  0.118
          13923	 -0.084	 88.846	 -0.004	  0.120
          13924	 -0.080	 89.115	 -0.001	  0.118
          13925	 -0.064	 88.038	  0.004	  0.119
          13926	 -0.092	 88.038	  0.007	  0.119
          13927	 -0.072	 88.038	  0.017	  0.121
          13928	 -0.062	 87.500	  0.010	  0.121
          13929	 -0.040	 87.231	  0.010	  0.122
          13930	 -0.074	 87.231	  0.006	  0.119
          13931	 -0.070	 86.692	  0.009	  0.122
          13932	 -0.052	 85.885	  0.005	  0.121
          13933	 -0.058	 86.154	 -0.008	  0.120
          13934	 -0.054	 85.615	 -0.001	  0.123
          13935	 -0.048	 85.615	 -0.000	  0.122
          13936	 -0.048	 84.538	  0.000	  0.125
          13937	 -0.040	 85.077	  0.010	  0.123
          13938	 -0.024	 84.808	  0.004	  0.121
          13939	 -0.000	 84.808	  0.004	  0.121
          13940	  0.004	 85.346	  0.008	  0.121
          13941	  0.036	 84.808	  0.001	  0.121
          13942	  0.088	 84.538	  0.011	  0.119
          13943	  0.202	 83.731	  0.010	  0.120
          13944	  0.352	 83.731	  0.015	  0.119
          13945	  0.520	 84.269	  0.012	  0.120
          13946	  0.772	 84.538	  0.011	  0.121
          13947	  0.844	 83.461	  0.014	  0.120
          13948	  0.628	 82.654	  0.016	  0.124
          13949	  0.338	 83.192	  0.018	  0.121
          13950	 -0.080	 82.385	  0.020	  0.125
          13951	 -0.392	 82.654	  0.017	  0.122
          13952	 -0.632	 82.385	  0.012	  0.123
          13953	 -0.824	 81.846	  0.009	  0.122
          13954	 -0.944	 81.577	  0.014	  0.123
          13955	 -0.902	 81.308	  0.009	  0.122
          13956	 -0.750	 81.308	  0.008	  0.119
          13957	 -0.532	 80.500	  0.010	  0.125
          13958	 -0.320	 81.038	 -0.012	  0.122
          13959	 -0.152	 81.038	  0.007	  0.123
          13960	 -0.018	 79.961	  0.004	  0.123
          13961	  0.064	 79.961	  0.009	  0.123
          13962	  0.094	 79.961	  0.006	  0.122
          13963	  0.104	 79.961	  0.001	  0.121
          13964	  0.110	 78.885	  0.004	  0.123
          13965	  0.128	 78.077	  0.005	  0.125
          13966	  0.132	 78.615	  0.007	  0.124
          13967	  0.152	 78.077	  0.006	  0.124
          13968	  0.140	 77.538	  0.005	  0.124
          13969	  0.148	 76.731	  0.001	  0.125
          13970	  0.152	 77.000	  0.008	  0.123
          13971	  0.164	 77.000	  0.011	  0.125
          13972	  0.162	 76.461	  0.017	  0.124
          13973	  0.176	 75.654	  0.022	  0.124
          13974	  0.162	 75.923	  0.021	  0.124
          13975	  0.186	 75.923	  0.027	  0.122
          13976	  0.180	 75.923	  0.025	  0.122
          13977	  0.190	 75.923	  0.020	  0.122
          13978	  0.192	 74.846	  0.018	  0.120
          13979	  0.210	 74.846	  0.013	  0.122
          13980	  0.204	 74.038	  0.008	  0.122
          13981	  0.200	 74.308	  0.007	  0.121
          13982	  0.198	 74.308	  0.004	  0.120
          13983	  0.202	 74.308	 -0.003	  0.122
          13984	  0.224	 74.038	  0.003	  0.121
          13985	  0.210	 73.769	  0.011	  0.122
          13986	  0.222	 72.692	  0.019	  0.124
          13987	  0.238	 72.961	  0.015	  0.122
          13988	  0.250	 72.423	  0.009	  0.122
          13989	  0.238	 72.961	  0.008	  0.120
          13990	  0.264	 72.692	  0.006	  0.122
          13991	  0.262	 74.038	  0.011	  0.123
          13992	  0.274	 74.038	  0.003	  0.123
          13993	  0.290	 74.577	  0.005	  0.124
          13994	  0.280	 76.461	  0.007	  0.121
          13995	  0.290	 79.154	  0.012	  0.123
          13996	  0.292	 80.769	  0.011	  0.122
          13997	  0.312	 83.731	  0.016	  0.121
          13998	  0.328	 87.500	  0.013	  0.124
          13999	  0.348	 90.731	  0.014	  0.122
          14000	  0.384	 94.231	  0.012	  0.124
          14001	  0.374	 98.269	  0.009	  0.122
          14002	  0.404	101.769	  0.008	  0.122
          14003	  0.404	105.808	  0.008	  0.122
          14004	  0.418	109.038	  0.011	  0.121
          14005	  0.424	112.269	  0.015	  0.122
          14006	  0.418	115.769	  0.010	  0.121
          14007	  0.424	117.923	  0.029	  0.120
          14008	  0.416	120.615	  0.014	  0.116
          14009	  0.418	122.500	  0.012	  0.118
          14010	  0.402	125.192	  0.017	  0.117
          14011	  0.404	126.538	  0.008	  0.119
          14012	  0.376	127.615	  0.010	  0.117
          14013	  0.370	128.961	  0.004	  0.119
          14014	  0.334	131.384	  0.008	  0.117
          14015	  0.338	131.923	  0.009	  0.116
          14016	  0.302	133.269	  0.008	  0.116
          14017	  0.284	133.808	  0.008	  0.114
          14018	  0.268	134.346	  0.012	  0.112
          14019	  0.246	134.077	  0.020	  0.115
          14020	  0.212	134.077	  0.014	  0.116
          14021	  0.184	134.077	  0.009	  0.116
          14022	  0.154	133.000	  0.010	  0.112
          14023	  0.124	133.000	 -0.003	  0.112
          14024	  0.080	133.269	 -0.002	  0.112
          14025	  0.070	132.461	 -0.000	  0.112
          14026	  0.030	132.461	 -0.001	  0.113
          14027	 -0.000	131.923	  0.000	  0.113
          14028	 -0.010	131.654	  0.002	  0.112
          14029	 -0.016	130.846	 -0.007	  0.113
          14030	 -0.044	130.308	 -0.000	  0.116
          14031	 -0.052	129.769	  0.003	  0.112
          14032	 -0.058	128.692	  0.013	  0.112
          14033	 -0.068	128.961	  0.007	  0.111
          14034	 -0.070	128.692	  0.010	  0.109
          14035	 -0.092	127.615	  0.013	  0.110
          14036	 -0.062	127.077	  0.015	  0.108
          14037	 -0.080	126.269	  0.015	  0.110
          14038	 -0.080	125.461	  0.012	  0.108
          14039	 -0.104	124.923	  0.015	  0.104
          14040	 -0.088	124.115	  0.009	  0.108
          14041	 -0.086	124.384	  0.008	  0.106
          14042	 -0.098	122.769	  0.007	  0.108
          14043	 -0.080	122.500	  0.001	  0.104
          14044	 -0.084	121.423	  0.003	  0.106
          14045	 -0.076	121.423	  0.003	  0.104
          14046	 -0.056	120.615	 -0.003	  0.106
          14047	 -0.046	119.808	 -0.007	  0.103
          14048	 -0.034	118.731	 -0.005	  0.105
          14049	 -0.030	118.192	 -0.012	  0.106
          14050	 -0.016	117.654	 -0.004	  0.103
          14051	 -0.032	116.577	 -0.001	  0.104
          14052	 -0.044	115.500	 -0.015	  0.103
          14053	 -0.024	114.423	 -0.007	  0.106
          14054	 -0.030	113.615	 -0.002	  0.103
          14055	 -0.034	112.538	 -0.002	  0.106
          14056	 -0.020	110.654	 -0.004	  0.103
          14057	 -0.008	109.577	 -0.007	  0.104
          14058	  0.014	108.231	 -0.011	  0.103
          14059	  0.026	106.884	 -0.010	  0.102
          14060	  0.018	105.808	 -0.010	  0.104
          14061	  0.008	103.654	 -0.012	  0.104
          14062	  0.004	103.115	 -0.010	  0.103
          14063	  0.002	100.692	 -0.008	  0.102
          14064	  0.024	 99.077	  0.000	  0.100
          14065	  0.020	 97.731	  0.016	  0.104
          14066	  0.016	 97.461	  0.019	  0.100
          14067	  0.042	 96.115	  0.031	  0.099
          14068	  0.040	 95.308	  0.030	  0.102
          14069	  0.024	 94.231	  0.029	  0.099
          14070	  0.048	 93.154	  0.028	  0.100
          14071	  0.064	 92.885	  0.027	  0.098
          14072	  0.080	 92.077	  0.025	  0.097
          14073	  0.096	 91.538	  0.024	  0.097
          14074	  0.102	 91.808	  0.023	  0.098
          14075	  0.088	 91.000	  0.017	  0.098
          14076	  0.096	 90.731	  0.004	  0.097
          14077	  0.082	 89.923	  0.019	  0.096
          14078	  0.082	 89.923	 -0.002	  0.097
          14079	  0.096	 89.654	  0.001	  0.097
          14080	  0.098	 89.385	 -0.004	  0.094
          14081	  0.094	 89.654	 -0.010	  0.095
          14082	  0.084	 89.923	 -0.009	  0.096
          14083	  0.054	 89.923	 -0.012	  0.092
          14084	  0.032	 89.923	 -0.009	  0.091
          14085	 -0.000	 89.923	 -0.007	  0.093
          14086	 -0.032	 90.461	 -0.007	  0.090
          14087	 -0.040	 91.000	 -0.006	  0.091
          14088	 -0.034	 90.461	 -0.010	  0.091
          14089	 -0.050	 90.192	 -0.001	  0.090
          14090	 -0.050	 90.192	  0.001	  0.090
          14091	 -0.048	 90.731	  0.004	  0.090
          14092	 -0.032	 90.192	  0.006	  0.087
          14093	 -0.052	 90.731	  0.005	  0.086
          14094	 -0.032	 90.731	  0.012	  0.087
          14095	 -0.042	 90.731	  0.012	  0.087
          14096	 -0.060	 90.731	  0.016	  0.088
          14097	 -0.048	 90.192	  0.023	  0.083
          14098	 -0.070	 90.731	  0.005	  0.084
          14099	 -0.068	 91.000	  0.012	  0.083
