'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[02:14:45.640 20/01/1989]',0.060,63.837,-0.031,0.784
'[02:14:45.644 20/01/1989]',0.060,64.256,-0.026,0.783
'[02:14:45.648 20/01/1989]',0.060,64.256,-0.020,0.774
'[02:14:45.652 20/01/1989]',0.060,64.674,-0.020,0.777
'[02:14:45.656 20/01/1989]',0.070,64.674,-0.019,0.778
'[02:14:45.660 20/01/1989]',0.060,64.674,-0.018,0.778
'[02:14:45.664 20/01/1989]',0.070,65.093,-0.017,0.794
'[02:14:45.668 20/01/1989]',0.070,65.093,-0.017,0.807
'[02:14:45.672 20/01/1989]',0.080,64.884,-0.014,0.819
'[02:14:45.676 20/01/1989]',0.075,64.465,-0.014,0.828
'[02:14:45.680 20/01/1989]',0.080,64.674,-0.014,0.830
'[02:14:45.684 20/01/1989]',0.085,64.674,-0.013,0.835
'[02:14:45.688 20/01/1989]',0.080,64.465,-0.010,0.829
'[02:14:45.692 20/01/1989]',0.085,64.674,-0.014,0.829
'[02:14:45.696 20/01/1989]',0.080,64.256,-0.017,0.823
'[02:14:45.700 20/01/1989]',0.080,64.256,-0.020,0.828
'[02:14:45.704 20/01/1989]',0.080,64.465,-0.021,0.829
'[02:14:45.708 20/01/1989]',0.085,63.628,-0.023,0.835
'[02:14:45.712 20/01/1989]',0.080,63.837,-0.026,0.838
'[02:14:45.716 20/01/1989]',0.095,63.837,-0.030,0.852
'[02:14:45.720 20/01/1989]',0.090,63.209,-0.032,0.854
'[02:14:45.724 20/01/1989]',0.080,63.000,-0.036,0.858
'[02:14:45.728 20/01/1989]',0.095,62.581,-0.037,0.874
'[02:14:45.732 20/01/1989]',0.085,62.581,-0.037,0.865
'[02:14:45.736 20/01/1989]',0.090,62.372,-0.037,0.878
'[02:14:45.740 20/01/1989]',0.100,62.163,-0.037,0.872
'[02:14:45.744 20/01/1989]',0.090,61.953,-0.037,0.862
'[02:14:45.748 20/01/1989]',0.085,61.326,-0.031,0.852
'[02:14:45.752 20/01/1989]',0.085,61.326,-0.033,0.852
'[02:14:45.756 20/01/1989]',0.100,60.698,-0.033,0.867
'[02:14:45.760 20/01/1989]',0.080,60.279,-0.030,0.871
'[02:14:45.764 20/01/1989]',0.095,60.488,-0.028,0.878
'[02:14:45.768 20/01/1989]',0.080,60.070,-0.027,0.881
'[02:14:45.772 20/01/1989]',0.075,59.651,-0.021,0.888
'[02:14:45.776 20/01/1989]',0.085,59.233,-0.020,0.893
'[02:14:45.780 20/01/1989]',0.090,58.814,-0.018,0.910
'[02:14:45.784 20/01/1989]',0.095,58.395,-0.015,0.894
'[02:14:45.788 20/01/1989]',0.095,58.395,-0.012,0.899
'[02:14:45.792 20/01/1989]',0.105,57.558,-0.011,0.887
'[02:14:45.796 20/01/1989]',0.100,57.767,-0.009,0.891
'[02:14:45.800 20/01/1989]',0.105,57.140,-0.007,0.887
'[02:14:45.804 20/01/1989]',0.115,57.140,-0.004,0.893
'[02:14:45.808 20/01/1989]',0.115,56.302,-0.003,0.896
'[02:14:45.812 20/01/1989]',0.110,56.093,-0.005,0.899
'[02:14:45.816 20/01/1989]',0.120,55.674,-0.006,0.907
'[02:14:45.820 20/01/1989]',0.120,55.674,-0.007,0.907
'[02:14:45.824 20/01/1989]',0.120,55.465,-0.007,0.903
'[02:14:45.828 20/01/1989]',0.125,54.837,-0.008,0.923
'[02:14:45.832 20/01/1989]',0.125,54.628,-0.008,0.913
'[02:14:45.836 20/01/1989]',0.140,54.419,-0.008,0.922
'[02:14:45.840 20/01/1989]',0.135,54.209,-0.011,0.910
'[02:14:45.844 20/01/1989]',0.135,54.000,-0.011,0.910
'[02:14:45.848 20/01/1989]',0.145,53.581,-0.011,0.900
'[02:14:45.852 20/01/1989]',0.140,53.581,-0.014,0.906
'[02:14:45.856 20/01/1989]',0.135,52.744,-0.018,0.904
'[02:14:45.860 20/01/1989]',0.125,52.116,-0.018,0.907
'[02:14:45.864 20/01/1989]',0.100,52.116,-0.021,0.913
'[02:14:45.868 20/01/1989]',0.100,52.326,-0.023,0.928
'[02:14:45.872 20/01/1989]',0.100,51.907,-0.025,0.930
'[02:14:45.876 20/01/1989]',0.100,51.488,-0.025,0.929
'[02:14:45.880 20/01/1989]',0.085,51.279,-0.028,0.933
'[02:14:45.884 20/01/1989]',0.100,51.070,-0.029,0.920
'[02:14:45.888 20/01/1989]',0.075,50.651,-0.027,0.928
'[02:14:45.892 20/01/1989]',0.075,50.442,-0.029,0.913
'[02:14:45.896 20/01/1989]',0.070,50.442,-0.031,0.916
'[02:14:45.900 20/01/1989]',0.070,50.233,-0.033,0.912
'[02:14:45.904 20/01/1989]',0.075,50.023,-0.031,0.920
'[02:14:45.908 20/01/1989]',0.080,49.395,-0.031,0.919
'[02:14:45.912 20/01/1989]',0.070,48.977,-0.031,0.933
'[02:14:45.916 20/01/1989]',0.080,49.395,-0.031,0.935
'[02:14:45.920 20/01/1989]',0.080,48.977,-0.028,0.941
'[02:14:45.924 20/01/1989]',0.080,48.767,-0.026,0.945
'[02:14:45.928 20/01/1989]',0.075,48.349,-0.023,0.942
'[02:14:45.932 20/01/1989]',0.080,48.140,-0.020,0.945
'[02:14:45.936 20/01/1989]',0.075,48.140,-0.018,0.933
'[02:14:45.940 20/01/1989]',0.085,48.349,-0.017,0.933
'[02:14:45.944 20/01/1989]',0.085,47.721,-0.015,0.926
'[02:14:45.948 20/01/1989]',0.085,47.302,-0.011,0.925
'[02:14:45.952 20/01/1989]',0.090,47.512,-0.013,0.926
'[02:14:45.956 20/01/1989]',0.085,47.302,-0.014,0.933
'[02:14:45.960 20/01/1989]',0.125,47.093,-0.010,0.939
'[02:14:45.964 20/01/1989]',0.145,46.674,-0.009,0.939
'[02:14:45.968 20/01/1989]',0.225,46.884,-0.006,0.942
'[02:14:45.972 20/01/1989]',0.340,46.884,0.001,0.941
'[02:14:45.976 20/01/1989]',0.520,46.465,0.009,0.957
'[02:14:45.980 20/01/1989]',0.700,46.465,0.015,0.957
'[02:14:45.984 20/01/1989]',0.845,46.884,0.020,0.930
'[02:14:45.988 20/01/1989]',0.870,46.465,0.016,0.952
'[02:14:45.992 20/01/1989]',0.680,46.256,0.007,0.922
'[02:14:45.996 20/01/1989]',0.370,46.465,-0.009,0.922
'[02:14:46.000 20/01/1989]',0.035,46.256,-0.023,0.928
'[02:14:46.004 20/01/1989]',-0.200,46.046,-0.030,0.933
'[02:14:46.008 20/01/1989]',-0.300,45.628,-0.034,0.929
'[02:14:46.012 20/01/1989]',-0.265,45.628,-0.034,0.941
'[02:14:46.016 20/01/1989]',-0.165,45.628,-0.034,0.933
'[02:14:46.020 20/01/1989]',-0.080,45.419,-0.033,0.951
'[02:14:46.024 20/01/1989]',-0.010,45.419,-0.033,0.941
'[02:14:46.028 20/01/1989]',0.015,45.209,-0.033,0.945
'[02:14:46.032 20/01/1989]',0.040,45.000,-0.034,0.925
'[02:14:46.036 20/01/1989]',0.060,45.419,-0.035,0.936
'[02:14:46.040 20/01/1989]',0.080,45.419,-0.040,0.916
'[02:14:46.044 20/01/1989]',0.080,45.419,-0.038,0.909
'[02:14:46.048 20/01/1989]',0.070,45.419,-0.037,0.913
'[02:14:46.052 20/01/1989]',0.065,45.628,-0.038,0.910
'[02:14:46.056 20/01/1989]',0.080,45.628,-0.036,0.904
'[02:14:46.060 20/01/1989]',0.060,45.419,-0.031,0.912
'[02:14:46.064 20/01/1989]',0.080,45.419,-0.026,0.922
'[02:14:46.068 20/01/1989]',0.080,45.419,-0.022,0.912
'[02:14:46.072 20/01/1989]',0.080,46.046,-0.016,0.910
'[02:14:46.076 20/01/1989]',0.080,45.628,-0.012,0.907
'[02:14:46.080 20/01/1989]',0.080,45.837,-0.009,0.904
'[02:14:46.084 20/01/1989]',0.095,45.628,-0.002,0.881
'[02:14:46.088 20/01/1989]',0.100,45.419,0.005,0.881
'[02:14:46.092 20/01/1989]',0.110,45.419,0.009,0.870
'[02:14:46.096 20/01/1989]',0.095,45.419,0.010,0.861
'[02:14:46.100 20/01/1989]',0.100,45.628,0.014,0.852
'[02:14:46.104 20/01/1989]',0.095,45.628,0.015,0.858
'[02:14:46.108 20/01/1989]',0.100,45.837,0.014,0.858
'[02:14:46.112 20/01/1989]',0.100,45.628,0.011,0.848
'[02:14:46.116 20/01/1989]',0.105,45.837,0.006,0.851
'[02:14:46.120 20/01/1989]',0.115,45.419,0.003,0.855
'[02:14:46.124 20/01/1989]',0.100,45.628,-0.002,0.833
'[02:14:46.128 20/01/1989]',0.110,45.628,-0.007,0.848
'[02:14:46.132 20/01/1989]',0.110,45.628,-0.013,0.812
'[02:14:46.136 20/01/1989]',0.120,45.837,-0.021,0.810
'[02:14:46.140 20/01/1989]',0.130,45.628,-0.029,0.804
'[02:14:46.144 20/01/1989]',0.120,45.419,-0.034,0.800
'[02:14:46.148 20/01/1989]',0.125,45.419,-0.034,0.794
'[02:14:46.152 20/01/1989]',0.110,45.837,-0.037,0.796
'[02:14:46.156 20/01/1989]',0.125,45.837,-0.038,0.796
'[02:14:46.160 20/01/1989]',0.120,45.419,-0.034,0.799
'[02:14:46.164 20/01/1989]',0.150,45.628,-0.032,0.799
'[02:14:46.168 20/01/1989]',0.140,46.465,-0.029,0.791
'[02:14:46.172 20/01/1989]',0.145,46.674,-0.025,0.786
'[02:14:46.176 20/01/1989]',0.140,47.721,-0.021,0.778
'[02:14:46.180 20/01/1989]',0.140,48.767,-0.019,0.778
'[02:14:46.184 20/01/1989]',0.155,50.442,-0.012,0.754
'[02:14:46.188 20/01/1989]',0.165,52.116,-0.005,0.743
'[02:14:46.192 20/01/1989]',0.160,54.628,-0.000,0.739
'[02:14:46.196 20/01/1989]',0.175,56.721,0.004,0.736
'[02:14:46.200 20/01/1989]',0.175,59.233,0.007,0.717
'[02:14:46.204 20/01/1989]',0.170,62.163,0.015,0.739
'[02:14:46.208 20/01/1989]',0.195,65.302,0.018,0.729
'[02:14:46.212 20/01/1989]',0.195,68.651,0.021,0.713
'[02:14:46.216 20/01/1989]',0.200,71.791,0.022,0.719
'[02:14:46.220 20/01/1989]',0.200,74.930,0.026,0.730
'[02:14:46.224 20/01/1989]',0.215,78.488,0.028,0.717
'[02:14:46.228 20/01/1989]',0.200,81.419,0.026,0.713
'[02:14:46.232 20/01/1989]',0.210,84.767,0.027,0.677
'[02:14:46.236 20/01/1989]',0.225,88.116,0.025,0.662
'[02:14:46.240 20/01/1989]',0.235,91.465,0.020,0.661
'[02:14:46.244 20/01/1989]',0.220,93.977,0.017,0.638
'[02:14:46.248 20/01/1989]',0.240,96.488,0.016,0.652
'[02:14:46.252 20/01/1989]',0.220,99.628,0.010,0.630
'[02:14:46.256 20/01/1989]',0.220,101.721,0.004,0.636
'[02:14:46.260 20/01/1989]',0.220,104.023,0.001,0.649
'[02:14:46.264 20/01/1989]',0.200,106.744,-0.001,0.623
'[02:14:46.268 20/01/1989]',0.210,109.046,-0.006,0.626
'[02:14:46.272 20/01/1989]',0.200,110.302,-0.009,0.628
'[02:14:46.276 20/01/1989]',0.195,111.977,-0.010,0.603
'[02:14:46.280 20/01/1989]',0.180,112.605,-0.015,0.590
'[02:14:46.284 20/01/1989]',0.165,114.070,-0.016,0.567
'[02:14:46.288 20/01/1989]',0.160,114.070,-0.015,0.574
'[02:14:46.292 20/01/1989]',0.155,113.860,-0.019,0.568
'[02:14:46.296 20/01/1989]',0.135,113.860,-0.023,0.557
'[02:14:46.300 20/01/1989]',0.115,113.233,-0.024,0.539
'[02:14:46.304 20/01/1989]',0.095,112.186,-0.024,0.539
'[02:14:46.308 20/01/1989]',0.090,111.349,-0.027,0.539
'[02:14:46.312 20/01/1989]',0.060,109.884,-0.027,0.545
'[02:14:46.316 20/01/1989]',0.055,108.419,-0.030,0.539
'[02:14:46.320 20/01/1989]',0.050,107.163,-0.029,0.538
'[02:14:46.324 20/01/1989]',0.040,105.488,-0.028,0.506
'[02:14:46.328 20/01/1989]',0.030,103.814,-0.025,0.500
'[02:14:46.332 20/01/1989]',0.005,101.512,-0.021,0.488
'[02:14:46.336 20/01/1989]',0.020,99.837,-0.019,0.475
'[02:14:46.340 20/01/1989]',-0.000,98.791,-0.017,0.465
'[02:14:46.344 20/01/1989]',-0.000,96.698,-0.012,0.467
'[02:14:46.348 20/01/1989]',0.015,95.023,-0.007,0.449
'[02:14:46.352 20/01/1989]',-0.000,93.977,-0.007,0.446
'[02:14:46.356 20/01/1989]',-0.010,91.884,-0.006,0.461
'[02:14:46.360 20/01/1989]',-0.000,90.000,-0.002,0.461
'[02:14:46.364 20/01/1989]',-0.005,88.953,-0.001,0.442
'[02:14:46.368 20/01/1989]',-0.010,87.279,-0.002,0.436
'[02:14:46.372 20/01/1989]',-0.020,86.023,-0.001,0.438
'[02:14:46.376 20/01/1989]',-0.015,84.558,-0.003,0.422
'[02:14:46.380 20/01/1989]',-0.015,83.093,-0.009,0.412
'[02:14:46.384 20/01/1989]',-0.010,82.256,-0.010,0.387
'[02:14:46.388 20/01/1989]',-0.000,81.209,-0.011,0.397
'[02:14:46.392 20/01/1989]',-0.000,79.953,-0.016,0.377
'[02:14:46.396 20/01/1989]',-0.000,79.326,-0.020,0.377
'[02:14:46.400 20/01/1989]',0.005,78.070,-0.022,0.367
'[02:14:46.404 20/01/1989]',0.015,77.442,-0.024,0.375
'[02:14:46.408 20/01/1989]',0.015,76.395,-0.026,0.359
'[02:14:46.412 20/01/1989]',0.015,75.558,-0.028,0.380
'[02:14:46.416 20/01/1989]',0.015,74.930,-0.030,0.349
'[02:14:46.420 20/01/1989]',0.020,74.721,-0.028,0.348
'[02:14:46.424 20/01/1989]',0.020,73.046,-0.025,0.333
'[02:14:46.428 20/01/1989]',0.015,72.837,-0.022,0.328
'[02:14:46.432 20/01/1989]',0.025,71.791,-0.021,0.296
'[02:14:46.436 20/01/1989]',0.025,71.581,-0.019,0.288
'[02:14:46.440 20/01/1989]',0.020,70.953,-0.021,0.281
'[02:14:46.444 20/01/1989]',0.040,70.116,-0.021,0.265
'[02:14:46.448 20/01/1989]',0.025,69.488,-0.019,0.270
'[02:14:46.452 20/01/1989]',0.040,69.070,-0.022,0.259
'[02:14:46.456 20/01/1989]',0.040,68.442,-0.024,0.259
'[02:14:46.460 20/01/1989]',0.040,67.814,-0.024,0.265
'[02:14:46.464 20/01/1989]',0.040,66.349,-0.025,0.255
'[02:14:46.468 20/01/1989]',0.030,66.349,-0.028,0.243
'[02:14:46.472 20/01/1989]',0.035,65.721,-0.029,0.235
'[02:14:46.476 20/01/1989]',0.040,64.465,-0.031,0.220
'[02:14:46.480 20/01/1989]',0.040,64.465,-0.033,0.209
'[02:14:46.484 20/01/1989]',0.040,63.837,-0.031,0.194
'[02:14:46.488 20/01/1989]',0.040,63.209,-0.029,0.193
'[02:14:46.492 20/01/1989]',0.045,62.163,-0.029,0.183
'[02:14:46.496 20/01/1989]',0.045,62.163,-0.029,0.175
'[02:14:46.500 20/01/1989]',0.040,61.953,-0.027,0.177
'[02:14:46.504 20/01/1989]',0.040,61.535,-0.022,0.174
'[02:14:46.508 20/01/1989]',0.030,61.326,-0.021,0.174
'[02:14:46.512 20/01/1989]',0.040,60.698,-0.020,0.168
'[02:14:46.516 20/01/1989]',0.045,60.698,-0.019,0.158
'[02:14:46.520 20/01/1989]',0.045,60.070,-0.018,0.151
'[02:14:46.524 20/01/1989]',0.050,60.488,-0.018,0.129
'[02:14:46.528 20/01/1989]',0.040,59.860,-0.019,0.126
'[02:14:46.532 20/01/1989]',0.060,59.651,-0.020,0.107
'[02:14:46.536 20/01/1989]',0.045,59.651,-0.021,0.104
'[02:14:46.540 20/01/1989]',0.050,59.651,-0.023,0.091
'[02:14:46.544 20/01/1989]',0.045,60.279,-0.023,0.094
'[02:14:46.548 20/01/1989]',0.060,60.279,-0.024,0.093
'[02:14:46.552 20/01/1989]',0.055,60.279,-0.026,0.088
'[02:14:46.556 20/01/1989]',0.050,59.860,-0.032,0.088
'[02:14:46.560 20/01/1989]',0.060,60.279,-0.031,0.093
'[02:14:46.564 20/01/1989]',0.055,61.116,-0.032,0.081
'[02:14:46.568 20/01/1989]',0.050,61.116,-0.034,0.075
'[02:14:46.572 20/01/1989]',0.060,61.744,-0.033,0.065
'[02:14:46.576 20/01/1989]',0.055,61.535,-0.032,0.046
'[02:14:46.580 20/01/1989]',0.060,61.744,-0.035,0.041
'[02:14:46.584 20/01/1989]',0.065,62.163,-0.032,0.029
'[02:14:46.588 20/01/1989]',0.070,62.581,-0.030,0.029
'[02:14:46.592 20/01/1989]',0.065,63.000,-0.030,0.019
'[02:14:46.596 20/01/1989]',0.070,63.209,-0.030,0.023
'[02:14:46.600 20/01/1989]',0.060,63.837,-0.029,0.016
'[02:14:46.604 20/01/1989]',0.060,64.256,-0.027,0.017
'[02:14:46.608 20/01/1989]',0.065,64.465,-0.028,0.016
'[02:14:46.612 20/01/1989]',0.070,64.884,-0.029,0.013
'[02:14:46.616 20/01/1989]',0.065,65.093,-0.030,-0.009
'[02:14:46.620 20/01/1989]',0.070,65.721,-0.031,-0.009
'[02:14:46.624 20/01/1989]',0.070,65.721,-0.033,-0.028
'[02:14:46.628 20/01/1989]',0.050,66.140,-0.033,-0.035
'[02:14:46.632 20/01/1989]',0.070,66.349,-0.034,-0.048
'[02:14:46.636 20/01/1989]',0.065,66.349,-0.034,-0.048
'[02:14:46.640 20/01/1989]',0.080,66.977,-0.036,-0.052
'[02:14:46.644 20/01/1989]',0.080,66.767,-0.033,-0.057
'[02:14:46.648 20/01/1989]',0.075,67.186,-0.028,-0.055
'[02:14:46.652 20/01/1989]',0.070,67.605,-0.027,-0.049
'[02:14:46.656 20/01/1989]',0.080,67.814,-0.027,-0.058
'[02:14:46.660 20/01/1989]',0.075,67.186,-0.021,-0.055
'[02:14:46.664 20/01/1989]',0.080,67.395,-0.020,-0.058
'[02:14:46.668 20/01/1989]',0.075,68.023,-0.019,-0.067
'[02:14:46.672 20/01/1989]',0.080,67.605,-0.021,-0.078
'[02:14:46.676 20/01/1989]',0.085,67.605,-0.021,-0.094
'[02:14:46.680 20/01/1989]',0.070,67.814,-0.026,-0.100
'[02:14:46.684 20/01/1989]',0.070,67.395,-0.029,-0.110
'[02:14:46.688 20/01/1989]',0.080,67.814,-0.031,-0.113
'[02:14:46.692 20/01/1989]',0.080,67.186,-0.035,-0.122
'[02:14:46.696 20/01/1989]',0.080,67.186,-0.039,-0.110
'[02:14:46.700 20/01/1989]',0.080,67.186,-0.039,-0.110
'[02:14:46.704 20/01/1989]',0.075,66.977,-0.037,-0.112
'[02:14:46.708 20/01/1989]',0.085,66.349,-0.036,-0.122
'[02:14:46.712 20/01/1989]',0.075,66.349,-0.035,-0.113
'[02:14:46.716 20/01/1989]',0.085,65.930,-0.034,-0.128
'[02:14:46.720 20/01/1989]',0.085,66.140,-0.031,-0.133
'[02:14:46.724 20/01/1989]',0.080,65.512,-0.030,-0.149
'[02:14:46.728 20/01/1989]',0.085,65.093,-0.029,-0.151
'[02:14:46.732 20/01/1989]',0.095,64.674,-0.027,-0.162
'[02:14:46.736 20/01/1989]',0.085,64.465,-0.028,-0.149
'[02:14:46.740 20/01/1989]',0.090,64.046,-0.030,-0.161
'[02:14:46.744 20/01/1989]',0.090,63.628,-0.029,-0.158
'[02:14:46.748 20/01/1989]',0.085,63.419,-0.029,-0.148
'[02:14:46.752 20/01/1989]',0.085,63.000,-0.032,-0.146
'[02:14:46.756 20/01/1989]',0.085,62.581,-0.036,-0.157
'[02:14:46.760 20/01/1989]',0.080,61.953,-0.035,-0.151
'[02:14:46.764 20/01/1989]',0.100,61.744,-0.034,-0.158
'[02:14:46.768 20/01/1989]',0.100,61.326,-0.034,-0.174
'[02:14:46.772 20/01/1989]',0.080,61.326,-0.030,-0.183
'[02:14:46.776 20/01/1989]',0.090,60.488,-0.029,-0.194
'[02:14:46.780 20/01/1989]',0.090,60.488,-0.029,-0.191
'[02:14:46.784 20/01/1989]',0.085,60.279,-0.028,-0.207
'[02:14:46.788 20/01/1989]',0.095,60.070,-0.022,-0.203
'[02:14:46.792 20/01/1989]',0.095,59.442,-0.020,-0.204
'[02:14:46.796 20/01/1989]',0.085,59.023,-0.019,-0.191
'[02:14:46.800 20/01/1989]',0.100,58.814,-0.018,-0.197
'[02:14:46.804 20/01/1989]',0.115,58.186,-0.017,-0.191
'[02:14:46.808 20/01/1989]',0.110,57.977,-0.017,-0.193
'[02:14:46.812 20/01/1989]',0.100,57.977,-0.019,-0.194
'[02:14:46.816 20/01/1989]',0.120,57.140,-0.021,-0.217
'[02:14:46.820 20/01/1989]',0.120,57.140,-0.021,-0.209
'[02:14:46.824 20/01/1989]',0.125,56.721,-0.024,-0.220
'[02:14:46.828 20/01/1989]',0.130,56.302,-0.024,-0.233
'[02:14:46.832 20/01/1989]',0.145,56.093,-0.023,-0.235
'[02:14:46.836 20/01/1989]',0.145,55.465,-0.023,-0.233
'[02:14:46.840 20/01/1989]',0.155,55.465,-0.025,-0.226
'[02:14:46.844 20/01/1989]',0.140,55.465,-0.022,-0.229
'[02:14:46.848 20/01/1989]',0.145,54.419,-0.019,-0.214
'[02:14:46.852 20/01/1989]',0.140,54.419,-0.018,-0.223
'[02:14:46.856 20/01/1989]',0.140,54.209,-0.019,-0.220
'[02:14:46.860 20/01/1989]',0.130,53.163,-0.014,-0.226
'[02:14:46.864 20/01/1989]',0.120,53.372,-0.014,-0.230
'[02:14:46.868 20/01/1989]',0.110,52.953,-0.014,-0.241
'[02:14:46.872 20/01/1989]',0.105,52.744,-0.012,-0.241
'[02:14:46.876 20/01/1989]',0.115,52.744,-0.011,-0.271
'[02:14:46.880 20/01/1989]',0.115,52.326,-0.013,-0.258
'[02:14:46.884 20/01/1989]',0.100,52.535,-0.014,-0.265
'[02:14:46.888 20/01/1989]',0.090,51.698,-0.014,-0.267
'[02:14:46.892 20/01/1989]',0.085,51.698,-0.017,-0.272
'[02:14:46.896 20/01/1989]',0.080,51.698,-0.021,-0.261
'[02:14:46.900 20/01/1989]',0.080,51.070,-0.024,-0.267
'[02:14:46.904 20/01/1989]',0.090,51.070,-0.026,-0.275
'[02:14:46.908 20/01/1989]',0.110,50.860,-0.030,-0.283
'[02:14:46.912 20/01/1989]',0.080,50.233,-0.036,-0.267
'[02:14:46.916 20/01/1989]',0.080,50.023,-0.039,-0.288
'[02:14:46.920 20/01/1989]',0.070,50.442,-0.039,-0.286
'[02:14:46.924 20/01/1989]',0.085,50.442,-0.037,-0.304
'[02:14:46.928 20/01/1989]',0.080,50.442,-0.035,-0.301
'[02:14:46.932 20/01/1989]',0.090,49.605,-0.033,-0.307
'[02:14:46.936 20/01/1989]',0.100,49.814,-0.034,-0.313
'[02:14:46.940 20/01/1989]',0.085,49.395,-0.036,-0.328
'[02:14:46.944 20/01/1989]',0.090,48.767,-0.035,-0.313
'[02:14:46.948 20/01/1989]',0.085,48.977,-0.034,-0.314
'[02:14:46.952 20/01/1989]',0.085,48.977,-0.035,-0.301
'[02:14:46.956 20/01/1989]',0.070,49.186,-0.037,-0.306
'[02:14:46.960 20/01/1989]',0.090,48.977,-0.034,-0.297
'[02:14:46.964 20/01/1989]',0.115,48.767,-0.032,-0.303
'[02:14:46.968 20/01/1989]',0.160,48.349,-0.032,-0.330
'[02:14:46.972 20/01/1989]',0.220,48.349,-0.027,-0.325
'[02:14:46.976 20/01/1989]',0.355,47.721,-0.017,-0.330
'[02:14:46.980 20/01/1989]',0.525,47.930,-0.009,-0.342
'[02:14:46.984 20/01/1989]',0.730,48.558,0.002,-0.336
'[02:14:46.988 20/01/1989]',0.920,47.721,0.009,-0.355
'[02:14:46.992 20/01/1989]',0.945,47.512,0.006,-0.342
'[02:14:46.996 20/01/1989]',0.765,47.721,-0.007,-0.352
'[02:14:47.000 20/01/1989]',0.420,47.512,-0.021,-0.342
'[02:14:47.004 20/01/1989]',0.040,47.721,-0.032,-0.336
'[02:14:47.008 20/01/1989]',-0.225,46.884,-0.039,-0.354
'[02:14:47.012 20/01/1989]',-0.320,47.302,-0.042,-0.348
'[02:14:47.016 20/01/1989]',-0.295,47.093,-0.039,-0.372
'[02:14:47.020 20/01/1989]',-0.180,47.302,-0.037,-0.380
'[02:14:47.024 20/01/1989]',-0.080,47.093,-0.037,-0.380
'[02:14:47.028 20/01/1989]',-0.040,46.884,-0.036,-0.399
'[02:14:47.032 20/01/1989]',-0.000,46.256,-0.036,-0.391
'[02:14:47.036 20/01/1989]',0.045,47.093,-0.037,-0.383
'[02:14:47.040 20/01/1989]',0.080,46.884,-0.038,-0.388
'[02:14:47.044 20/01/1989]',0.070,46.465,-0.038,-0.387
'[02:14:47.048 20/01/1989]',0.080,46.465,-0.033,-0.394
'[02:14:47.052 20/01/1989]',0.065,46.674,-0.035,-0.384
'[02:14:47.056 20/01/1989]',0.080,46.674,-0.035,-0.384
'[02:14:47.060 20/01/1989]',0.075,46.465,-0.030,-0.386
'[02:14:47.064 20/01/1989]',0.085,46.884,-0.027,-0.397
'[02:14:47.068 20/01/1989]',0.085,46.674,-0.025,-0.406
'[02:14:47.072 20/01/1989]',0.100,46.674,-0.025,-0.410
'[02:14:47.076 20/01/1989]',0.080,46.465,-0.023,-0.419
'[02:14:47.080 20/01/1989]',0.090,46.256,-0.025,-0.428
'[02:14:47.084 20/01/1989]',0.080,46.256,-0.024,-0.429
'[02:14:47.088 20/01/1989]',0.085,46.256,-0.023,-0.419
'[02:14:47.092 20/01/1989]',0.100,46.046,-0.022,-0.419
'[02:14:47.096 20/01/1989]',0.100,46.256,-0.026,-0.406
'[02:14:47.100 20/01/1989]',0.100,46.256,-0.025,-0.406
'[02:14:47.104 20/01/1989]',0.100,46.674,-0.023,-0.404
'[02:14:47.108 20/01/1989]',0.110,46.256,-0.024,-0.416
'[02:14:47.112 20/01/1989]',0.110,46.046,-0.026,-0.409
'[02:14:47.116 20/01/1989]',0.105,46.046,-0.027,-0.435
'[02:14:47.120 20/01/1989]',0.120,46.046,-0.028,-0.439
'[02:14:47.124 20/01/1989]',0.120,45.837,-0.029,-0.430
'[02:14:47.128 20/01/1989]',0.120,45.628,-0.030,-0.443
'[02:14:47.132 20/01/1989]',0.125,45.628,-0.029,-0.439
'[02:14:47.136 20/01/1989]',0.125,46.046,-0.027,-0.429
'[02:14:47.140 20/01/1989]',0.120,45.419,-0.028,-0.441
'[02:14:47.144 20/01/1989]',0.130,45.419,-0.026,-0.420
'[02:14:47.148 20/01/1989]',0.140,45.419,-0.023,-0.412
'[02:14:47.152 20/01/1989]',0.130,45.419,-0.022,-0.428
'[02:14:47.156 20/01/1989]',0.135,45.419,-0.023,-0.429
'[02:14:47.160 20/01/1989]',0.150,45.209,-0.018,-0.420
'[02:14:47.164 20/01/1989]',0.145,45.628,-0.016,-0.448
'[02:14:47.168 20/01/1989]',0.150,46.256,-0.016,-0.442
'[02:14:47.172 20/01/1989]',0.150,46.465,-0.015,-0.455
'[02:14:47.176 20/01/1989]',0.170,46.674,-0.014,-0.455
'[02:14:47.180 20/01/1989]',0.160,47.721,-0.016,-0.446
'[02:14:47.184 20/01/1989]',0.170,49.605,-0.016,-0.462
'[02:14:47.188 20/01/1989]',0.180,50.860,-0.015,-0.441
'[02:14:47.192 20/01/1989]',0.190,52.953,-0.016,-0.441
'[02:14:47.196 20/01/1989]',0.190,55.465,-0.021,-0.445
'[02:14:47.200 20/01/1989]',0.190,57.977,-0.020,-0.429
'[02:14:47.204 20/01/1989]',0.195,61.116,-0.019,-0.443
'[02:14:47.208 20/01/1989]',0.205,63.628,-0.018,-0.452
'[02:14:47.212 20/01/1989]',0.200,66.558,-0.016,-0.438
