'Time and date','ECG','BP','EEG (C3-O1)','Resp (nasal)'
'[00:06:24.164 26/02/1989]',0.092,93.154,-0.003,0.161
'[00:06:24.168 26/02/1989]',0.098,92.615,0.004,0.162
'[00:06:24.172 26/02/1989]',0.122,92.615,0.000,0.161
'[00:06:24.176 26/02/1989]',0.126,92.346,0.008,0.163
'[00:06:24.180 26/02/1989]',0.138,92.077,0.003,0.161
'[00:06:24.184 26/02/1989]',0.130,92.615,0.004,0.163
'[00:06:24.188 26/02/1989]',0.142,92.077,-0.004,0.161
'[00:06:24.192 26/02/1989]',0.128,91.269,0.006,0.167
'[00:06:24.196 26/02/1989]',0.138,91.000,0.010,0.163
'[00:06:24.200 26/02/1989]',0.106,91.000,0.018,0.169
'[00:06:24.204 26/02/1989]',0.084,91.000,0.012,0.164
'[00:06:24.208 26/02/1989]',0.040,91.000,0.014,0.165
'[00:06:24.212 26/02/1989]',-0.004,90.731,0.008,0.166
'[00:06:24.216 26/02/1989]',-0.002,90.731,0.008,0.164
'[00:06:24.220 26/02/1989]',-0.040,89.923,0.011,0.163
'[00:06:24.224 26/02/1989]',-0.030,90.461,0.006,0.164
'[00:06:24.228 26/02/1989]',-0.036,89.923,0.005,0.164
'[00:06:24.232 26/02/1989]',-0.046,89.923,0.009,0.165
'[00:06:24.236 26/02/1989]',-0.064,89.385,0.003,0.161
'[00:06:24.240 26/02/1989]',-0.072,89.923,0.003,0.161
'[00:06:24.244 26/02/1989]',-0.062,89.654,0.006,0.160
'[00:06:24.248 26/02/1989]',-0.072,89.385,0.005,0.164
'[00:06:24.252 26/02/1989]',-0.070,89.115,0.000,0.164
'[00:06:24.256 26/02/1989]',-0.070,88.038,0.006,0.161
'[00:06:24.260 26/02/1989]',-0.074,87.769,0.005,0.163
'[00:06:24.264 26/02/1989]',-0.076,87.769,0.008,0.161
'[00:06:24.268 26/02/1989]',-0.066,87.769,0.008,0.164
'[00:06:24.272 26/02/1989]',-0.064,87.769,-0.000,0.159
'[00:06:24.276 26/02/1989]',-0.064,87.231,0.024,0.160
'[00:06:24.280 26/02/1989]',-0.060,86.961,0.003,0.161
'[00:06:24.284 26/02/1989]',-0.066,86.154,0.008,0.161
'[00:06:24.288 26/02/1989]',-0.064,85.615,0.008,0.163
'[00:06:24.292 26/02/1989]',-0.040,84.808,0.001,0.161
'[00:06:24.296 26/02/1989]',-0.060,85.615,-0.002,0.161
'[00:06:24.300 26/02/1989]',-0.048,86.154,0.004,0.161
'[00:06:24.304 26/02/1989]',-0.044,85.346,-0.001,0.164
'[00:06:24.308 26/02/1989]',-0.036,84.538,0.001,0.164
'[00:06:24.312 26/02/1989]',0.006,84.269,0.002,0.161
'[00:06:24.316 26/02/1989]',0.016,83.731,0.001,0.164
'[00:06:24.320 26/02/1989]',0.050,83.731,-0.006,0.162
'[00:06:24.324 26/02/1989]',0.090,83.192,-0.006,0.161
'[00:06:24.328 26/02/1989]',0.192,83.192,-0.010,0.163
'[00:06:24.332 26/02/1989]',0.342,82.654,-0.001,0.164
'[00:06:24.336 26/02/1989]',0.564,82.654,-0.000,0.165
'[00:06:24.340 26/02/1989]',0.870,82.654,0.007,0.164
'[00:06:24.344 26/02/1989]',1.008,81.308,0.012,0.162
'[00:06:24.348 26/02/1989]',0.786,81.577,0.011,0.164
'[00:06:24.352 26/02/1989]',0.520,81.846,0.009,0.164
'[00:06:24.356 26/02/1989]',0.064,81.308,-0.000,0.162
'[00:06:24.360 26/02/1989]',-0.364,81.308,0.016,0.163
'[00:06:24.364 26/02/1989]',-0.640,80.769,0.003,0.163
'[00:06:24.368 26/02/1989]',-0.892,80.231,0.003,0.161
'[00:06:24.372 26/02/1989]',-1.066,79.961,0.009,0.164
'[00:06:24.376 26/02/1989]',-1.034,79.961,0.004,0.163
'[00:06:24.380 26/02/1989]',-0.906,79.961,0.001,0.164
'[00:06:24.384 26/02/1989]',-0.656,79.154,-0.001,0.164
'[00:06:24.388 26/02/1989]',-0.408,79.154,0.001,0.166
'[00:06:24.392 26/02/1989]',-0.208,78.885,0.000,0.167
'[00:06:24.396 26/02/1989]',-0.068,78.885,-0.001,0.169
'[00:06:24.400 26/02/1989]',0.042,78.077,-0.000,0.165
'[00:06:24.404 26/02/1989]',0.104,77.269,-0.001,0.167
'[00:06:24.408 26/02/1989]',0.124,77.269,-0.005,0.165
'[00:06:24.412 26/02/1989]',0.136,77.000,-0.006,0.164
'[00:06:24.416 26/02/1989]',0.138,76.731,0.004,0.164
'[00:06:24.420 26/02/1989]',0.144,77.269,0.002,0.164
'[00:06:24.424 26/02/1989]',0.140,77.269,0.004,0.162
'[00:06:24.428 26/02/1989]',0.152,76.461,0.002,0.163
'[00:06:24.432 26/02/1989]',0.158,77.000,0.000,0.165
'[00:06:24.436 26/02/1989]',0.176,76.731,0.003,0.160
'[00:06:24.440 26/02/1989]',0.176,75.923,0.003,0.161
'[00:06:24.444 26/02/1989]',0.184,75.654,-0.002,0.161
'[00:06:24.448 26/02/1989]',0.178,75.923,0.005,0.161
'[00:06:24.452 26/02/1989]',0.198,75.385,-0.001,0.164
'[00:06:24.456 26/02/1989]',0.192,75.385,0.000,0.161
'[00:06:24.460 26/02/1989]',0.186,74.308,0.002,0.162
'[00:06:24.464 26/02/1989]',0.198,74.038,-0.002,0.159
'[00:06:24.468 26/02/1989]',0.216,73.769,-0.011,0.159
'[00:06:24.472 26/02/1989]',0.222,74.577,0.007,0.158
'[00:06:24.476 26/02/1989]',0.232,72.692,0.002,0.161
'[00:06:24.480 26/02/1989]',0.232,73.769,0.009,0.157
'[00:06:24.484 26/02/1989]',0.250,72.961,0.004,0.157
'[00:06:24.488 26/02/1989]',0.246,73.231,0.002,0.157
'[00:06:24.492 26/02/1989]',0.250,72.692,-0.000,0.157
'[00:06:24.496 26/02/1989]',0.246,72.692,0.002,0.157
'[00:06:24.500 26/02/1989]',0.252,72.423,0.002,0.157
'[00:06:24.504 26/02/1989]',0.268,72.423,0.001,0.155
'[00:06:24.508 26/02/1989]',0.274,72.692,-0.006,0.157
'[00:06:24.512 26/02/1989]',0.270,72.423,-0.008,0.154
'[00:06:24.516 26/02/1989]',0.288,73.231,0.003,0.154
'[00:06:24.520 26/02/1989]',0.288,73.500,-0.002,0.151
'[00:06:24.524 26/02/1989]',0.280,74.308,0.011,0.151
'[00:06:24.528 26/02/1989]',0.296,75.654,0.006,0.150
'[00:06:24.532 26/02/1989]',0.300,77.808,0.011,0.150
'[00:06:24.536 26/02/1989]',0.322,79.154,0.003,0.150
'[00:06:24.540 26/02/1989]',0.322,82.385,0.011,0.148
'[00:06:24.544 26/02/1989]',0.358,85.077,0.012,0.146
'[00:06:24.548 26/02/1989]',0.354,88.577,0.013,0.147
'[00:06:24.552 26/02/1989]',0.384,92.077,0.009,0.148
'[00:06:24.556 26/02/1989]',0.384,95.846,-0.000,0.144
'[00:06:24.560 26/02/1989]',0.414,100.423,0.016,0.145
'[00:06:24.564 26/02/1989]',0.406,103.923,-0.005,0.145
'[00:06:24.568 26/02/1989]',0.428,107.154,-0.000,0.148
'[00:06:24.572 26/02/1989]',0.440,110.384,0.004,0.146
'[00:06:24.576 26/02/1989]',0.450,113.077,0.004,0.146
'[00:06:24.580 26/02/1989]',0.438,116.038,0.005,0.148
'[00:06:24.584 26/02/1989]',0.456,119.269,0.003,0.148
'[00:06:24.588 26/02/1989]',0.428,121.154,0.001,0.147
'[00:06:24.592 26/02/1989]',0.442,123.308,0.006,0.144
'[00:06:24.596 26/02/1989]',0.424,124.384,0.005,0.145
'[00:06:24.600 26/02/1989]',0.440,126.538,0.002,0.147
'[00:06:24.604 26/02/1989]',0.416,127.615,0.013,0.148
'[00:06:24.608 26/02/1989]',0.394,128.692,0.003,0.149
'[00:06:24.612 26/02/1989]',0.392,129.231,0.001,0.150
'[00:06:24.616 26/02/1989]',0.378,129.231,0.001,0.149
'[00:06:24.620 26/02/1989]',0.360,130.038,0.007,0.150
'[00:06:24.624 26/02/1989]',0.340,130.846,0.001,0.152
'[00:06:24.628 26/02/1989]',0.332,131.384,0.006,0.152
'[00:06:24.632 26/02/1989]',0.302,131.654,0.002,0.152
'[00:06:24.636 26/02/1989]',0.270,131.115,0.007,0.151
'[00:06:24.640 26/02/1989]',0.252,130.308,0.002,0.153
'[00:06:24.644 26/02/1989]',0.232,130.038,0.004,0.159
'[00:06:24.648 26/02/1989]',0.174,128.961,0.001,0.160
'[00:06:24.652 26/02/1989]',0.160,128.692,-0.007,0.161
'[00:06:24.656 26/02/1989]',0.112,128.692,-0.017,0.164
'[00:06:24.660 26/02/1989]',0.096,127.346,-0.002,0.165
'[00:06:24.664 26/02/1989]',0.066,127.077,-0.005,0.166
'[00:06:24.668 26/02/1989]',0.040,125.731,-0.000,0.169
'[00:06:24.672 26/02/1989]',0.008,125.731,0.001,0.168
'[00:06:24.676 26/02/1989]',-0.012,124.384,-0.003,0.170
'[00:06:24.680 26/02/1989]',-0.040,124.384,-0.003,0.173
'[00:06:24.684 26/02/1989]',-0.054,122.769,0.001,0.173
'[00:06:24.688 26/02/1989]',-0.076,121.961,-0.002,0.172
'[00:06:24.692 26/02/1989]',-0.084,121.961,-0.004,0.173
'[00:06:24.696 26/02/1989]',-0.096,121.692,-0.010,0.173
'[00:06:24.700 26/02/1989]',-0.082,120.615,-0.010,0.174
'[00:06:24.704 26/02/1989]',-0.086,120.077,-0.003,0.177
'[00:06:24.708 26/02/1989]',-0.090,119.000,-0.004,0.181
'[00:06:24.712 26/02/1989]',-0.092,117.384,-0.006,0.185
'[00:06:24.716 26/02/1989]',-0.088,117.654,-0.002,0.183
'[00:06:24.720 26/02/1989]',-0.080,116.577,-0.004,0.183
'[00:06:24.724 26/02/1989]',-0.074,115.769,0.004,0.182
'[00:06:24.728 26/02/1989]',-0.074,115.231,0.003,0.183
'[00:06:24.732 26/02/1989]',-0.064,115.231,-0.004,0.181
'[00:06:24.736 26/02/1989]',-0.066,114.154,0.016,0.183
'[00:06:24.740 26/02/1989]',-0.080,112.538,0.001,0.185
'[00:06:24.744 26/02/1989]',-0.060,112.538,0.008,0.188
'[00:06:24.748 26/02/1989]',-0.066,110.384,0.007,0.190
'[00:06:24.752 26/02/1989]',-0.044,109.577,0.003,0.191
'[00:06:24.756 26/02/1989]',-0.040,109.038,-0.000,0.189
'[00:06:24.760 26/02/1989]',-0.032,108.231,-0.002,0.189
'[00:06:24.764 26/02/1989]',-0.036,107.692,-0.006,0.189
'[00:06:24.768 26/02/1989]',-0.018,106.615,-0.004,0.191
'[00:06:24.772 26/02/1989]',-0.024,104.461,-0.001,0.190
'[00:06:24.776 26/02/1989]',-0.004,103.115,-0.004,0.193
'[00:06:24.780 26/02/1989]',-0.008,102.038,0.000,0.196
'[00:06:24.784 26/02/1989]',-0.008,100.423,0.004,0.197
'[00:06:24.788 26/02/1989]',-0.004,98.808,0.009,0.194
'[00:06:24.792 26/02/1989]',-0.000,96.923,0.009,0.196
'[00:06:24.796 26/02/1989]',-0.002,96.654,0.012,0.197
'[00:06:24.800 26/02/1989]',-0.000,95.308,0.009,0.198
'[00:06:24.804 26/02/1989]',-0.000,94.231,0.005,0.199
'[00:06:24.808 26/02/1989]',-0.008,92.615,0.005,0.200
'[00:06:24.812 26/02/1989]',-0.008,91.808,0.006,0.199
'[00:06:24.816 26/02/1989]',-0.000,91.538,0.005,0.198
'[00:06:24.820 26/02/1989]',-0.020,89.923,0.007,0.199
'[00:06:24.824 26/02/1989]',-0.016,90.192,-0.008,0.197
'[00:06:24.828 26/02/1989]',-0.014,89.923,0.008,0.197
'[00:06:24.832 26/02/1989]',-0.028,89.654,-0.000,0.203
'[00:06:24.836 26/02/1989]',-0.024,88.846,0.004,0.202
'[00:06:24.840 26/02/1989]',-0.016,88.846,0.000,0.205
'[00:06:24.844 26/02/1989]',-0.004,88.038,-0.002,0.204
'[00:06:24.848 26/02/1989]',-0.022,88.577,-0.003,0.203
'[00:06:24.852 26/02/1989]',-0.036,88.308,-0.004,0.203
'[00:06:24.856 26/02/1989]',-0.032,88.308,0.004,0.199
'[00:06:24.860 26/02/1989]',-0.014,88.577,0.008,0.202
'[00:06:24.864 26/02/1989]',-0.024,88.846,0.012,0.202
'[00:06:24.868 26/02/1989]',-0.018,88.308,0.012,0.202
'[00:06:24.872 26/02/1989]',-0.020,88.038,0.013,0.205
'[00:06:24.876 26/02/1989]',-0.006,87.769,0.014,0.207
'[00:06:24.880 26/02/1989]',-0.000,88.308,0.015,0.207
'[00:06:24.884 26/02/1989]',0.022,88.308,0.015,0.205
'[00:06:24.888 26/02/1989]',0.010,88.308,0.016,0.202
'[00:06:24.892 26/02/1989]',0.018,88.846,0.014,0.204
'[00:06:24.896 26/02/1989]',0.050,89.654,0.015,0.208
'[00:06:24.900 26/02/1989]',0.040,88.577,0.014,0.207
'[00:06:24.904 26/02/1989]',0.074,88.846,0.011,0.205
'[00:06:24.908 26/02/1989]',0.096,88.846,0.014,0.209
'[00:06:24.912 26/02/1989]',0.102,88.846,0.010,0.207
'[00:06:24.916 26/02/1989]',0.118,88.846,0.013,0.209
'[00:06:24.920 26/02/1989]',0.100,89.115,0.003,0.209
'[00:06:24.924 26/02/1989]',0.104,89.115,0.021,0.207
'[00:06:24.928 26/02/1989]',0.116,88.577,0.007,0.211
'[00:06:24.932 26/02/1989]',0.112,88.846,0.011,0.209
'[00:06:24.936 26/02/1989]',0.124,89.115,0.014,0.209
'[00:06:24.940 26/02/1989]',0.096,88.038,0.016,0.213
'[00:06:24.944 26/02/1989]',0.074,88.038,0.022,0.212
'[00:06:24.948 26/02/1989]',0.050,88.038,0.019,0.212
'[00:06:24.952 26/02/1989]',0.008,88.038,0.019,0.212
'[00:06:24.956 26/02/1989]',-0.000,87.500,0.018,0.210
'[00:06:24.960 26/02/1989]',-0.028,87.231,0.019,0.212
'[00:06:24.964 26/02/1989]',-0.048,87.769,0.013,0.215
'[00:06:24.968 26/02/1989]',-0.058,86.961,0.012,0.215
'[00:06:24.972 26/02/1989]',-0.058,87.231,0.012,0.215
'[00:06:24.976 26/02/1989]',-0.062,86.961,0.012,0.216
'[00:06:24.980 26/02/1989]',-0.056,86.692,0.011,0.217
'[00:06:24.984 26/02/1989]',-0.066,86.423,0.016,0.216
'[00:06:24.988 26/02/1989]',-0.072,86.692,0.017,0.215
'[00:06:24.992 26/02/1989]',-0.070,86.154,0.014,0.213
'[00:06:24.996 26/02/1989]',-0.072,86.423,0.011,0.215
'[00:06:25.000 26/02/1989]',-0.082,86.154,0.012,0.215
'[00:06:25.004 26/02/1989]',-0.076,86.154,0.011,0.213
'[00:06:25.008 26/02/1989]',-0.076,85.346,0.008,0.216
'[00:06:25.012 26/02/1989]',-0.072,84.808,0.016,0.215
'[00:06:25.016 26/02/1989]',-0.070,84.538,0.019,0.215
'[00:06:25.020 26/02/1989]',-0.064,84.269,0.014,0.217
'[00:06:25.024 26/02/1989]',-0.056,84.000,0.036,0.218
'[00:06:25.028 26/02/1989]',-0.060,84.000,0.016,0.218
'[00:06:25.032 26/02/1989]',-0.048,84.000,0.020,0.220
'[00:06:25.036 26/02/1989]',-0.046,83.461,0.017,0.220
'[00:06:25.040 26/02/1989]',-0.044,82.923,0.013,0.218
'[00:06:25.044 26/02/1989]',-0.022,82.385,0.012,0.218
'[00:06:25.048 26/02/1989]',-0.018,82.385,0.009,0.217
'[00:06:25.052 26/02/1989]',0.008,82.385,0.006,0.218
'[00:06:25.056 26/02/1989]',-0.000,82.385,0.002,0.216
'[00:06:25.060 26/02/1989]',0.030,81.846,0.005,0.216
'[00:06:25.064 26/02/1989]',0.076,81.846,-0.001,0.218
'[00:06:25.068 26/02/1989]',0.172,81.308,0.000,0.217
'[00:06:25.072 26/02/1989]',0.348,80.769,0.008,0.216
'[00:06:25.076 26/02/1989]',0.564,80.500,0.004,0.215
'[00:06:25.080 26/02/1989]',0.840,80.769,0.017,0.216
'[00:06:25.084 26/02/1989]',0.936,80.231,0.022,0.214
'[00:06:25.088 26/02/1989]',0.734,80.231,0.027,0.213
'[00:06:25.092 26/02/1989]',0.414,79.692,0.031,0.215
'[00:06:25.096 26/02/1989]',0.012,79.692,0.030,0.210
'[00:06:25.100 26/02/1989]',-0.376,79.154,0.025,0.215
'[00:06:25.104 26/02/1989]',-0.622,78.077,0.019,0.211
'[00:06:25.108 26/02/1989]',-0.864,79.154,0.011,0.209
'[00:06:25.112 26/02/1989]',-0.998,78.077,0.004,0.209
'[00:06:25.116 26/02/1989]',-0.976,77.808,0.006,0.208
'[00:06:25.120 26/02/1989]',-0.852,77.808,0.005,0.205
'[00:06:25.124 26/02/1989]',-0.624,77.808,0.003,0.204
'[00:06:25.128 26/02/1989]',-0.422,77.269,0.026,0.203
'[00:06:25.132 26/02/1989]',-0.220,77.269,0.008,0.202
'[00:06:25.136 26/02/1989]',-0.074,77.000,0.017,0.199
'[00:06:25.140 26/02/1989]',0.008,77.000,0.020,0.199
'[00:06:25.144 26/02/1989]',0.106,75.923,0.021,0.199
'[00:06:25.148 26/02/1989]',0.108,76.192,0.023,0.197
'[00:06:25.152 26/02/1989]',0.112,75.923,0.021,0.194
'[00:06:25.156 26/02/1989]',0.118,75.385,0.018,0.193
'[00:06:25.160 26/02/1989]',0.156,75.115,0.011,0.192
'[00:06:25.164 26/02/1989]',0.160,75.923,0.007,0.191
'[00:06:25.168 26/02/1989]',0.172,75.115,0.003,0.189
'[00:06:25.172 26/02/1989]',0.178,75.115,0.010,0.189
'[00:06:25.176 26/02/1989]',0.170,74.577,0.008,0.187
'[00:06:25.180 26/02/1989]',0.180,74.577,0.015,0.187
'[00:06:25.184 26/02/1989]',0.178,74.308,0.017,0.186
'[00:06:25.188 26/02/1989]',0.166,73.500,0.019,0.185
'[00:06:25.192 26/02/1989]',0.186,72.961,0.020,0.185
'[00:06:25.196 26/02/1989]',0.194,73.769,0.020,0.185
'[00:06:25.200 26/02/1989]',0.202,73.231,0.020,0.183
'[00:06:25.204 26/02/1989]',0.202,72.692,0.019,0.185
'[00:06:25.208 26/02/1989]',0.196,71.615,0.016,0.184
'[00:06:25.212 26/02/1989]',0.200,71.885,0.008,0.186
'[00:06:25.216 26/02/1989]',0.228,72.154,0.005,0.183
'[00:06:25.220 26/02/1989]',0.232,71.615,0.001,0.181
'[00:06:25.224 26/02/1989]',0.236,71.885,0.002,0.181
'[00:06:25.228 26/02/1989]',0.256,70.808,0.003,0.181
'[00:06:25.232 26/02/1989]',0.250,70.808,0.008,0.181
'[00:06:25.236 26/02/1989]',0.252,70.538,0.007,0.181
'[00:06:25.240 26/02/1989]',0.248,70.000,0.005,0.181
'[00:06:25.244 26/02/1989]',0.248,70.269,0.024,0.177
'[00:06:25.248 26/02/1989]',0.266,70.269,0.006,0.177
'[00:06:25.252 26/02/1989]',0.262,70.000,0.015,0.176
'[00:06:25.256 26/02/1989]',0.268,69.461,0.010,0.176
'[00:06:25.260 26/02/1989]',0.282,70.000,0.007,0.177
'[00:06:25.264 26/02/1989]',0.286,70.538,-0.000,0.175
'[00:06:25.268 26/02/1989]',0.304,71.615,0.006,0.176
'[00:06:25.272 26/02/1989]',0.288,73.500,0.013,0.169
'[00:06:25.276 26/02/1989]',0.320,75.385,0.016,0.170
'[00:06:25.280 26/02/1989]',0.316,77.808,0.019,0.170
'[00:06:25.284 26/02/1989]',0.344,81.038,0.020,0.169
'[00:06:25.288 26/02/1989]',0.372,82.923,0.013,0.165
'[00:06:25.292 26/02/1989]',0.368,86.961,0.010,0.167
'[00:06:25.296 26/02/1989]',0.390,90.461,0.005,0.165
'[00:06:25.300 26/02/1989]',0.402,94.231,0.008,0.165
'[00:06:25.304 26/02/1989]',0.406,98.269,0.006,0.165
'[00:06:25.308 26/02/1989]',0.420,102.038,0.010,0.164
'[00:06:25.312 26/02/1989]',0.428,105.269,0.014,0.166
'[00:06:25.316 26/02/1989]',0.442,108.769,0.019,0.163
'[00:06:25.320 26/02/1989]',0.432,112.000,0.015,0.161
'[00:06:25.324 26/02/1989]',0.440,115.231,0.017,0.164
'[00:06:25.328 26/02/1989]',0.448,116.846,0.015,0.164
'[00:06:25.332 26/02/1989]',0.440,117.923,0.015,0.165
'[00:06:25.336 26/02/1989]',0.434,120.077,0.012,0.161
'[00:06:25.340 26/02/1989]',0.416,122.231,0.001,0.160
'[00:06:25.344 26/02/1989]',0.404,124.384,0.002,0.159
'[00:06:25.348 26/02/1989]',0.384,124.654,0.011,0.161
'[00:06:25.352 26/02/1989]',0.384,126.269,0.009,0.160
'[00:06:25.356 26/02/1989]',0.376,127.346,0.017,0.161
'[00:06:25.360 26/02/1989]',0.352,127.346,0.015,0.160
'[00:06:25.364 26/02/1989]',0.338,127.615,0.019,0.157
'[00:06:25.368 26/02/1989]',0.302,128.154,0.021,0.157
'[00:06:25.372 26/02/1989]',0.304,128.154,0.019,0.154
'[00:06:25.376 26/02/1989]',0.258,128.154,0.016,0.153
'[00:06:25.380 26/02/1989]',0.230,128.154,0.010,0.152
'[00:06:25.384 26/02/1989]',0.212,127.615,0.004,0.153
'[00:06:25.388 26/02/1989]',0.172,127.346,0.005,0.152
'[00:06:25.392 26/02/1989]',0.148,127.615,-0.000,0.153
'[00:06:25.396 26/02/1989]',0.116,127.346,-0.002,0.151
'[00:06:25.400 26/02/1989]',0.066,126.538,0.003,0.152
'[00:06:25.404 26/02/1989]',0.038,126.538,0.000,0.149
'[00:06:25.408 26/02/1989]',-0.006,125.192,0.007,0.152
'[00:06:25.412 26/02/1989]',-0.020,124.384,0.013,0.152
'[00:06:25.416 26/02/1989]',-0.026,123.038,0.019,0.148
'[00:06:25.420 26/02/1989]',-0.040,122.500,0.023,0.149
'[00:06:25.424 26/02/1989]',-0.056,121.961,0.018,0.151
'[00:06:25.428 26/02/1989]',-0.052,121.154,0.013,0.151
'[00:06:25.432 26/02/1989]',-0.078,120.346,0.010,0.148
'[00:06:25.436 26/02/1989]',-0.080,119.269,0.005,0.149
'[00:06:25.440 26/02/1989]',-0.110,119.000,-0.006,0.150
'[00:06:25.444 26/02/1989]',-0.082,117.923,0.018,0.151
'[00:06:25.448 26/02/1989]',-0.096,118.731,-0.002,0.148
'[00:06:25.452 26/02/1989]',-0.088,117.654,0.007,0.146
'[00:06:25.456 26/02/1989]',-0.102,116.846,0.013,0.144
'[00:06:25.460 26/02/1989]',-0.076,115.769,0.015,0.147
'[00:06:25.464 26/02/1989]',-0.090,115.500,0.011,0.144
'[00:06:25.468 26/02/1989]',-0.096,114.692,0.010,0.144
'[00:06:25.472 26/02/1989]',-0.078,113.615,0.011,0.144
'[00:06:25.476 26/02/1989]',-0.074,113.346,-0.002,0.146
'[00:06:25.480 26/02/1989]',-0.054,111.461,0.006,0.144
'[00:06:25.484 26/02/1989]',-0.056,111.461,0.002,0.143
'[00:06:25.488 26/02/1989]',-0.072,111.192,0.009,0.144
'[00:06:25.492 26/02/1989]',-0.058,109.577,0.012,0.144
'[00:06:25.496 26/02/1989]',-0.048,108.500,0.010,0.142
'[00:06:25.500 26/02/1989]',-0.034,107.961,0.003,0.142
'[00:06:25.504 26/02/1989]',-0.044,107.154,-0.002,0.141
'[00:06:25.508 26/02/1989]',-0.030,106.346,-0.006,0.140
'[00:06:25.512 26/02/1989]',-0.024,105.000,-0.004,0.138
'[00:06:25.516 26/02/1989]',-0.020,103.654,-0.000,0.142
'[00:06:25.520 26/02/1989]',-0.008,102.038,0.002,0.138
'[00:06:25.524 26/02/1989]',-0.020,100.423,0.002,0.140
'[00:06:25.528 26/02/1989]',0.008,99.077,0.007,0.141
'[00:06:25.532 26/02/1989]',-0.014,98.269,0.002,0.140
'[00:06:25.536 26/02/1989]',-0.012,96.385,-0.007,0.140
'[00:06:25.540 26/02/1989]',-0.016,94.769,0.015,0.139
'[00:06:25.544 26/02/1989]',-0.004,93.692,-0.005,0.138
'[00:06:25.548 26/02/1989]',-0.012,92.885,0.001,0.136
'[00:06:25.552 26/02/1989]',-0.002,91.808,0.012,0.133
'[00:06:25.556 26/02/1989]',-0.010,90.731,0.011,0.137
'[00:06:25.560 26/02/1989]',-0.000,89.923,0.012,0.136
'[00:06:25.564 26/02/1989]',-0.014,90.192,0.015,0.135
'[00:06:25.568 26/02/1989]',-0.000,89.115,0.011,0.132
'[00:06:25.572 26/02/1989]',-0.006,88.846,0.011,0.133
'[00:06:25.576 26/02/1989]',0.014,88.038,0.007,0.131
'[00:06:25.580 26/02/1989]',-0.000,88.038,0.005,0.131
'[00:06:25.584 26/02/1989]',-0.010,87.769,0.008,0.132
'[00:06:25.588 26/02/1989]',-0.000,88.038,0.014,0.128
'[00:06:25.592 26/02/1989]',-0.004,86.961,0.018,0.132
'[00:06:25.596 26/02/1989]',0.014,87.500,0.019,0.129
'[00:06:25.600 26/02/1989]',0.020,87.500,0.018,0.129
'[00:06:25.604 26/02/1989]',0.040,86.961,0.011,0.128
'[00:06:25.608 26/02/1989]',0.056,87.769,0.007,0.128
'[00:06:25.612 26/02/1989]',0.084,87.231,0.000,0.128
'[00:06:25.616 26/02/1989]',0.100,86.692,0.000,0.129
'[00:06:25.620 26/02/1989]',0.100,86.692,0.005,0.128
'[00:06:25.624 26/02/1989]',0.092,87.500,0.011,0.128
'[00:06:25.628 26/02/1989]',0.116,87.769,0.015,0.127
'[00:06:25.632 26/02/1989]',0.096,88.038,0.007,0.126
'[00:06:25.636 26/02/1989]',0.096,88.038,0.009,0.124
'[00:06:25.640 26/02/1989]',0.090,87.769,0.006,0.125
'[00:06:25.644 26/02/1989]',0.094,88.308,0.011,0.124
'[00:06:25.648 26/02/1989]',0.062,88.846,0.006,0.122
'[00:06:25.652 26/02/1989]',0.056,88.846,0.004,0.124
'[00:06:25.656 26/02/1989]',0.018,88.038,0.008,0.121
'[00:06:25.660 26/02/1989]',-0.006,88.308,0.012,0.121
'[00:06:25.664 26/02/1989]',-0.038,88.846,0.011,0.122
'[00:06:25.668 26/02/1989]',-0.026,88.846,0.009,0.120
'[00:06:25.672 26/02/1989]',-0.052,88.846,0.009,0.121
'[00:06:25.676 26/02/1989]',-0.050,88.846,0.008,0.116
'[00:06:25.680 26/02/1989]',-0.056,89.654,0.003,0.121
'[00:06:25.684 26/02/1989]',-0.050,88.846,0.002,0.120
'[00:06:25.688 26/02/1989]',-0.070,89.115,-0.000,0.118
'[00:06:25.692 26/02/1989]',-0.084,88.846,-0.004,0.120
'[00:06:25.696 26/02/1989]',-0.080,89.115,-0.001,0.118
'[00:06:25.700 26/02/1989]',-0.064,88.038,0.004,0.119
'[00:06:25.704 26/02/1989]',-0.092,88.038,0.007,0.119
'[00:06:25.708 26/02/1989]',-0.072,88.038,0.017,0.121
'[00:06:25.712 26/02/1989]',-0.062,87.500,0.010,0.121
'[00:06:25.716 26/02/1989]',-0.040,87.231,0.010,0.122
'[00:06:25.720 26/02/1989]',-0.074,87.231,0.006,0.119
'[00:06:25.724 26/02/1989]',-0.070,86.692,0.009,0.122
'[00:06:25.728 26/02/1989]',-0.052,85.885,0.005,0.121
'[00:06:25.732 26/02/1989]',-0.058,86.154,-0.008,0.120
'[00:06:25.736 26/02/1989]',-0.054,85.615,-0.001,0.123
'[00:06:25.740 26/02/1989]',-0.048,85.615,-0.000,0.122
'[00:06:25.744 26/02/1989]',-0.048,84.538,0.000,0.125
'[00:06:25.748 26/02/1989]',-0.040,85.077,0.010,0.123
'[00:06:25.752 26/02/1989]',-0.024,84.808,0.004,0.121
'[00:06:25.756 26/02/1989]',-0.000,84.808,0.004,0.121
'[00:06:25.760 26/02/1989]',0.004,85.346,0.008,0.121
'[00:06:25.764 26/02/1989]',0.036,84.808,0.001,0.121
'[00:06:25.768 26/02/1989]',0.088,84.538,0.011,0.119
