'Time and date','ECG','BP','EEG (C4-A1)','Resp (sum)'
'[23:07:49.708 19/01/1989]',0.095,42.907,-0.037,0.212
'[23:07:49.712 19/01/1989]',0.090,42.488,-0.036,0.203
'[23:07:49.716 19/01/1989]',0.100,42.907,-0.036,0.226
'[23:07:49.720 19/01/1989]',0.105,42.698,-0.036,0.219
'[23:07:49.724 19/01/1989]',0.100,42.070,-0.035,0.226
'[23:07:49.728 19/01/1989]',0.115,42.907,-0.036,0.229
'[23:07:49.732 19/01/1989]',0.120,42.907,-0.043,0.219
'[23:07:49.736 19/01/1989]',0.105,42.698,-0.042,0.233
'[23:07:49.740 19/01/1989]',0.120,42.070,-0.043,0.222
'[23:07:49.744 19/01/1989]',0.125,42.698,-0.048,0.213
'[23:07:49.748 19/01/1989]',0.125,42.070,-0.051,0.217
'[23:07:49.752 19/01/1989]',0.135,41.860,-0.052,0.207
'[23:07:49.756 19/01/1989]',0.140,42.070,-0.055,0.197
'[23:07:49.760 19/01/1989]',0.145,42.070,-0.057,0.217
'[23:07:49.764 19/01/1989]',0.135,42.070,-0.057,0.222
'[23:07:49.768 19/01/1989]',0.140,41.651,-0.059,0.230
'[23:07:49.772 19/01/1989]',0.135,41.651,-0.060,0.233
'[23:07:49.776 19/01/1989]',0.160,42.070,-0.059,0.236
'[23:07:49.780 19/01/1989]',0.145,42.070,-0.055,0.220
'[23:07:49.784 19/01/1989]',0.170,41.651,-0.055,0.238
'[23:07:49.788 19/01/1989]',0.160,42.279,-0.056,0.222
'[23:07:49.792 19/01/1989]',0.155,42.070,-0.054,0.232
'[23:07:49.796 19/01/1989]',0.160,41.860,-0.052,0.209
'[23:07:49.800 19/01/1989]',0.180,42.070,-0.050,0.213
'[23:07:49.804 19/01/1989]',0.175,42.488,-0.049,0.203
'[23:07:49.808 19/01/1989]',0.180,43.116,-0.045,0.220
'[23:07:49.812 19/01/1989]',0.180,44.791,-0.041,0.217
'[23:07:49.816 19/01/1989]',0.195,45.628,-0.040,0.238
'[23:07:49.820 19/01/1989]',0.200,47.302,-0.035,0.225
'[23:07:49.824 19/01/1989]',0.200,49.605,-0.030,0.249
'[23:07:49.828 19/01/1989]',0.195,51.488,-0.026,0.238
'[23:07:49.832 19/01/1989]',0.200,53.791,-0.025,0.243
'[23:07:49.836 19/01/1989]',0.215,56.302,-0.018,0.229
'[23:07:49.840 19/01/1989]',0.215,59.023,-0.013,0.232
'[23:07:49.844 19/01/1989]',0.225,62.163,-0.013,0.235
'[23:07:49.848 19/01/1989]',0.220,65.093,-0.013,0.219
'[23:07:49.852 19/01/1989]',0.230,68.442,-0.013,0.222
'[23:07:49.856 19/01/1989]',0.225,71.581,-0.016,0.236
'[23:07:49.860 19/01/1989]',0.225,73.884,-0.019,0.238
'[23:07:49.864 19/01/1989]',0.225,77.860,-0.019,0.232
'[23:07:49.868 19/01/1989]',0.240,82.256,-0.022,0.249
'[23:07:49.872 19/01/1989]',0.220,84.977,-0.027,0.241
'[23:07:49.876 19/01/1989]',0.205,89.791,-0.029,0.259
'[23:07:49.880 19/01/1989]',0.210,93.139,-0.029,0.248
'[23:07:49.884 19/01/1989]',0.205,96.488,-0.030,0.248
'[23:07:49.888 19/01/1989]',0.210,99.628,-0.032,0.251
'[23:07:49.892 19/01/1989]',0.210,102.558,-0.030,0.238
'[23:07:49.896 19/01/1989]',0.195,104.860,-0.027,0.228
'[23:07:49.900 19/01/1989]',0.180,107.581,-0.025,0.235
'[23:07:49.904 19/01/1989]',0.175,108.837,-0.020,0.225
'[23:07:49.908 19/01/1989]',0.155,109.674,-0.015,0.236
'[23:07:49.912 19/01/1989]',0.150,111.139,-0.013,0.241
'[23:07:49.916 19/01/1989]',0.125,111.349,-0.009,0.238
'[23:07:49.920 19/01/1989]',0.110,111.139,-0.006,0.255
'[23:07:49.924 19/01/1989]',0.100,110.512,-0.003,0.246
'[23:07:49.928 19/01/1989]',0.090,109.465,-0.002,0.245
'[23:07:49.932 19/01/1989]',0.060,109.465,-0.001,0.241
'[23:07:49.936 19/01/1989]',0.060,107.163,0.004,0.226
'[23:07:49.940 19/01/1989]',0.040,105.698,0.006,0.232
'[23:07:49.944 19/01/1989]',0.040,104.442,0.007,0.214
'[23:07:49.948 19/01/1989]',0.030,102.977,0.007,0.214
'[23:07:49.952 19/01/1989]',0.010,100.884,0.011,0.212
'[23:07:49.956 19/01/1989]',0.015,99.419,0.012,0.209
'[23:07:49.960 19/01/1989]',0.010,98.163,0.013,0.217
'[23:07:49.964 19/01/1989]',0.005,96.070,0.016,0.220
'[23:07:49.968 19/01/1989]',0.010,94.395,0.014,0.225
'[23:07:49.972 19/01/1989]',0.005,92.930,0.011,0.226
'[23:07:49.976 19/01/1989]',0.010,91.674,0.010,0.220
'[23:07:49.980 19/01/1989]',0.010,89.372,0.009,0.220
'[23:07:49.984 19/01/1989]',0.010,87.698,0.006,0.212
'[23:07:49.988 19/01/1989]',0.005,86.442,0.002,0.203
'[23:07:49.992 19/01/1989]',0.010,84.977,-0.001,0.199
'[23:07:49.996 19/01/1989]',0.010,83.512,-0.004,0.191
'[23:07:50.000 19/01/1989]',-0.000,81.419,-0.006,0.200
'[23:07:50.004 19/01/1989]',-0.000,80.581,-0.008,0.194
'[23:07:50.008 19/01/1989]',0.010,78.907,-0.007,0.199
'[23:07:50.012 19/01/1989]',0.015,77.651,-0.005,0.188
'[23:07:50.016 19/01/1989]',0.025,76.395,-0.004,0.214
'[23:07:50.020 19/01/1989]',0.015,75.349,-0.000,0.197
'[23:07:50.024 19/01/1989]',0.025,74.093,0.004,0.201
'[23:07:50.028 19/01/1989]',0.020,73.465,0.006,0.200
'[23:07:50.032 19/01/1989]',0.030,72.419,0.009,0.197
'[23:07:50.036 19/01/1989]',0.025,71.372,0.017,0.181
'[23:07:50.040 19/01/1989]',0.030,70.535,0.025,0.171
'[23:07:50.044 19/01/1989]',0.035,70.116,0.028,0.167
'[23:07:50.048 19/01/1989]',0.025,68.860,0.029,0.168
'[23:07:50.052 19/01/1989]',0.040,68.023,0.034,0.162
'[23:07:50.056 19/01/1989]',0.040,67.395,0.036,0.167
'[23:07:50.060 19/01/1989]',0.030,67.186,0.037,0.168
'[23:07:50.064 19/01/1989]',0.050,66.349,0.039,0.162
'[23:07:50.068 19/01/1989]',0.045,65.512,0.036,0.174
'[23:07:50.072 19/01/1989]',0.040,64.674,0.031,0.167
'[23:07:50.076 19/01/1989]',0.040,64.256,0.028,0.174
'[23:07:50.080 19/01/1989]',0.050,63.419,0.025,0.165
'[23:07:50.084 19/01/1989]',0.045,62.581,0.021,0.149
'[23:07:50.088 19/01/1989]',0.045,62.163,0.018,0.139
'[23:07:50.092 19/01/1989]',0.040,61.326,0.015,0.136
'[23:07:50.096 19/01/1989]',0.045,61.116,0.015,0.133
'[23:07:50.100 19/01/1989]',0.055,60.698,0.016,0.141
'[23:07:50.104 19/01/1989]',0.050,60.279,0.016,0.125
'[23:07:50.108 19/01/1989]',0.035,59.442,0.014,0.136
'[23:07:50.112 19/01/1989]',0.040,58.814,0.017,0.133
'[23:07:50.116 19/01/1989]',0.055,59.023,0.018,0.139
'[23:07:50.120 19/01/1989]',0.060,59.023,0.021,0.132
'[23:07:50.124 19/01/1989]',0.060,57.767,0.025,0.125
'[23:07:50.128 19/01/1989]',0.040,57.349,0.028,0.113
'[23:07:50.132 19/01/1989]',0.060,56.930,0.028,0.104
'[23:07:50.136 19/01/1989]',0.030,56.302,0.034,0.097
'[23:07:50.140 19/01/1989]',0.040,56.302,0.042,0.093
'[23:07:50.144 19/01/1989]',0.055,56.302,0.044,0.081
'[23:07:50.148 19/01/1989]',0.045,55.884,0.048,0.086
'[23:07:50.152 19/01/1989]',0.060,55.465,0.053,0.087
'[23:07:50.156 19/01/1989]',0.055,55.046,0.056,0.088
'[23:07:50.160 19/01/1989]',0.060,55.674,0.059,0.097
'[23:07:50.164 19/01/1989]',0.055,55.465,0.063,0.093
'[23:07:50.168 19/01/1989]',0.065,55.465,0.063,0.100
'[23:07:50.172 19/01/1989]',0.045,54.837,0.059,0.090
'[23:07:50.176 19/01/1989]',0.050,55.046,0.057,0.094
'[23:07:50.180 19/01/1989]',0.045,55.674,0.056,0.083
'[23:07:50.184 19/01/1989]',0.045,55.465,0.051,0.081
'[23:07:50.188 19/01/1989]',0.045,56.302,0.045,0.064
'[23:07:50.192 19/01/1989]',0.050,55.465,0.039,0.064
'[23:07:50.196 19/01/1989]',0.040,55.674,0.034,0.049
'[23:07:50.200 19/01/1989]',0.060,56.302,0.030,0.058
'[23:07:50.204 19/01/1989]',0.050,56.302,0.026,0.048
'[23:07:50.208 19/01/1989]',0.050,56.302,0.022,0.062
'[23:07:50.212 19/01/1989]',0.060,56.930,0.020,0.055
'[23:07:50.216 19/01/1989]',0.060,57.140,0.019,0.071
'[23:07:50.220 19/01/1989]',0.060,57.140,0.019,0.055
'[23:07:50.224 19/01/1989]',0.060,57.349,0.022,0.045
'[23:07:50.228 19/01/1989]',0.070,57.140,0.023,0.035
'[23:07:50.232 19/01/1989]',0.065,57.977,0.023,0.029
'[23:07:50.236 19/01/1989]',0.060,57.977,0.028,0.029
'[23:07:50.240 19/01/1989]',0.080,58.186,0.033,0.013
'[23:07:50.244 19/01/1989]',0.075,57.977,0.035,-0.004
'[23:07:50.248 19/01/1989]',0.070,58.605,0.036,-0.009
'[23:07:50.252 19/01/1989]',0.070,58.814,0.038,0.001
'[23:07:50.256 19/01/1989]',0.065,58.814,0.042,0.006
'[23:07:50.260 19/01/1989]',0.075,59.233,0.043,0.009
'[23:07:50.264 19/01/1989]',0.065,59.023,0.047,0.000
'[23:07:50.268 19/01/1989]',0.075,59.651,0.047,0.006
'[23:07:50.272 19/01/1989]',0.080,59.651,0.047,-0.003
'[23:07:50.276 19/01/1989]',0.080,59.860,0.048,-0.006
'[23:07:50.280 19/01/1989]',0.070,59.860,0.053,-0.023
'[23:07:50.284 19/01/1989]',0.060,59.233,0.054,-0.028
'[23:07:50.288 19/01/1989]',0.075,59.651,0.053,-0.046
'[23:07:50.292 19/01/1989]',0.080,59.860,0.052,-0.042
'[23:07:50.296 19/01/1989]',0.070,59.651,0.053,-0.057
'[23:07:50.300 19/01/1989]',0.080,59.651,0.049,-0.046
'[23:07:50.304 19/01/1989]',0.080,59.651,0.047,-0.052
'[23:07:50.308 19/01/1989]',0.095,59.442,0.043,-0.041
'[23:07:50.312 19/01/1989]',0.085,59.651,0.041,-0.052
'[23:07:50.316 19/01/1989]',0.095,59.442,0.034,-0.048
'[23:07:50.320 19/01/1989]',0.095,59.442,0.032,-0.058
'[23:07:50.324 19/01/1989]',0.080,58.814,0.030,-0.061
'[23:07:50.328 19/01/1989]',0.095,59.023,0.025,-0.077
'[23:07:50.332 19/01/1989]',0.100,58.814,0.019,-0.081
'[23:07:50.336 19/01/1989]',0.080,58.395,0.020,-0.097
'[23:07:50.340 19/01/1989]',0.090,58.814,0.022,-0.099
'[23:07:50.344 19/01/1989]',0.085,58.605,0.019,-0.107
'[23:07:50.348 19/01/1989]',0.080,58.395,0.017,-0.100
'[23:07:50.352 19/01/1989]',0.090,57.977,0.016,-0.099
'[23:07:50.356 19/01/1989]',0.095,57.977,0.012,-0.099
'[23:07:50.360 19/01/1989]',0.085,57.767,0.009,-0.094
'[23:07:50.364 19/01/1989]',0.080,57.558,0.009,-0.104
'[23:07:50.368 19/01/1989]',0.095,56.930,0.006,-0.093
'[23:07:50.372 19/01/1989]',0.090,57.349,0.007,-0.104
'[23:07:50.376 19/01/1989]',0.085,56.721,0.009,-0.109
'[23:07:50.380 19/01/1989]',0.095,56.721,0.014,-0.126
'[23:07:50.384 19/01/1989]',0.105,56.093,0.015,-0.125
'[23:07:50.388 19/01/1989]',0.110,55.674,0.015,-0.143
'[23:07:50.392 19/01/1989]',0.110,55.465,0.017,-0.139
'[23:07:50.396 19/01/1989]',0.120,55.046,0.019,-0.152
'[23:07:50.400 19/01/1989]',0.120,55.256,0.016,-0.136
'[23:07:50.404 19/01/1989]',0.125,54.837,0.014,-0.145
'[23:07:50.408 19/01/1989]',0.110,54.628,0.009,-0.130
'[23:07:50.412 19/01/1989]',0.125,54.000,0.006,-0.135
'[23:07:50.416 19/01/1989]',0.140,54.209,-0.000,-0.133
'[23:07:50.420 19/01/1989]',0.155,53.581,-0.003,-0.139
'[23:07:50.424 19/01/1989]',0.140,53.163,-0.005,-0.145
'[23:07:50.428 19/01/1989]',0.160,53.163,-0.009,-0.157
'[23:07:50.432 19/01/1989]',0.140,52.953,-0.014,-0.167
'[23:07:50.436 19/01/1989]',0.145,52.326,-0.012,-0.186
'[23:07:50.440 19/01/1989]',0.140,52.116,-0.012,-0.180
'[23:07:50.444 19/01/1989]',0.140,52.116,-0.015,-0.177
'[23:07:50.448 19/01/1989]',0.140,52.116,-0.016,-0.180
'[23:07:50.452 19/01/1989]',0.140,51.279,-0.016,-0.168
'[23:07:50.456 19/01/1989]',0.125,51.279,-0.016,-0.164
'[23:07:50.460 19/01/1989]',0.115,51.070,-0.015,-0.162
'[23:07:50.464 19/01/1989]',0.100,51.070,-0.012,-0.174
'[23:07:50.468 19/01/1989]',0.100,50.442,-0.010,-0.167
'[23:07:50.472 19/01/1989]',0.110,50.023,-0.010,-0.174
'[23:07:50.476 19/01/1989]',0.090,50.442,-0.007,-0.181
'[23:07:50.480 19/01/1989]',0.085,50.023,-0.004,-0.193
'[23:07:50.484 19/01/1989]',0.060,49.605,-0.002,-0.197
'[23:07:50.488 19/01/1989]',0.070,49.605,-0.003,-0.216
'[23:07:50.492 19/01/1989]',0.070,49.186,-0.003,-0.212
'[23:07:50.496 19/01/1989]',0.070,48.767,-0.002,-0.216
'[23:07:50.500 19/01/1989]',0.070,48.767,-0.003,-0.197
'[23:07:50.504 19/01/1989]',0.075,48.140,-0.005,-0.206
'[23:07:50.508 19/01/1989]',0.065,47.930,-0.005,-0.197
'[23:07:50.512 19/01/1989]',0.060,48.140,-0.005,-0.190
'[23:07:50.516 19/01/1989]',0.070,47.930,-0.007,-0.191
'[23:07:50.520 19/01/1989]',0.065,47.721,-0.008,-0.199
'[23:07:50.524 19/01/1989]',0.080,47.093,-0.008,-0.197
'[23:07:50.528 19/01/1989]',0.060,47.093,-0.011,-0.209
'[23:07:50.532 19/01/1989]',0.080,47.302,-0.017,-0.220
'[23:07:50.536 19/01/1989]',0.080,46.884,-0.019,-0.229
'[23:07:50.540 19/01/1989]',0.080,46.884,-0.021,-0.220
'[23:07:50.544 19/01/1989]',0.080,46.884,-0.029,-0.229
'[23:07:50.548 19/01/1989]',0.075,46.256,-0.034,-0.214
'[23:07:50.552 19/01/1989]',0.095,45.837,-0.037,-0.214
'[23:07:50.556 19/01/1989]',0.145,45.837,-0.042,-0.219
'[23:07:50.560 19/01/1989]',0.185,45.419,-0.043,-0.206
'[23:07:50.564 19/01/1989]',0.270,45.419,-0.041,-0.222
'[23:07:50.568 19/01/1989]',0.410,45.000,-0.036,-0.220
'[23:07:50.572 19/01/1989]',0.580,44.581,-0.033,-0.230
'[23:07:50.576 19/01/1989]',0.770,44.581,-0.026,-0.229
'[23:07:50.580 19/01/1989]',0.860,44.581,-0.022,-0.246
'[23:07:50.584 19/01/1989]',0.855,44.163,-0.028,-0.245
'[23:07:50.588 19/01/1989]',0.595,43.953,-0.039,-0.252
'[23:07:50.592 19/01/1989]',0.240,44.163,-0.051,-0.242
'[23:07:50.596 19/01/1989]',-0.130,43.953,-0.055,-0.255
'[23:07:50.600 19/01/1989]',-0.320,43.953,-0.055,-0.229
'[23:07:50.604 19/01/1989]',-0.380,43.535,-0.053,-0.239
'[23:07:50.608 19/01/1989]',-0.300,43.744,-0.045,-0.230
'[23:07:50.612 19/01/1989]',-0.180,43.326,-0.040,-0.232
'[23:07:50.616 19/01/1989]',-0.095,43.116,-0.035,-0.241
'[23:07:50.620 19/01/1989]',-0.040,43.116,-0.031,-0.243
'[23:07:50.624 19/01/1989]',-0.020,42.488,-0.028,-0.249
'[23:07:50.628 19/01/1989]',0.040,43.116,-0.028,-0.275
'[23:07:50.632 19/01/1989]',0.080,42.279,-0.031,-0.264
'[23:07:50.636 19/01/1989]',0.075,42.279,-0.031,-0.280
'[23:07:50.640 19/01/1989]',0.085,42.070,-0.032,-0.278
'[23:07:50.644 19/01/1989]',0.090,42.698,-0.036,-0.271
'[23:07:50.648 19/01/1989]',0.085,42.070,-0.039,-0.280
'[23:07:50.652 19/01/1989]',0.100,42.070,-0.040,-0.271
'[23:07:50.656 19/01/1989]',0.090,42.070,-0.042,-0.271
'[23:07:50.660 19/01/1989]',0.085,42.070,-0.044,-0.278
'[23:07:50.664 19/01/1989]',0.095,41.651,-0.043,-0.284
'[23:07:50.668 19/01/1989]',0.100,41.442,-0.045,-0.278
'[23:07:50.672 19/01/1989]',0.105,41.233,-0.048,-0.301
'[23:07:50.676 19/01/1989]',0.100,41.233,-0.048,-0.290
'[23:07:50.680 19/01/1989]',0.100,41.651,-0.047,-0.313
'[23:07:50.684 19/01/1989]',0.110,41.233,-0.048,-0.312
'[23:07:50.688 19/01/1989]',0.120,41.023,-0.050,-0.313
'[23:07:50.692 19/01/1989]',0.115,41.233,-0.050,-0.319
'[23:07:50.696 19/01/1989]',0.120,41.233,-0.047,-0.323
'[23:07:50.700 19/01/1989]',0.125,41.023,-0.046,-0.297
'[23:07:50.704 19/01/1989]',0.120,41.023,-0.046,-0.317
'[23:07:50.708 19/01/1989]',0.115,40.395,-0.045,-0.296
'[23:07:50.712 19/01/1989]',0.110,41.233,-0.046,-0.316
'[23:07:50.716 19/01/1989]',0.120,40.814,-0.047,-0.306
'[23:07:50.720 19/01/1989]',0.125,40.395,-0.049,-0.319
'[23:07:50.724 19/01/1989]',0.125,40.395,-0.050,-0.328
'[23:07:50.728 19/01/1989]',0.135,41.023,-0.055,-0.330
'[23:07:50.732 19/01/1989]',0.135,41.023,-0.059,-0.333
'[23:07:50.736 19/01/1989]',0.140,40.605,-0.061,-0.343
'[23:07:50.740 19/01/1989]',0.140,40.814,-0.060,-0.342
'[23:07:50.744 19/01/1989]',0.130,40.605,-0.063,-0.346
'[23:07:50.748 19/01/1989]',0.140,40.605,-0.062,-0.332
'[23:07:50.752 19/01/1989]',0.160,40.395,-0.058,-0.326
'[23:07:50.756 19/01/1989]',0.155,40.395,-0.059,-0.336
'[23:07:50.760 19/01/1989]',0.160,40.395,-0.057,-0.330
'[23:07:50.764 19/01/1989]',0.175,40.186,-0.052,-0.330
'[23:07:50.768 19/01/1989]',0.175,40.605,-0.049,-0.343
'[23:07:50.772 19/01/1989]',0.185,41.023,-0.047,-0.359
'[23:07:50.776 19/01/1989]',0.185,41.233,-0.043,-0.361
'[23:07:50.780 19/01/1989]',0.195,42.488,-0.038,-0.365
'[23:07:50.784 19/01/1989]',0.200,43.744,-0.036,-0.365
'[23:07:50.788 19/01/1989]',0.195,45.209,-0.034,-0.377
'[23:07:50.792 19/01/1989]',0.200,46.884,-0.033,-0.365
'[23:07:50.796 19/01/1989]',0.210,48.977,-0.031,-0.370
'[23:07:50.800 19/01/1989]',0.205,51.698,-0.029,-0.359
'[23:07:50.804 19/01/1989]',0.220,54.000,-0.031,-0.367
'[23:07:50.808 19/01/1989]',0.220,56.930,-0.032,-0.364
'[23:07:50.812 19/01/1989]',0.210,59.651,-0.034,-0.377
'[23:07:50.816 19/01/1989]',0.230,62.372,-0.039,-0.384
'[23:07:50.820 19/01/1989]',0.225,65.930,-0.042,-0.397
'[23:07:50.824 19/01/1989]',0.225,68.442,-0.045,-0.407
'[23:07:50.828 19/01/1989]',0.200,71.791,-0.048,-0.407
'[23:07:50.832 19/01/1989]',0.220,75.349,-0.053,-0.399
'[23:07:50.836 19/01/1989]',0.225,78.488,-0.053,-0.414
'[23:07:50.840 19/01/1989]',0.205,82.256,-0.052,-0.412
'[23:07:50.844 19/01/1989]',0.220,85.605,-0.057,-0.413
'[23:07:50.848 19/01/1989]',0.220,88.953,-0.059,-0.393
'[23:07:50.852 19/01/1989]',0.220,91.674,-0.060,-0.386
'[23:07:50.856 19/01/1989]',0.200,94.814,-0.063,-0.401
'[23:07:50.860 19/01/1989]',0.190,97.953,-0.062,-0.412
'[23:07:50.864 19/01/1989]',0.180,100.465,-0.061,-0.404
'[23:07:50.868 19/01/1989]',0.175,102.349,-0.059,-0.412
'[23:07:50.872 19/01/1989]',0.150,103.814,-0.061,-0.429
'[23:07:50.876 19/01/1989]',0.140,105.488,-0.059,-0.422
'[23:07:50.880 19/01/1989]',0.125,106.116,-0.059,-0.430
'[23:07:50.884 19/01/1989]',0.115,106.326,-0.057,-0.430
'[23:07:50.888 19/01/1989]',0.100,106.953,-0.058,-0.457
'[23:07:50.892 19/01/1989]',0.095,106.326,-0.057,-0.435
'[23:07:50.896 19/01/1989]',0.060,105.698,-0.053,-0.446
'[23:07:50.900 19/01/1989]',0.065,104.651,-0.051,-0.419
'[23:07:50.904 19/01/1989]',0.040,103.186,-0.053,-0.426
'[23:07:50.908 19/01/1989]',0.030,102.349,-0.055,-0.422
'[23:07:50.912 19/01/1989]',0.025,100.674,-0.057,-0.429
'[23:07:50.916 19/01/1989]',0.020,99.209,-0.060,-0.445
'[23:07:50.920 19/01/1989]',-0.000,97.953,-0.060,-0.458
'[23:07:50.924 19/01/1989]',0.015,96.070,-0.061,-0.474
'[23:07:50.928 19/01/1989]',0.020,94.605,-0.065,-0.467
'[23:07:50.932 19/01/1989]',-0.000,93.139,-0.070,-0.484
'[23:07:50.936 19/01/1989]',0.020,91.465,-0.071,-0.480
'[23:07:50.940 19/01/1989]',-0.000,89.791,-0.068,-0.486
'[23:07:50.944 19/01/1989]',0.010,87.907,-0.072,-0.486
'[23:07:50.948 19/01/1989]',-0.000,86.023,-0.071,-0.467
'[23:07:50.952 19/01/1989]',-0.000,84.767,-0.070,-0.480
'[23:07:50.956 19/01/1989]',-0.000,83.093,-0.068,-0.471
'[23:07:50.960 19/01/1989]',0.010,81.628,-0.065,-0.483
'[23:07:50.964 19/01/1989]',0.015,80.372,-0.063,-0.475
'[23:07:50.968 19/01/1989]',-0.000,78.698,-0.060,-0.499
'[23:07:50.972 19/01/1989]',0.020,77.233,-0.060,-0.497
'[23:07:50.976 19/01/1989]',0.020,75.977,-0.054,-0.504
'[23:07:50.980 19/01/1989]',0.005,75.139,-0.050,-0.532
'[23:07:50.984 19/01/1989]',0.015,73.884,-0.045,-0.522
'[23:07:50.988 19/01/1989]',0.020,73.046,-0.042,-0.539
'[23:07:50.992 19/01/1989]',0.020,71.791,-0.040,-0.504
'[23:07:50.996 19/01/1989]',0.025,70.535,-0.035,-0.517
'[23:07:51.000 19/01/1989]',0.030,69.698,-0.033,-0.516
'[23:07:51.004 19/01/1989]',0.020,68.860,-0.032,-0.522
'[23:07:51.008 19/01/1989]',0.035,68.023,-0.032,-0.512
'[23:07:51.012 19/01/1989]',0.035,66.977,-0.033,-0.513
'[23:07:51.016 19/01/1989]',0.030,66.558,-0.037,-0.525
'[23:07:51.020 19/01/1989]',0.030,65.721,-0.040,-0.551
'[23:07:51.024 19/01/1989]',0.020,64.884,-0.044,-0.555
'[23:07:51.028 19/01/1989]',0.030,63.837,-0.049,-0.552
'[23:07:51.032 19/01/1989]',0.020,63.419,-0.055,-0.548
'[23:07:51.036 19/01/1989]',0.035,63.000,-0.057,-0.555
'[23:07:51.040 19/01/1989]',0.030,62.163,-0.057,-0.536
'[23:07:51.044 19/01/1989]',0.030,61.744,-0.060,-0.542
'[23:07:51.048 19/01/1989]',0.035,61.116,-0.062,-0.545
'[23:07:51.052 19/01/1989]',0.040,60.279,-0.059,-0.535
'[23:07:51.056 19/01/1989]',0.050,59.233,-0.058,-0.541
'[23:07:51.060 19/01/1989]',0.060,58.814,-0.057,-0.549
'[23:07:51.064 19/01/1989]',0.055,58.186,-0.050,-0.581
'[23:07:51.068 19/01/1989]',0.030,57.558,-0.047,-0.587
'[23:07:51.072 19/01/1989]',0.035,57.140,-0.046,-0.580
'[23:07:51.076 19/01/1989]',0.045,56.721,-0.041,-0.591
'[23:07:51.080 19/01/1989]',0.040,56.093,-0.035,-0.597
'[23:07:51.084 19/01/1989]',0.035,55.884,-0.033,-0.580
'[23:07:51.088 19/01/1989]',0.050,55.465,-0.029,-0.614
'[23:07:51.092 19/01/1989]',0.040,55.046,-0.027,-0.581
'[23:07:51.096 19/01/1989]',0.055,54.837,-0.024,-0.603
'[23:07:51.100 19/01/1989]',0.045,54.419,-0.022,-0.584
'[23:07:51.104 19/01/1989]',0.050,54.000,-0.024,-0.588
'[23:07:51.108 19/01/1989]',0.060,53.372,-0.026,-0.607
'[23:07:51.112 19/01/1989]',0.055,53.372,-0.031,-0.586
'[23:07:51.116 19/01/1989]',0.050,53.581,-0.039,-0.614
'[23:07:51.120 19/01/1989]',0.040,53.163,-0.046,-0.609
'[23:07:51.124 19/01/1989]',0.040,52.953,-0.050,-0.609
'[23:07:51.128 19/01/1989]',0.060,53.372,-0.057,-0.648
'[23:07:51.132 19/01/1989]',0.055,53.163,-0.067,-0.628
'[23:07:51.136 19/01/1989]',0.030,52.953,-0.067,-0.626
'[23:07:51.140 19/01/1989]',0.030,52.953,-0.071,-0.614
'[23:07:51.144 19/01/1989]',0.060,53.163,-0.075,-0.628
'[23:07:51.148 19/01/1989]',0.040,52.953,-0.076,-0.626
'[23:07:51.152 19/01/1989]',0.035,52.744,-0.074,-0.607
'[23:07:51.156 19/01/1989]',0.055,53.581,-0.072,-0.632
'[23:07:51.160 19/01/1989]',0.060,53.791,-0.068,-0.639
'[23:07:51.164 19/01/1989]',0.060,53.791,-0.060,-0.633
'[23:07:51.168 19/01/1989]',0.045,53.791,-0.057,-0.642
'[23:07:51.172 19/01/1989]',0.060,54.000,-0.051,-0.651
'[23:07:51.176 19/01/1989]',0.060,54.209,-0.044,-0.657
'[23:07:51.180 19/01/1989]',0.060,54.209,-0.036,-0.655
'[23:07:51.184 19/01/1989]',0.060,54.419,-0.030,-0.658
'[23:07:51.188 19/01/1989]',0.060,54.628,-0.025,-0.648
'[23:07:51.192 19/01/1989]',0.060,54.628,-0.019,-0.648
'[23:07:51.196 19/01/1989]',0.060,54.837,-0.014,-0.643
'[23:07:51.200 19/01/1989]',0.075,55.256,-0.010,-0.645
'[23:07:51.204 19/01/1989]',0.065,55.256,-0.008,-0.665
'[23:07:51.208 19/01/1989]',0.070,55.674,-0.007,-0.651
'[23:07:51.212 19/01/1989]',0.080,56.093,-0.007,-0.681
'[23:07:51.216 19/01/1989]',0.080,55.884,-0.010,-0.674
'[23:07:51.220 19/01/1989]',0.075,56.302,-0.011,-0.683
'[23:07:51.224 19/01/1989]',0.075,56.930,-0.013,-0.665
'[23:07:51.228 19/01/1989]',0.070,56.302,-0.017,-0.688
'[23:07:51.232 19/01/1989]',0.080,56.721,-0.023,-0.672
'[23:07:51.236 19/01/1989]',0.075,57.140,-0.025,-0.699
'[23:07:51.240 19/01/1989]',0.070,56.930,-0.028,-0.677
'[23:07:51.244 19/01/1989]',0.080,57.558,-0.035,-0.681
'[23:07:51.248 19/01/1989]',0.075,57.349,-0.039,-0.681
'[23:07:51.252 19/01/1989]',0.090,57.558,-0.039,-0.667
'[23:07:51.256 19/01/1989]',0.080,57.767,-0.041,-0.674
'[23:07:51.260 19/01/1989]',0.080,57.977,-0.039,-0.678
'[23:07:51.264 19/01/1989]',0.085,57.767,-0.035,-0.690
'[23:07:51.268 19/01/1989]',0.080,57.558,-0.034,-0.719
'[23:07:51.272 19/01/1989]',0.100,57.140,-0.032,-0.704
'[23:07:51.276 19/01/1989]',0.085,57.977,-0.026,-0.729
'[23:07:51.280 19/01/1989]',0.090,57.767,-0.018,-0.709
